id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
event_miraclesnow2_03_s_15,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_15,False,,31,31,1.0,,anne,anne,,1,sad,,,,3,think,
event_miraclesnow2_03_s_16,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_16,True,,31,31,1.0,,rupee_w,rupee,,1,sad,,,,3,think,
event_miraclesnow2_03_s_17,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_17,True,,31,31,1.0,,rupee_w,rupee,,1,idle_02,,,,3,think,
event_miraclesnow2_03_s_18,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_18,False,,31,31,1.0,,anne,anne,,1,idle_02,,,,3,think,
event_miraclesnow2_03_s_19,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_19,True,,31,31,1.0,,rupee_w,rupee,,1,sad,,,,3,think,
event_miraclesnow2_03_s_20,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_20,True,,31,XS_30,1.0,,anne,anne,,1,sad,,,,3,sad,
event_miraclesnow2_03_s_21,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_21,True,,XS_30,XS_30,1.0,,anne,anne,,1,sad,,,,3,sad,
event_miraclesnow2_03_s_22,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_22,False,,XS_30,XS_30,1.0,,anne,anne,,1,etc,,,,3,sad,
event_miraclesnow2_03_s_23,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_23,True,,XS_30,31,1.0,,rupee_w,rupee,,1,surprise,,,,3,sad,
event_miraclesnow2_03_s_24,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_24,True,,31,31,1.0,,anne,anne,,1,surprise,,,,3,sad,
event_miraclesnow2_03_s_25,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_25,True,,31,31,1.0,,rupee_w,rupee,,1,surprise,,,,3,sad,
event_miraclesnow2_03_s_26,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_26,True,,31,31,1.0,,rupee_w,rupee,,1,surprise,,,,3,sad,
event_miraclesnow2_03_s_27,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_27,False,,31,31,1.0,,anne,anne,,1,surprise,,,,3,sad,
event_miraclesnow2_03_s_28,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_28,True,,31,31,1.0,,anne,anne,,1,surprise,,,,3,think,
event_miraclesnow2_03_s_29,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_29,False,,31,31,1.0,,rupee_w,rupee,,1,sad,,,,3,think,
event_miraclesnow2_03_s_30,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_30,True,,XS_30,XS_30,1.0,,anne,anne,,1,sad,,,,3,delight,
event_miraclesnow2_03_s_31,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_31,True,,XS_30,XS_30,1.0,,anne,anne,,1,sad,,,,3,delight,
event_miraclesnow2_03_s_32,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_32,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,sad,,,,3,idle,
event_miraclesnow2_03_s_33,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_33,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,sad,,,,3,idle,
event_miraclesnow2_03_s_34,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_34,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,sad,,,,3,idle,
event_miraclesnow2_03_s_35,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_35,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,sad,,,,3,idle,
event_miraclesnow2_03_s_36,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_36,True,,XS_30,XS_30,1.0,,anne,anne,,1,sad,,,,3,idle,
event_miraclesnow2_03_s_37,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_37,True,,XS_30,XS_30,1.0,,anne,anne,,1,sad,,,,3,delight,
event_miraclesnow2_03_s_38,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_38,True,,XS_30,XS_30,1.0,,anne,anne,,1,sad,,,,3,delight,
event_miraclesnow2_03_s_39,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_39,False,,XS_30,XS_300,1.0,,anne,anne,,1,sad,,,,3,think,
event_miraclesnow2_03_s_40,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_40,True,,XS_300,XS_300,1.0,,anne,anne,,1,sad,,,,3,sad,
event_miraclesnow2_03_s_41,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_41,False,,XS_300,31,1.0,,rupee_w,rupee,,1,sad,,,,3,sad,
event_miraclesnow2_03_s_42,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_42,True,,31,31,1.0,,rupee_w,rupee,,1,idle_02,,,,3,sad,
event_miraclesnow2_03_s_43,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_43,True,,31,31,1.0,,rupee_w,rupee,,1,idle_02,,,,3,sad,
event_miraclesnow2_03_s_44,40004,event_miraclesnow2_03_s,Speech,Locale_SubScenario:event_miraclesnow2_03_s_44,True,,31,31,1.0,,anne,anne,,1,idle_02,,,,3,sad,
event_miraclesnow2_03_s_45,40004,event_miraclesnow2_03_s,Monologue,Locale_SubScenario:event_miraclesnow2_03_s_45,False,,31,L_10,1.0,,,,,1,etc,,,,3,sad,
event_miraclesnow2_03_s_46,40004,event_miraclesnow2_03_s,Monologue,Locale_SubScenario:event_miraclesnow2_03_s_46,False,,L_10,L_100,1.0,,,,,1,etc,,,,3,sad,
event_miraclesnow2_03_s_47,40004,event_miraclesnow2_03_s,Monologue,Locale_SubScenario:event_miraclesnow2_03_s_47,False,,L_100,L_100,1.0,,,,,1,etc,,,,3,sad,
