id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_filter_01,set_camera_shake
event_overzone2_06_e_13,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_13,False,,dorothyshoes2_01,dorothyshoes2_01,1.0,,,,
event_overzone2_06_e_14,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_14,False,,dorothyshoes2_01,dorothyshoes2_01,1.0,,,,
event_overzone2_06_e_15,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_15,False,,dorothyshoes2_01,dorothyshoes2_02,2.5,,,,
event_overzone2_06_e_16,80304,event_overzone2_06_e,Speech,pinne,Locale_MainScenario:event_overzone2_06_e_16,True,,dorothyshoes2_02,dorothyshoes2_02,1.0,,pinne,,
event_overzone2_06_e_17,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_17,True,,dorothyshoes2_02,dorothyshoes2_02,1.0,,dorothy,,
event_overzone2_06_e_18,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_18,False,,dorothyshoes2_02,dorothyshoes2_02,1.0,,,,
event_overzone2_06_e_19,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_19,False,,dorothyshoes2_02,dorothyshoes2_03,3.0,,,,
event_overzone2_06_e_20,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_20,False,,dorothyshoes2_03,dorothyshoes2_03,1.0,,,,
event_overzone2_06_e_21,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_21,False,Grassland,black,black,1.0,,,,
event_overzone2_06_e_22,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_22,False,,1,100,2.0,,,Grey,
event_overzone2_06_e_23,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_23,False,,100,100,1.0,,,Grey,
event_overzone2_06_e_24,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_24,False,,100,100,1.0,,,Grey,
event_overzone2_06_e_25,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_25,False,,100,100,1.0,,,Grey,
event_overzone2_06_e_26,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_26,False,,100,100,1.0,,,Grey,
event_overzone2_06_e_27,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_27,False,,100,100,1.0,,,Grey,
event_overzone2_06_e_28,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_28,False,,100,1,2.0,,,Grey,
event_overzone2_06_e_29,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_29,False,,1,1,1.0,,,Grey,
event_overzone2_06_e_30,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_30,False,,1,15,2.0,,,Grey,
event_overzone2_06_e_31,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_31,True,,15,15,1.0,,dorothy,Grey,
event_overzone2_06_e_32,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_32,True,,15,150,1.0,,dorothy,Grey,
event_overzone2_06_e_33,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_33,False,EventScene_OverZone_05,black,black,1.0,,,Grey,
event_overzone2_06_e_34,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_34,False,,ark_01,ark_01,1.0,,,,
event_overzone2_06_e_35,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_35,False,,ark_01,ark_01,1.0,,,,Low_2
event_overzone2_06_e_36,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_36,False,EventScene_OverZone_04,dorothy04_01,dorothy04_01,1.0,,,,
event_overzone2_06_e_37,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_37,False,,dorothy04_01,dorothy04_02,2.0,,,,
event_overzone2_06_e_38,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_38,False,,dorothy04_02,dorothy04_02,1.0,,,,
event_overzone2_06_e_39,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_39,False,Sky,black,black,1.0,,,,
event_overzone2_06_e_40,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_40,False,,sky_01,sky_02,2.0,,,,
event_overzone2_06_e_41,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_41,False,,sky_02,sky_02,1.0,,,,
event_overzone2_06_e_42,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_42,False,,sky_02,sky_03,2.0,,,,
event_overzone2_06_e_43,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_43,False,,sky_03,sky_03,1.0,,,,
event_overzone2_06_e_44,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_44,True,EventScene_OverZone_04_1,black,black,1.0,,dorothy,,
event_overzone2_06_e_45,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_45,True,,dorothysmile_01,dorothysmile_01,1.0,,dorothy,,
event_overzone2_06_e_46,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_46,True,,dorothysmile_01,dorothysmile_02,1.0,,dorothy,,
event_overzone2_06_e_47,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_47,True,,dorothysmile_02,dorothysmile_02,1.0,,dorothy,,
event_overzone2_06_e_48,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_48,False,EventScene_OverZone_06,black,black,1.0,,dorothy,,
event_overzone2_06_e_49,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_49,True,,lie_01,lie_01,1.0,,dorothy,,
event_overzone2_06_e_50,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_50,True,,lie_01,lie_01,1.0,,dorothy,,
event_overzone2_06_e_51,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_51,True,,lie_01,lie_01,1.0,,dorothy,,Low_2
event_overzone2_06_e_52,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_52,True,,lie_01,lie_01,1.0,,dorothy,,
event_overzone2_06_e_53,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_53,True,,lie_01,lie_02,4.0,,dorothy,,
event_overzone2_06_e_54,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_54,True,,lie_02,lie_03,2.0,none,dorothy,,
event_overzone2_06_e_55,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_55,True,,lie_03,lie_03,1.0,,dorothy,,
event_overzone2_06_e_56,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_56,False,,lie_03,lie_04,4.0,,dorothy,,
event_overzone2_06_e_57,80304,event_overzone2_06_e,Narration,Narration,Locale_MainScenario:event_overzone2_06_e_57,False,,lie_04,lie_04,1.0,,dorothy,,
event_overzone2_06_e_58,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_58,True,,lie_04,lie_04,1.0,,dorothy,,
event_overzone2_06_e_59,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_59,True,,lie_04,lie_04,1.0,,dorothy,,
event_overzone2_06_e_60,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_60,True,,lie_04,lie_04,1.0,,dorothy,,
event_overzone2_06_e_61,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_61,True,,black,black,1.0,,dorothy,,
event_overzone2_06_e_62,80304,event_overzone2_06_e,Speech,dorothy,Locale_MainScenario:event_overzone2_06_e_62,True,,black,black,1.0,,dorothy,,
