id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/2/hide_char_id,fade,characters/1/hide_char_id,characters/0/hide_char_id
event_icedragonsaga1_05_s_11,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_11,True,,3,worry,,1,angry,,13,idle,,12,12,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_12,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_12,True,,3,worry,,1,shy,,13,idle,,12,12,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_13,40064,event_icedragonsaga1_05_s,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_05_s_13,True,,3,worry,,1,shy,,13,delight,,12,12,1.0,,vesti_c,,,,
event_icedragonsaga1_05_s_14,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_14,True,,3,worry,,1,worry,,13,delight,,12,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_15,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_15,True,,3,worry,,1,worry,,13,delight,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_16,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_16,True,,3,worry,,1,worry,,13,delight,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_17,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_17,True,,3,worry,,1,worry,,13,delight,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_18,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_18,True,,3,idle,,1,worry,,13,delight,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_19,40064,event_icedragonsaga1_05_s,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_05_s_19,True,,3,idle,,1,worry,,13,idle,,XS_130,XS_130,1.0,,vesti_c,,,,
event_icedragonsaga1_05_s_20,40064,event_icedragonsaga1_05_s,Self,vesti_c,Locale_MainScenario:event_icedragonsaga1_05_s_20,False,,3,idle,,1,worry,,13,idle,,XS_130,XS_130,1.0,,,,,,
event_icedragonsaga1_05_s_21,40064,event_icedragonsaga1_05_s,Self,vesti_c,Locale_MainScenario:event_icedragonsaga1_05_s_21,False,,3,idle,,1,worry,,13,idle,,XS_130,XS_130,1.0,,,,,,
event_icedragonsaga1_05_s_22,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_22,True,,3,idle,,1,idle,,13,idle,ClothingStore,2,2,1.0,bgm_story_flipflop,maiden_w,vesti_c,black,,
event_icedragonsaga1_05_s_23,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_23,True,,3,idle,,1,idle,,,,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_24,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_24,True,,3,idle,,1,idle,,,,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_25,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_25,True,,3,idle,,1,idle,,,,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_26,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_26,True,,3,idle,,1,idle,,,,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_27,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_27,True,,3,idle,,1,idle,eunhwa,13,idle,,2,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_28,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_28,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_29,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_29,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_30,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_30,True,,3,idle,,1,idle,,13,surprise,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_31,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_31,True,,3,idle,,1,idle,,13,surprise,,12,12,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_32,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_32,True,,3,idle,,1,idle,,13,surprise,,12,12,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_33,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_33,True,,3,idle,,1,idle,,13,surprise,,12,12,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_34,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_34,True,,3,idle,,1,idle,,13,idle,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_35,40064,event_icedragonsaga1_05_s,Self,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_35,False,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,
event_icedragonsaga1_05_s_36,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_36,True,,3,idle,,1,idle,,13,angry,,12,130,0.7,,eunhwa,,,,
event_icedragonsaga1_05_s_37,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_37,True,,3,idle,,1,idle,,13,angry,,130,130,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_38,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_38,True,,3,idle,,1,idle,,13,angry,,130,130,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_39,40064,event_icedragonsaga1_05_s,Self,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_39,False,,3,idle,,1,idle,,13,angry,,130,130,1.0,,,,,,
event_icedragonsaga1_05_s_40,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_40,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,narration,,,,
event_icedragonsaga1_05_s_41,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_41,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,narration,,,,
event_icedragonsaga1_05_s_42,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_42,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,narration,,,,
event_icedragonsaga1_05_s_43,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_43,False,,3,idle,,1,idle,,13,idle,,black,black,1.0,,narration,,,,
event_icedragonsaga1_05_s_44,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_44,False,,3,idle,,1,idle,,13,idle,,130,130,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_45,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_45,True,,3,idle,,1,idle,,13,idle,,130,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_46,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_46,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_47,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_47,True,,3,idle,,1,idle,,13,delight,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_48,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_48,True,,3,idle,,1,idle,,13,delight,,12,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_49,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_49,True,,3,idle,,1,idle,,13,delight,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_50,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_50,True,,1,worry,,3,idle,,13,idle,,black,black,1.0,,guillotine_w_no,,black,,
event_icedragonsaga1_05_s_51,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_51,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_52,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_52,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_53,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_53,True,,1,worry,,3,no,,13,idle,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_54,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_54,True,,1,worry,,3,no,,13,idle,,2,L_30,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_55,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_55,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,maiden_w,,black,,
event_icedragonsaga1_05_s_56,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_56,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_57,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_57,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_58,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_58,True,,1,worry,,3,delight,,13,idle,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_59,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_59,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_60,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_60,True,,1,no,,3,idle,,13,idle,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_61,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_61,True,,1,no,,3,idle,,13,idle,,2,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_62,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_62,True,,1,worry,,3,idle,,13,idle,,2,2,1.0,,guillotine_w_no,,,maiden_w,
event_icedragonsaga1_05_s_63,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_63,False,,1,worry,,,,,13,idle,,2,1,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_64,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_64,True,,1,idle,,,,,13,idle,,1,12,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_65,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_65,True,,1,idle,,,,,13,idle,,12,12,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_66,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_66,True,,1,idle,,,,,13,idle,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_67,40064,event_icedragonsaga1_05_s,Self,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_67,False,,1,idle,,,,,13,idle,,12,12,1.0,,,,,,
event_icedragonsaga1_05_s_68,40064,event_icedragonsaga1_05_s,Self,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_68,False,,1,idle,,,,,13,idle,,12,12,1.0,,,,,,
event_icedragonsaga1_05_s_69,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_69,True,,1,idle,,,,,13,idle,,12,12,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_70,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_70,True,,1,idle,,,,,13,idle,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_71,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_71,True,,1,idle,,,,,13,idle,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_72,40064,event_icedragonsaga1_05_s,Speech,eunhwa,Locale_MainScenario:event_icedragonsaga1_05_s_72,True,,1,idle,,,,,13,idle,,12,12,1.0,,eunhwa,,,,
event_icedragonsaga1_05_s_73,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_73,True,,1,surprise,,,,,13,idle,,12,XS_10,1.0,none,guillotine_w_no,,,,
event_icedragonsaga1_05_s_74,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_74,True,,1,surprise,maiden_w,3,worry,,13,idle,SnowTown_d,L_30,L_30,1.0,bgm_story_languor,maiden_w,eunhwa,black,,
event_icedragonsaga1_05_s_75,40064,event_icedragonsaga1_05_s,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_75,False,,1,surprise,,3,worry,,,,,L_30,L_30,1.0,,,,,,
event_icedragonsaga1_05_s_76,40064,event_icedragonsaga1_05_s,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_76,False,,1,surprise,,3,worry,,,,,L_30,L_30,1.0,,,,,,
event_icedragonsaga1_05_s_77,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_77,True,,1,surprise,,3,no,,,,,L_30,L_30,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_78,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_78,True,,1,surprise,,3,no,,,,,L_30,L_30,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_79,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_79,True,,1,surprise,,3,no,,,,EventScene_icedragonsaga_02_1,L_30,1,1.0,,maiden_w,,,maiden_w,guillotine_w_no
event_icedragonsaga1_05_s_80,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_80,True,,,,,,,,,,,1,1,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_81,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_81,True,,,,,,,,,,EventScene_icedragonsaga_02_2,1,1,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_82,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_82,False,,,,,,,,,,,1,1,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_83,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_83,True,,,,,,,,,,,1,1,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_84,40064,event_icedragonsaga1_05_s,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_05_s_84,True,,,,,,,,,,,1,1,1.0,,vesti_c,,,,
event_icedragonsaga1_05_s_85,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_85,True,,,,,,,,,,,1,1,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_86,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_86,False,,,,,,,,,,,1,1,1.0,,narration,,,,
event_icedragonsaga1_05_s_87,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_87,False,,,,,,,,,,,1,1,1.0,,narration,,,,
event_icedragonsaga1_05_s_88,40064,event_icedragonsaga1_05_s,Speech,vesti_c,Locale_MainScenario:event_icedragonsaga1_05_s_88,False,,,,,,,,,,,1,1,1.0,,narration,,,,
event_icedragonsaga1_05_s_89,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_89,True,guillotine_w_no,1,idle,maiden_w,3,no,,,,SnowTown_d,1,XS_10,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_90,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_90,True,,1,idle,,3,no,,,,,XS_10,XS_10,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_91,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_91,True,,1,idle,,3,angry,,,,,XS_10,2,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_92,40064,event_icedragonsaga1_05_s,Speech,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_05_s_92,True,,1,surprise,,3,angry,,,,,2,2,1.0,,guillotine_w_no,,,,
event_icedragonsaga1_05_s_93,40064,event_icedragonsaga1_05_s,Self,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_93,False,,1,surprise,,3,angry,,,,,2,2,1.0,,,,,,
event_icedragonsaga1_05_s_94,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_94,True,,1,surprise,,3,worry,,,,,2,L_30,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_95,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_95,True,,1,surprise,,3,worry,,,,,L_30,L_30,1.0,,maiden_w,,,,
event_icedragonsaga1_05_s_96,40064,event_icedragonsaga1_05_s,Speech,maiden_w,Locale_MainScenario:event_icedragonsaga1_05_s_96,True,,1,surprise,,3,worry,,,,,L_30,L_30,1.0,,maiden_w,,,,
