id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,highlight,characters/1/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id
event_lifeagain_05_e_11,40060,event_lifeagain_05_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_e_11,False,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,,,
event_lifeagain_05_e_12,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_12,False,,17,170,1.0,,,9,idle,,7,idle,,5,think,rumani,epinel,,,,,
event_lifeagain_05_e_13,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_13,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_14,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_14,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_15,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_15,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_16,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_16,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_17,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_17,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_18,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_18,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_19,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_19,False,,170,17,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_20,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_20,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_21,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_21,False,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_22,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_22,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_23,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_23,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_24,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_24,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_25,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_25,True,,L_50,L_50,1.0,,,9,idle,,,,,5,worry,rumani,,,,,,
event_lifeagain_05_e_26,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_26,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_27,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_27,False,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_28,40060,event_lifeagain_05_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_e_28,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_29,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_29,False,,17,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_30,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_30,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_31,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_31,False,,170,170,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_32,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_32,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_33,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_33,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_34,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_34,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_35,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_35,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_36,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_36,True,,L_50,L_50,1.0,,,9,idle,,,,,5,worry,rumani,,,,,,
event_lifeagain_05_e_37,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_37,False,,L_50,L_50,1.0,,,9,idle,,,,,5,worry,rumani,,,,,,
event_lifeagain_05_e_38,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_38,True,,L_50,L_500,1.0,,,9,idle,,,,,5,worry,rumani,,,,,,
event_lifeagain_05_e_39,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_39,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_40,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_40,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_41,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_41,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_42,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_42,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_43,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_43,True,,L_500,L_500,1.0,,,9,idle,,,,,5,no,rumani,,,,,,
event_lifeagain_05_e_44,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_44,True,,L_500,L_500,1.0,,,9,idle,,,,,5,no,rumani,,,,,,
event_lifeagain_05_e_45,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_45,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_46,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_46,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_47,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_47,True,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_48,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_48,False,,L_500,L_500,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_49,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_49,True,,L_500,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_50,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_50,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_51,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_51,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_52,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_52,True,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_53,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_53,False,,L_50,L_50,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_54,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_54,True,,L_50,5,1.0,,,9,idle,,,,,5,think,rumani,,,,,,
event_lifeagain_05_e_55,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_55,True,,5,5,1.0,,,9,idle,,,,,5,angry,rumani,,,,,,
event_lifeagain_05_e_56,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_56,False,,5,5,1.0,,,9,idle,,,,,5,angry,rumani,,,,,,
event_lifeagain_05_e_57,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_57,True,,5,5,1.0,,,9,idle,,,,,5,angry,rumani,,,,,,
event_lifeagain_05_e_58,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_58,True,,5,5,1.0,,,9,idle,,,,,5,angry,rumani,,,,,,
event_lifeagain_05_e_59,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_59,False,,5,3,1.0,,,9,idle,,,,,5,angry,rumani,,sfx_scn_autodooropen,,,,
event_lifeagain_05_e_60,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_60,True,,3,3,1.0,none,,9,idle,,,,,5,angry,nadia,,,nadia,3,idle,
event_lifeagain_05_e_61,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_61,False,,3,3,1.0,,,9,idle,epinel,7,idle,,5,think,nadia,,,,3,idle,
event_lifeagain_05_e_62,40060,event_lifeagain_05_e,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_e_62,False,,8,8,1.0,,,9,idle,,7,idle,,5,think,folkwang,,,,3,idle,
event_lifeagain_05_e_63,40060,event_lifeagain_05_e,Speech,epinel,Locale_SubScenario:event_lifeagain_05_e_63,False,,8,8,1.0,,,9,idle,,7,idle,,5,think,epinel,,,,3,idle,
event_lifeagain_05_e_64,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_64,False,,4,4,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,3,idle,
event_lifeagain_05_e_65,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_65,True,,4,4,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,idle,
event_lifeagain_05_e_66,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_66,True,,4,4,1.0,bgm_intotheswarm,,9,idle,,7,idle,,5,think,rumani,,,,3,idle,
event_lifeagain_05_e_67,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_67,True,,4,4,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,3,idle,
event_lifeagain_05_e_68,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_68,True,,4,XS_30,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,idle,
event_lifeagain_05_e_69,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_69,True,,XS_30,XS_30,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,idle,
event_lifeagain_05_e_70,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_70,True,,XS_30,XS_30,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,angry,
event_lifeagain_05_e_71,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_71,True,,XS_30,XS_30,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,angry,
event_lifeagain_05_e_72,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_72,True,,XS_30,4,1.0,,,9,idle,,7,idle,,5,angry,rumani,,,,3,angry,
event_lifeagain_05_e_73,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_73,True,,4,4,1.0,,,9,idle,,7,idle,,5,angry,nadia,,,,3,angry,
event_lifeagain_05_e_74,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_74,False,,4,4,1.0,,,9,idle,,7,idle,,5,angry,nadia,,sfx_scn_phonevibration,,3,angry,
event_lifeagain_05_e_75,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_75,False,,4,4,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,3,angry,
event_lifeagain_05_e_76,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_76,False,,black,black,1.0,,,9,idle,,7,idle,,5,think,rumani,,sfx_scn_phoneonce,,3,angry,
event_lifeagain_05_e_77,40060,event_lifeagain_05_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_e_77,False,,black,black,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,3,angry,
event_lifeagain_05_e_78,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_78,True,,4,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,3,angry,
event_lifeagain_05_e_79,40060,event_lifeagain_05_e,Speech,malejournalist,Locale_SubScenario:event_lifeagain_05_e_79,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,malejournalist,,,,3,angry,
event_lifeagain_05_e_80,40060,event_lifeagain_05_e,Speech,malejournalist,Locale_SubScenario:event_lifeagain_05_e_80,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,malejournalist,,,,3,angry,
event_lifeagain_05_e_81,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_81,False,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,sfx_scn_phoneonce,,3,angry,
event_lifeagain_05_e_82,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_82,True,,XS_30,XS_30,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,idle,
event_lifeagain_05_e_83,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_83,False,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,nadia,,sfx_scn_phonevibration,,3,idle,
event_lifeagain_05_e_84,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_84,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,sfx_scn_phoneonce,,3,idle,
event_lifeagain_05_e_85,40060,event_lifeagain_05_e,Speech,femalebroadcaster,Locale_SubScenario:event_lifeagain_05_e_85,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,femalebroadcaster,,,,3,idle,
event_lifeagain_05_e_86,40060,event_lifeagain_05_e,Speech,femalebroadcaster,Locale_SubScenario:event_lifeagain_05_e_86,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,femalebroadcaster,,,,3,idle,
event_lifeagain_05_e_87,40060,event_lifeagain_05_e,Speech,femalebroadcaster,Locale_SubScenario:event_lifeagain_05_e_87,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,femalebroadcaster,,,,3,idle,
event_lifeagain_05_e_88,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_88,False,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,sfx_scn_phoneonce,,3,idle,
event_lifeagain_05_e_89,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_89,True,,XS_30,XS_30,1.0,,,9,idle,,7,idle,,5,think,nadia,,,,3,sad,
event_lifeagain_05_e_90,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_90,False,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,sfx_scn_phonevibration,,3,sad,
event_lifeagain_05_e_91,40060,event_lifeagain_05_e,Narration,Narration,Locale_SubScenario:event_lifeagain_05_e_91,False,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,sfx_scn_phoneonce,,3,sad,
event_lifeagain_05_e_92,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_92,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,rumani,,,,3,sad,
event_lifeagain_05_e_93,40060,event_lifeagain_05_e,Speech,malemember,Locale_SubScenario:event_lifeagain_05_e_93,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,malemember,,,,3,sad,
event_lifeagain_05_e_94,40060,event_lifeagain_05_e,Speech,malemember,Locale_SubScenario:event_lifeagain_05_e_94,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,malemember,,,,3,sad,
event_lifeagain_05_e_95,40060,event_lifeagain_05_e,Speech,malemember,Locale_SubScenario:event_lifeagain_05_e_95,True,,L_50,L_50,1.0,,,9,idle,,7,idle,,5,think,malemember,,,,3,sad,
event_lifeagain_05_e_96,40060,event_lifeagain_05_e,Speech,folkwang,Locale_SubScenario:event_lifeagain_05_e_96,True,,L_50,8,1.0,,,9,idle,,7,idle,,5,think,folkwang,,sfx_scn_phoneonce,,3,sad,
event_lifeagain_05_e_97,40060,event_lifeagain_05_e,Speech,epinel,Locale_SubScenario:event_lifeagain_05_e_97,True,,8,8,1.0,,,9,idle,,7,idle,,5,think,epinel,,,,3,sad,
event_lifeagain_05_e_98,40060,event_lifeagain_05_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_e_98,False,,8,8,1.0,,,9,idle,,7,idle,,5,think,epinel,epinel,,,3,sad,folkwang
event_lifeagain_05_e_99,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_99,False,,8,4,1.0,,,,,,,,,5,think,rumani,,,,3,sad,
event_lifeagain_05_e_100,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_100,False,,4,4,1.0,,,,,,,,,5,think,nadia,,,,3,sad,
event_lifeagain_05_e_101,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_101,True,,4,4,1.0,,,,,,,,,5,angry,rumani,,,,3,sad,
event_lifeagain_05_e_102,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_102,True,,4,4,1.0,,,,,,,,,5,angry,rumani,,,,3,sad,
event_lifeagain_05_e_103,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_103,True,,4,XS_30,1.0,,,,,,,,,5,angry,nadia,,,,3,sad,
event_lifeagain_05_e_104,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_104,True,,XS_30,XS_30,1.0,,,,,,,,,5,angry,nadia,,,,3,sad,
event_lifeagain_05_e_105,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_105,True,,XS_30,XS_30,1.0,,,,,,,,,5,angry,nadia,,,,3,sad,
event_lifeagain_05_e_106,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_106,True,,XS_30,XS_30,1.0,,,,,,,,,5,angry,nadia,,,,3,angry,
event_lifeagain_05_e_107,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_107,True,,XS_30,4,1.0,,,,,,,,,5,angry,rumani,,,,3,angry,
event_lifeagain_05_e_108,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_108,True,,4,4,1.0,,,,,,,,,5,angry,nadia,,,,3,sad,
event_lifeagain_05_e_109,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_109,True,,4,4,1.0,,,,,,,,,5,worry,rumani,,,,3,sad,
event_lifeagain_05_e_110,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_110,True,,4,4,1.0,,,,,,,,,5,think,rumani,,,,3,sad,
event_lifeagain_05_e_111,40060,event_lifeagain_05_e,Speech,rumani,Locale_SubScenario:event_lifeagain_05_e_111,True,,4,4,1.0,,,,,,,,,5,think,rumani,,,,3,sad,
event_lifeagain_05_e_112,40060,event_lifeagain_05_e,Speech,nadia,Locale_SubScenario:event_lifeagain_05_e_112,True,,4,4,1.0,,,,,,,,,5,think,nadia,,,,3,sad,
event_lifeagain_05_e_113,40060,event_lifeagain_05_e,Self,Self,Locale_SubScenario:event_lifeagain_05_e_113,False,,4,4,1.0,,,,,,,,,5,think,rumani,,,,3,sad,
event_lifeagain_05_e_114,40060,event_lifeagain_05_e,Monologue,Monologue,Locale_SubScenario:event_lifeagain_05_e_114,False,,black,black,1.0,,,,,,,,,5,think,rumani,,,,3,sad,
