id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_start_camera,set_end_camera,set_camera_duration,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,fade,characters/2/hide_char_id,set_camera_shake,characters/0/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/3/hide_char_id
event_darkhero_01_s_29,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_29,True,,exia,exia,,13,good,13,13,1.0,,,1,delight,,15,idle,,black,,,,,,,,,,,
event_darkhero_01_s_30,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_30,True,,exia,exia,,13,good,13,13,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_31,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_31,True,,maiden,maiden,,13,good,13,14,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_32,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_32,True,,maiden,maiden,,13,good,14,14,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_33,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_33,True,,elegg,elegg,,13,good,14,1,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_34,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_34,False,,elegg,,,13,good,1,1,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_35,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_35,False,,elegg,,,13,good,1,1,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_36,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_36,False,,elegg,,,13,good,1,1,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_37,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_37,False,,elegg,,,13,good,1,15,1.6,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_38,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_38,False,,elegg,,,13,good,15,15,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_39,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_39,True,,maiden,maiden,,13,good,15,15,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_40,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_40,False,,maiden,,,13,good,15,15,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_41,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_41,True,,maiden,maiden,,13,good,15,15,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_42,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_42,True,,maiden,maiden,,13,good,15,15,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_43,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_43,False,,maiden,,,13,good,15,15,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_44,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_44,True,,maiden,maiden,,13,good,15,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_45,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_45,False,,maiden,,,13,good,S_150,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_46,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_46,True,,maiden,maiden,,13,good,S_150,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_47,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_47,True,,maiden,maiden,,13,good,S_150,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_48,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_48,True,,maiden,maiden,,13,good,S_150,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_49,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_49,True,,maiden,maiden,,13,good,S_150,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_50,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_50,False,,maiden,,,13,good,S_150,S_150,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_51,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_51,True,,elegg,elegg,,13,good,S_150,S_10,1.2,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_52,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_52,False,,elegg,,,13,good,S_10,S_10,1.0,,,1,delight,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_53,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_53,True,,elegg,elegg,,13,good,S_10,S_10,1.0,,,1,idle,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_54,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_54,True,,elegg,elegg,,13,good,S_10,S_10,1.0,,,1,idle,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_55,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_55,False,,elegg,,,13,good,S_10,S_30,1.0,,,1,idle,,15,idle,,,,,,,,,,,,,
event_darkhero_01_s_56,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_56,False,,elegg,,,13,good,S_30,S_300,1.0,exia,,1,idle,,15,idle,,,maiden,,,,,,,,,,
event_darkhero_01_s_57,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_57,False,,elegg,,,,,S_300,S_300,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_58,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_58,False,,elegg,,,,,S_300,S_300,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_59,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_59,False,,elegg,,,,,S_300,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_60,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_60,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_61,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_61,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_62,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_62,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_63,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_63,False,,elegg,trony,,,,S_10,S_300,0.7,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_64,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_64,False,,elegg,,,,,S_300,S_300,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_65,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_65,False,,elegg,trony,,,,S_300,S_300,1.0,,,1,idle,,,,,,,,,,,,,,,,
event_darkhero_01_s_66,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_66,True,,elegg,elegg,,,,S_300,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_67,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_67,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_68,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_68,False,,elegg,trony,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_69,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_69,False,,elegg,trony,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_70,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_70,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_71,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_71,True,,elegg,elegg,,,,S_10,S_300,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_72,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_72,False,,elegg,,,,,S_300,S_300,1.0,,,1,special,,,,,,,Low_2,,,,,,,,,
event_darkhero_01_s_73,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_73,False,,elegg,,,,,S_300,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_74,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_74,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_75,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_75,False,,elegg,,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_76,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_76,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,special,,,,,,,,,,,,,,,,
event_darkhero_01_s_77,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_77,False,,elegg,,,,,S_10,3,1.0,,,1,special,,,,,,,,elegg,,,,,,,,
event_darkhero_01_s_78,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_78,False,,trony,,,,,3,3,1.0,,,,,,,,,,,,,trony,3,no,,,,,
event_darkhero_01_s_79,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_79,True,,trony,trony,,,,3,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_80,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_80,True,,trony,trony,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_81,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_81,True,,trony,trony,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_82,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_82,True,,trony,trony,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_83,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_83,False,,trony,,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_84,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_84,False,,trony,,,,,30,30,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_85,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_85,True,,trony,trony,,,,30,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_86,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_86,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_87,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_87,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_88,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_88,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_89,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_89,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,shy,,,,,
event_darkhero_01_s_90,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_90,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_91,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_91,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_92,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_92,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_93,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_93,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_94,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_94,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_95,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_95,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_96,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_96,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_97,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_97,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,no,,,,,
event_darkhero_01_s_98,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_98,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,sad,,,,,
event_darkhero_01_s_99,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_99,True,,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,sad,,,,,
event_darkhero_01_s_100,40047,event_darkhero_01_s,Self,Locale_SubScenario:event_darkhero_01_s_100,False,,trony,,,,,300,300,1.0,,,,,,,,,,,,,,3,sad,,,,,
event_darkhero_01_s_101,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_101,True,none,trony,trony,,,,300,300,1.0,,,,,,,,,,,,,,3,sad,,,,,
event_darkhero_01_s_102,40047,event_darkhero_01_s,Narration,Locale_SubScenario:event_darkhero_01_s_102,False,bgm_story_kneeldownfools,elegg,,,,,300,2,1.0,,elegg,1,idle,,,,Stage,black,,,,,3,surprise,,,,,
event_darkhero_01_s_103,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_103,True,,elegg,elegg,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,surprise,,,,,
event_darkhero_01_s_104,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_104,True,,elegg,elegg,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,surprise,,,,,
event_darkhero_01_s_105,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_105,True,,trony,trony,,,,2,30,1.0,,,1,idle,,,,,,,,,,3,surprise,,,,,
event_darkhero_01_s_106,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_106,True,,trony,trony,,,,30,30,1.0,,,1,idle,,,,,,,,,,3,surprise,,,,,
event_darkhero_01_s_107,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_107,True,,trony,trony,,,,30,30,1.0,,,1,idle,,,,,,,,,,3,surprise,,,,,
event_darkhero_01_s_108,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_108,True,,trony,trony,,,,30,30,1.0,,,1,idle,,,,,,,,,,3,surprise,,,,,
event_darkhero_01_s_109,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_109,True,,trony,trony,,,,30,300,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_110,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_110,True,,elegg,elegg,,,,300,S_10,1.4,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_111,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_111,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_112,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_112,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_113,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_113,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_114,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_114,True,,trony,trony,,,,S_10,300,1.2,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_115,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_115,False,,trony,elegg,,,,300,300,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_116,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_116,True,,elegg,elegg,,,,300,S_10,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_117,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_117,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_118,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_118,True,,elegg,elegg,,,,S_10,S_10,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_119,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_119,True,,elegg,elegg,,,,S_10,2,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_120,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_120,True,,trony,trony,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_121,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_121,True,,elegg,elegg,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_122,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_122,True,,elegg,elegg,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,special,,,,,
event_darkhero_01_s_123,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_123,True,,elegg,elegg,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,special,syuen,15,idle,,
event_darkhero_01_s_124,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_124,True,,trony,trony,,,,2,2,1.0,,,1,idle,,,,,,,,,,3,surprise,,15,idle,,
event_darkhero_01_s_125,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_125,True,,syuen,syuen,,,,2,S_150,1.7,,,1,idle,,,,,,,,,,3,surprise,,15,idle,,
event_darkhero_01_s_126,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_126,True,,syuen,trony,,,,S_150,S_150,1.0,,,1,idle,,,,,,,,,,3,surprise,,15,idle,,
event_darkhero_01_s_127,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_127,True,,syuen,syuen,,,,S_150,S_150,1.0,,,1,idle,,,,,,,,,,3,surprise,,15,idle,,
event_darkhero_01_s_128,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_128,True,,syuen,syuen,,,,S_150,S_1500,1.0,,,1,idle,,,,,,,,,,3,surprise,,15,angry,,
event_darkhero_01_s_129,40047,event_darkhero_01_s,Speech,Locale_SubScenario:event_darkhero_01_s_129,True,none,trony,trony,,,,30,30,1.0,,,1,idle,,,,NikkeRoom,black,,,elegg,,3,special,,15,angry,syuen,
event_darkhero_01_s_130,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_130,False,bgm_story_tuffguys,trony,,,,,30,30,1.0,,,,,,,,,,,,,,3,special,,,,,trony
event_darkhero_01_s_131,40047,event_darkhero_01_s,Monologue,Locale_SubScenario:event_darkhero_01_s_131,False,,trony,,,,,30,3,1.0,,,,,,,,,,,,,,,,,,,,
