id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,highlight,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
snowfall_episode_emma_04_72,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_75,True,,4,30,1.0,,,emma,,,,3,idle,,5,idle,
snowfall_episode_emma_04_73,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_76,True,,30,30,1.0,,,emma,,,,3,idle,,5,idle,
snowfall_episode_emma_04_74,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_77,True,,30,30,1.0,,,emma,,,,3,idle,,5,idle,
snowfall_episode_emma_04_75,80903,snowfall_episode_emma_04,Speech,lumi_01,Locale_SubScenario:snowfall_episode_emma_04_78,True,,50,50,1.0,,,lumi_01,,,,3,idle,,5,idle,
snowfall_episode_emma_04_76,80903,snowfall_episode_emma_04,Narration,Narration,Locale_SubScenario:snowfall_episode_emma_04_79,False,,50,50,1.0,,,,,,,3,idle,,5,idle,lumi_01
snowfall_episode_emma_04_77,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_80,True,,50,4,1.0,,,emma,,,,3,surprise,,,,
snowfall_episode_emma_04_78,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_81,False,,4,4,1.0,,,,,,,3,surprise,,,,
snowfall_episode_emma_04_79,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_82,True,,4,30,1.0,,,emma,,,,3,worry,,,,
snowfall_episode_emma_04_80,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_83,True,,30,30,1.0,,,emma,,,,3,worry,,,,
snowfall_episode_emma_04_81,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_84,True,,30,30,1.0,,,emma,,,,3,worry,,,,
snowfall_episode_emma_04_82,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_85,False,,30,30,1.0,,,,,,,3,worry,,,,
snowfall_episode_emma_04_83,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_86,False,,30,30,1.0,,,,,,,3,worry,,,,
snowfall_episode_emma_04_84,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_87,True,,30,3,1.0,,,emma,,,,3,surprise,,,,
snowfall_episode_emma_04_85,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_88,True,,3,3,1.0,,,emma,,,,3,worry,,,,
snowfall_episode_emma_04_86,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_89,False,,3,3,1.0,,,,,,,3,worry,,,,
snowfall_episode_emma_04_87,80903,snowfall_episode_emma_04,Self,Self,Locale_SubScenario:snowfall_episode_emma_04_90,False,,3,3,1.0,,,,,,,3,worry,,,,
snowfall_episode_emma_04_88,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_91,True,,3,3,1.0,,,emma,,,,3,idle,,,,
snowfall_episode_emma_04_89,80903,snowfall_episode_emma_04,Speech,emma,Locale_SubScenario:snowfall_episode_emma_04_92,True,,3,3,1.0,,,emma,,,,3,idle,,,,
snowfall_episode_emma_04_90,80903,snowfall_episode_emma_04,Monologue,Monologue,Locale_SubScenario:snowfall_episode_emma_04_93,False,,3,3,1.0,,,,,,,3,idle,,,,
