id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,set_filter_01,set_filter_02,play_sound,set_camera_shake
event_dirtybackyard_02_s_39,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_39,False,,5,special,,3,angry,,S_30,4,1.0,,,,,,
event_dirtybackyard_02_s_40,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_40,False,,5,idle,,3,idle,,black,black,1.0,none,,,,,
event_dirtybackyard_02_s_41,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_41,True,,5,think,,3,idle,,5,5,1.0,,,,,,
event_dirtybackyard_02_s_42,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_42,True,,5,think,,3,idle,,5,5,1.0,bgm_risk,,,,,
event_dirtybackyard_02_s_43,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_43,True,,5,worry,,3,idle,,5,50,1.0,,,,,,
event_dirtybackyard_02_s_44,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_44,True,,5,worry,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_45,40038,event_dirtybackyard_02_s,Narration,,,Locale_SubScenario:event_dirtybackyard_02_s_45,False,,5,worry,,3,idle,,13,130,0.3,,,,,,
event_dirtybackyard_02_s_46,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_46,False,,5,worry,,3,idle,,130,130,1.0,,,,,,
event_dirtybackyard_02_s_47,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_47,True,,5,worry,,3,idle,,130,13,1.0,,,,,,
event_dirtybackyard_02_s_48,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_48,False,,5,worry,,3,idle,,13,13,1.0,,,,,,
event_dirtybackyard_02_s_49,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_49,True,,5,worry,,3,idle,,13,13,1.0,,,,,,
event_dirtybackyard_02_s_50,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_50,True,,5,worry,,3,idle,,13,130,0.3,,,,,,
event_dirtybackyard_02_s_51,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_51,True,,5,worry,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_52,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_52,True,,5,worry,,3,idle,,13,13,1.0,,,,,,
event_dirtybackyard_02_s_53,40038,event_dirtybackyard_02_s,Speech,outerrimman,outerrimman,Locale_SubScenario:event_dirtybackyard_02_s_53,True,,5,worry,,3,idle,,13,130,0.3,,,,,,Low_2
event_dirtybackyard_02_s_54,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_54,False,,5,worry,,3,idle,,130,19,0.7,,,,,sfx_scn_run,
event_dirtybackyard_02_s_55,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_55,True,,5,worry,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_56,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_56,True,,5,think,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_57,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_57,True,,5,think,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_58,40038,event_dirtybackyard_02_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_s_58,False,,5,think,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_s_59,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_59,False,,5,think,,3,angry,,S_30,4,1.0,,,,,,
event_dirtybackyard_02_s_60,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_60,True,,5,think,,3,angry,,4,4,1.0,,,,,,
event_dirtybackyard_02_s_61,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_61,False,,5,think,,3,idle,,4,13,0.7,,,,,,
event_dirtybackyard_02_s_62,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_62,False,,5,think,,3,idle,,13,130,1.0,,,,,,
event_dirtybackyard_02_s_63,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_63,False,,5,think,,3,idle,,130,130,1.0,,,,,,
event_dirtybackyard_02_s_64,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_64,True,,5,think,,3,idle,,130,130,1.0,,,,,,
event_dirtybackyard_02_s_65,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_65,False,,5,think,,3,idle,,130,13,0.3,,,,,,
event_dirtybackyard_02_s_66,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_66,True,,5,think,,3,idle,,5,50,0.5,,,,,,
event_dirtybackyard_02_s_67,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_67,True,,5,think,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_68,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_68,False,,5,think,,3,idle,,13,130,1.0,,,Red,Vignetting,,
event_dirtybackyard_02_s_69,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_69,False,,5,think,,3,idle,,130,130,1.0,,,Red,Vignetting,,
event_dirtybackyard_02_s_70,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_70,False,,5,think,,3,idle,,130,13,1.0,,,Red,Vignetting,,
event_dirtybackyard_02_s_71,40038,event_dirtybackyard_02_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_s_71,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_s_72,40038,event_dirtybackyard_02_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_s_72,True,,5,think,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_s_73,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_73,True,,5,think,,3,idle,,S_30,4,1.0,,,,,,
event_dirtybackyard_02_s_74,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_74,True,,5,think,,3,idle,,4,4,1.0,,,,,,
event_dirtybackyard_02_s_75,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_75,True,,5,think,,3,idle,,4,4,1.0,,,,,,
event_dirtybackyard_02_s_76,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_76,True,,5,think,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_77,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_77,True,,5,think,,3,idle,,13,130,0.3,none,,,,,Low_2
event_dirtybackyard_02_s_78,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_78,True,,5,think,,3,idle,,130,130,1.0,,,,,,Low_2
event_dirtybackyard_02_s_79,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_79,True,,5,think,,3,idle,,13,130,0.3,,,,,,Low_2
event_dirtybackyard_02_s_80,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_80,False,,5,think,,3,idle,,130,19,0.7,bgm_enemyclose,,,,,Low_2
event_dirtybackyard_02_s_81,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_81,True,,5,think,,3,idle,,19,19,1.0,,,,,,
event_dirtybackyard_02_s_82,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_82,True,,5,think,,3,idle,,19,13,0.7,,,,,,
event_dirtybackyard_02_s_83,40038,event_dirtybackyard_02_s,Speech,happyman,happyman,Locale_SubScenario:event_dirtybackyard_02_s_83,True,,5,think,,3,idle,,13,130,0.3,,,,,,
event_dirtybackyard_02_s_84,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_84,False,,5,think,,3,idle,,130,13,0.3,,,,,sfx_scn_down,
event_dirtybackyard_02_s_85,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_85,False,,5,think,,3,idle,,black,black,1.0,,,,,,
event_dirtybackyard_02_s_86,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_86,False,,5,think,,3,idle,,black,black,1.0,,,,,,
event_dirtybackyard_02_s_87,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_87,True,,5,think,,3,idle,,5,5,1.0,,,,,,Low_2
event_dirtybackyard_02_s_88,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_88,True,,5,think,,3,idle,,5,5,1.0,,,,,,Low_2
event_dirtybackyard_02_s_89,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_89,True,,5,think,,3,idle,,5,5,1.0,,,,,,Low_2
event_dirtybackyard_02_s_90,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_90,True,,5,think,,3,idle,,5,5,1.0,,,,,,Low_2
event_dirtybackyard_02_s_91,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_91,True,,5,worry,,3,idle,,5,50,1.0,,,,,,
event_dirtybackyard_02_s_92,40038,event_dirtybackyard_02_s,Narration,,,Locale_SubScenario:event_dirtybackyard_02_s_92,False,,5,worry,,3,idle,,15,150,0.3,,,Vignetting,,sfx_scn_grab,
event_dirtybackyard_02_s_93,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_93,False,,5,worry,,3,idle,,150,150,1.0,,,Vignetting,,,
event_dirtybackyard_02_s_94,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_94,False,,5,worry,,3,idle,,black,black,1.0,,,Vignetting,,sfx_scn_grab,
event_dirtybackyard_02_s_95,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_95,True,,5,pain,,3,idle,,50,50,1.0,,,,,,Low_2
event_dirtybackyard_02_s_96,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_96,False,,5,pain,,3,idle,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_97,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_97,False,,5,pain,,3,idle,,50,50,1.0,,,Vignetting,,,
event_dirtybackyard_02_s_98,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_98,False,,5,pain,,3,idle,,black,black,1.0,,,Vignetting,,sfx_scn_rustle,
event_dirtybackyard_02_s_99,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_99,False,,5,angry,,3,idle,,black,black,1.0,,,Vignetting,,,
event_dirtybackyard_02_s_100,40038,event_dirtybackyard_02_s,Narration,,,Locale_SubScenario:event_dirtybackyard_02_s_100,False,,5,angry,,3,angry,,9,90,0.3,,,,,sfx_scn_shotgun,Low_2
event_dirtybackyard_02_s_101,40038,event_dirtybackyard_02_s,Speech,slummen,slummen,Locale_SubScenario:event_dirtybackyard_02_s_101,False,,5,angry,,3,angry,,90,9,0.3,,,,,,Low_2
event_dirtybackyard_02_s_102,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_102,False,,5,angry,,3,angry,,9,9,1.0,,,,,,
event_dirtybackyard_02_s_103,40038,event_dirtybackyard_02_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_s_103,True,,5,angry,,3,angry,,3,S_30,0.5,,,,,,
event_dirtybackyard_02_s_104,40038,event_dirtybackyard_02_s,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_02_s_104,True,,5,angry,,3,angry,,S_30,S_30,1.0,,,,,,
event_dirtybackyard_02_s_105,40038,event_dirtybackyard_02_s,Self,,,Locale_SubScenario:event_dirtybackyard_02_s_105,False,,5,worry,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_106,40038,event_dirtybackyard_02_s,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_02_s_106,True,,5,worry,,3,angry,,50,50,1.0,,,,,,
event_dirtybackyard_02_s_107,40038,event_dirtybackyard_02_s,Narration,,,Locale_SubScenario:event_dirtybackyard_02_s_107,False,,5,worry,,3,angry,,black,black,0.7,,,,,sfx_scn_car,
event_dirtybackyard_02_s_108,40038,event_dirtybackyard_02_s,Monologue,,,Locale_SubScenario:event_dirtybackyard_02_s_108,False,,5,worry,,3,angry,,black,black,1.0,,,,,,
