id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_liarsend_03_38,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_38,False,,S_300,S_300,1.0,,,soda,,,,1,angry,,3,sad,,5,sad,
event_liarsend_03_39,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_39,True,,S_300,S_30,1.0,,,soda,soda,,,1,angry,,3,sad,,5,sad,
event_liarsend_03_40,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_40,True,,S_30,10,1.0,,,ade,ade,,,1,worried,,3,sad,,5,sad,
event_liarsend_03_41,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_41,True,,XS_50,XS_50,1.0,,bgm_story_herecomestrouble,cocoa,cocoa,,,1,worried,,3,sad,,5,sad,
event_liarsend_03_42,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_42,True,,100,100,1.0,,,ade,ade,,,1,angry,,3,sad,,5,sad,
event_liarsend_03_43,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_43,False,,100,100,1.0,,,ade,,,,1,angry,,3,sad,,5,sad,
event_liarsend_03_44,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_44,True,,100,S_300,1.0,,,soda,soda,,,1,angry,,3,serious,,5,sad,
event_liarsend_03_45,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_45,True,,S_300,S_30,1.0,,,soda,soda,,,1,angry,,3,serious,,5,sad,
event_liarsend_03_46,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_46,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,angry,,3,serious,,5,surprised,
event_liarsend_03_47,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_47,True,,10,10,1.0,,,ade,ade,,,1,angry,,3,serious,,5,surprised,
event_liarsend_03_48,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_48,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,angry,,3,serious,,5,serious,
event_liarsend_03_49,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_49,True,,XS_50,XS_500,1.0,sfx_scn_pipe,,cocoa,cocoa,,,1,angry,,3,serious,,5,serious,
event_liarsend_03_50,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_50,True,,S_300,S_300,1.0,,,soda,soda,,,1,angry,,3,sad,,5,serious,
event_liarsend_03_51,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_51,False,,S_300,S_300,1.0,,,soda,,,,1,angry,,3,sad,,5,serious,
event_liarsend_03_52,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_52,False,,S_300,S_300,1.0,,,soda,,,,1,angry,,3,sad,,5,serious,
event_liarsend_03_53,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_53,True,,100,10,1.0,,,ade,ade,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_54,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_54,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_55,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_55,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_56,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_56,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_57,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_57,True,,XS_50,31,1.0,,,ade,ade,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_58,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_58,True,,31,31,1.0,,,soda,soda,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_59,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_59,True,,31,5,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_60,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_60,True,,5,5,1.0,,none,cocoa,cocoa,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_61,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_61,True,,5,XS_50,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,serious,
event_liarsend_03_62,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_62,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,delight,
event_liarsend_03_63,130004,event_liarsend_03,Monologue,Locale_SubScenario:event_liarsend_03_63,False,,black,black,1.0,sfx_scn_cuteout,,cocoa,,,,1,worried,,3,idle,,5,delight,
event_liarsend_03_64,130004,event_liarsend_03,Narration,Locale_SubScenario:event_liarsend_03_64,False,,black,black,1.0,,,cocoa,,,,1,idle,,3,idle,,5,delight,
event_liarsend_03_65,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_65,True,,XS_500,XS_50,1.0,,bgm_story_whosdumber,cocoa,cocoa,,,1,idle,,3,idle,,5,delight,
event_liarsend_03_66,130004,event_liarsend_03,Narration,Locale_SubScenario:event_liarsend_03_66,False,,XS_50,XS_50,1.0,sfx_scn_putdown,,cocoa,,,,1,idle,,3,idle,,5,delight,
event_liarsend_03_67,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_67,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,delight,
event_liarsend_03_68,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_68,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,delight,
event_liarsend_03_69,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_69,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,delight,
event_liarsend_03_70,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_70,False,,XS_50,XS_500,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_71,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_71,True,,XS_500,XS_500,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_72,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_72,False,,XS_500,XS_500,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_73,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_73,False,,XS_500,XS_500,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_74,130004,event_liarsend_03,Monologue,Locale_SubScenario:event_liarsend_03_74,False,,XS_500,XS_500,1.0,sfx_scn_silverware,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_75,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_75,False,,XS_500,XS_50,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_76,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_76,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_77,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_77,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_78,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_78,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_79,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_79,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_80,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_80,True,,XS_50,XS_500,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_81,130004,event_liarsend_03,Monologue,Locale_SubScenario:event_liarsend_03_81,False,,black,black,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_82,130004,event_liarsend_03,Narration,Locale_SubScenario:event_liarsend_03_82,False,,XS_500,XS_500,1.0,,none,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_83,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_83,False,,XS_500,XS_500,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_84,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_84,True,,XS_500,XS_50,1.0,,,cocoa,cocoa,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_85,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_85,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_86,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_86,False,,XS_50,XS_50,1.0,,bgm_story_herecomestrouble,cocoa,,,,1,idle,,3,idle,,5,sad,
event_liarsend_03_87,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_87,False,,XS_50,XS_500,0.7,,,cocoa,cocoa,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_88,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_88,False,,XS_500,XS_500,1.0,,,cocoa,,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_89,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_89,False,,XS_500,XS_500,1.0,,,cocoa,,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_90,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_90,True,,XS_500,XS_50,0.5,,,cocoa,cocoa,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_91,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_91,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_92,130004,event_liarsend_03,Narration,Locale_SubScenario:event_liarsend_03_92,False,,XS_50,XS_50,1.0,sfx_scn_handheldcute,,cocoa,,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_93,130004,event_liarsend_03,Self,Locale_SubScenario:event_liarsend_03_93,False,,XS_50,XS_50,1.0,,,cocoa,,,,1,idle,,3,idle,,5,surprised,
event_liarsend_03_94,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_94,True,,XS_50,XS_50,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,sad,
event_liarsend_03_95,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_95,True,,XS_50,5,1.0,,,cocoa,cocoa,,,1,worried,,3,sad,,5,sad,
event_liarsend_03_96,130004,event_liarsend_03,Narration,Locale_SubScenario:event_liarsend_03_96,False,,5,5,1.0,sfx_scn_down,,cocoa,,Low_2,,1,worried,,3,sad,,5,sad,cocoa
event_liarsend_03_97,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_97,True,,5,31,1.0,,,ade,ade,,,1,worried,,3,sad,,,,
event_liarsend_03_98,130004,event_liarsend_03,Speech,Locale_SubScenario:event_liarsend_03_98,True,,31,31,1.0,,,soda,soda,,,1,worried,,3,sad,,,,
