id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_coinsinrush2_04_e_39,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_39,True,,14,14,1.0,,,coinrushsecurity,coinrushsecurity,,,,,,1,idle,,13,think,,15,idle
event_coinsinrush2_04_e_40,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_40,True,,14,14,1.0,,,rouge_b,rouge_b,,,,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_41,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_41,True,,30,30,1.0,,bgm_story_tepidappleade,milk_b,milk_b,milk_b,3,surprise2,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_42,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_42,True,,30,30,1.0,,,milk_b,milk_b,,3,surprise2,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_43,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_43,True,,30,2,1.0,,,ade_b,ade_b,,3,surprise2,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_44,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_44,True,,2,2,1.0,,,ade_b,ade_b,,3,surprise2,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_45,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_45,True,,2,2,1.0,,,milk_b,milk_b,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_46,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_46,True,,2,30,1.0,,,milk_b,milk_b,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_47,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_47,False,,30,30,1.0,,,milk_b,,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_48,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_48,False,,30,30,1.0,,,milk_b,,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_49,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_49,True,,30,30,1.0,,,milk_b,milk_b,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_50,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_50,True,,30,30,1.0,,,milk_b,milk_b,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_51,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_51,False,,30,30,1.0,,,milk_b,,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_52,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_52,False,,30,30,1.0,,,milk_b,,,3,good,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_53,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_53,True,,30,30,1.0,,,milk_b,milk_b,,3,delight2,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_54,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_54,False,,30,30,1.0,,,milk_b,,,3,delight2,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_55,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_55,True,,30,30,1.0,,,milk_b,milk_b,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_56,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_56,True,,30,30,1.0,,,milk_b,milk_b,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_57,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_57,False,,30,30,1.0,,,milk_b,,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_58,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_58,False,,black,black,1.0,sfx_scn_carsignal,,,,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_59,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_59,False,,black,black,1.0,,,,,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_60,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_60,False,,90,90,1.0,sfx_scn_bikeengine,,,,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_61,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_61,False,,90,90,1.0,,,,,,3,delight,,,1,idle,,13,delight2,,15,idle
event_coinsinrush2_04_e_62,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_62,False,,black,black,1.0,sfx_scn_windowbreak,,,,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_63,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_63,False,,90,90,1.0,,,,,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_64,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_64,True,,150,1500,0.5,,,coinrushsecurity,coinrushsecurity,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_65,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_65,False,,black,black,1.0,,,,,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_66,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_66,False,,2,2,1.0,,,,,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_67,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_67,False,,2,2,1.0,,,ade_b,ade_b,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_68,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_68,False,,2,2,1.0,,,milk_b,milk_b,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_69,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_69,False,,black,black,1.0,,,,,,3,surprise3,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_70,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_70,True,,30,300,0.5,,,milk_b,milk_b,,3,angry2,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_71,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_71,True,,300,130,1.0,,,rouge_b,rouge_b,,3,angry2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_72,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_72,True,,130,130,1.0,,,rouge_b,rouge_b,,3,angry2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_73,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_73,False,,130,130,1.0,,,rouge_b,,,3,surprise2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_74,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_74,False,,130,30,1.0,,,milk_b,milk_b,,3,surprise2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_75,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_75,True,,30,300,1.0,,,milk_b,milk_b,,3,surprise2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_76,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_76,False,,300,300,1.0,,,milk_b,,,3,surprise2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_77,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_77,True,,300,300,1.0,,,milk_b,milk_b,,3,good,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_78,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_78,False,,300,300,1.0,,,milk_b,,,3,good,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_79,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_79,True,,300,300,1.0,,,milk_b,milk_b,,3,good,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_80,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_80,False,,300,300,1.0,,,milk_b,,,3,good,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_81,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_81,True,,300,30,1.0,,,milk_b,milk_b,,3,delight3,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_82,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_82,True,,30,30,1.0,,,milk_b,milk_b,,3,delight2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_83,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_83,True,,150,1500,0.5,,,coinrushsecurity,coinrushsecurity,,3,delight2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_84,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_84,False,,1,1,1.0,sfx_scn_bikerpm,,coinrushsecurity,,,3,delight2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_85,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_85,False,,black,black,1.0,,,,,,3,delight2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_86,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_86,False,,black,black,1.0,sfx_scn_bikelanding,,,,,3,delight2,,,1,surprise,,13,delight,,15,idle
event_coinsinrush2_04_e_87,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_87,False,,black,black,1.0,,none,,,,3,delight2,,,1,surprise,,13,think,,15,idle
event_coinsinrush2_04_e_88,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_88,False,,130,130,1.0,,event_bgm_mir_stage1,rouge_b,,,3,delight2,,,1,surprise,,13,think,,15,idle
event_coinsinrush2_04_e_89,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_89,False,,130,130,1.0,,,rouge_b,,,3,delight2,,,1,surprise,,13,think,,15,idle
event_coinsinrush2_04_e_90,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_90,True,,130,130,1.0,,,rouge_b,rouge_b,,3,delight2,,,1,surprise,,13,think,,15,idle
event_coinsinrush2_04_e_91,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_91,True,,130,14,1.0,,,rouge_b,rouge_b,,3,good,,,1,surprise,,13,think,,15,idle
event_coinsinrush2_04_e_92,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_92,True,,14,14,1.0,,,rouge_b,rouge_b,,3,good,,,1,surprise,,13,think,,15,idle
event_coinsinrush2_04_e_93,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_93,True,,14,14,1.0,,,rouge_b,rouge_b,,3,good,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_94,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_94,True,,14,150,1.0,,,coinrushsecurity,coinrushsecurity,,3,good,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_95,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_95,True,,150,1500,1.0,,,coinrushsecurity,coinrushsecurity,,3,good,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_96,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_96,True,,900,900,1.0,,,,meaningmaleguest,,3,good,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_97,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_97,True,,900,900,1.0,,,,meaningmaleguest,,3,good,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_98,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_98,True,,900,900,1.0,,,,dastardlymaleguest,,3,good,,,1,surprise,,13,delight2,,15,idle
event_coinsinrush2_04_e_99,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_99,False,,black,black,1.0,,,,,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_100,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_100,True,,10,100,0.5,,,ade_b,ade_b,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_101,40089,event_coinsinrush2_04_e,Self,Locale_MainScenario:event_coinsinrush2_04_e_101,False,,100,100,1.0,,,,,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_102,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_102,False,,100,100,1.0,,,,,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_103,40089,event_coinsinrush2_04_e,Speech,Locale_MainScenario:event_coinsinrush2_04_e_103,True,,100,2,1.0,,,milk_b,milk_b,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_104,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_104,False,,black,black,1.0,sfx_scn_nearrunaway,,,,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_105,40089,event_coinsinrush2_04_e,Narration,Locale_MainScenario:event_coinsinrush2_04_e_105,False,,black,black,1.0,sfx_scn_bikerpm,,,,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_106,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_106,False,,black,black,1.0,,,,,,3,good,,,1,no,,13,delight2,,15,idle
event_coinsinrush2_04_e_107,40089,event_coinsinrush2_04_e,Monologue,Locale_MainScenario:event_coinsinrush2_04_e_107,False,,black,black,1.0,,,,,,3,good,,,1,no,,13,delight2,,15,idle
