id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target,set_camera_shake
event_ce02_1_04_e_73,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_73,True,,1,idle,,3,surprise,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_300,1.0,,,,
event_ce02_1_04_e_74,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_74,True,,1,idle,,3,no,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_30,1.0,,,,
event_ce02_1_04_e_75,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_75,True,,1,idle,,3,no,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_300,1.0,,,event_ce02_1_04_e_82,Low_2
event_ce02_1_04_e_76,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_76,True,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_300,1.0,,,,
event_ce02_1_04_e_77,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_77,True,,1,idle,,3,worry,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_300,1.0,,,,
event_ce02_1_04_e_78,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_78,True,,1,idle,,3,no,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_300,1.0,,,,
event_ce02_1_04_e_79,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_79,True,,1,idle,,3,no,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_300,1.0,,,,
event_ce02_1_04_e_80,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_80,True,,1,idle,,3,no,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_30,1.0,,,,
event_ce02_1_04_e_81,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_81,True,,1,idle,,3,no,,5,worry,,13,idle,,15,idle,,17,idle,,S_30,S_300,1.0,,,event_ce02_1_04_e_82,Low_2
event_ce02_1_04_e_82,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_82,False,,1,idle,,3,idle,,5,worry,,13,idle,,15,idle,,17,idle,,S_300,S_300,1.0,,,,
event_ce02_1_04_e_83,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_83,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,S_300,53,1.0,,,,
event_ce02_1_04_e_84,40026,event_ce02_1_04_e,Self,,,Locale_SubScenario:event_ce02_1_04_e_84,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_85,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_85,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_86,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_86,True,,1,idle,,3,idle,,5,void,,13,idle,,15,idle,,17,idle,,53,53,1.0,,,,
event_ce02_1_04_e_87,40026,event_ce02_1_04_e,Narration,,,Locale_SubScenario:event_ce02_1_04_e_87,False,,1,idle,,3,idle,,5,void,,13,idle,,15,idle,,17,idle,,black,black,1.0,,sfx_scn_gunfire,,
event_ce02_1_04_e_88,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_88,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_89,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_89,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_90,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_90,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_91,40026,event_ce02_1_04_e,Monologue,,,Locale_SubScenario:event_ce02_1_04_e_91,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_92,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_92,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_93,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_93,True,,1,idle,,3,worry,,5,angry,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,,
event_ce02_1_04_e_94,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_94,True,,1,idle,,3,worry,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_95,40026,event_ce02_1_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_04_e_95,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,130,1.0,,,,
event_ce02_1_04_e_96,40026,event_ce02_1_04_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_04_e_96,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,130,130,1.0,,,,
event_ce02_1_04_e_97,40026,event_ce02_1_04_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_04_e_97,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,130,150,1.0,,,,
event_ce02_1_04_e_98,40026,event_ce02_1_04_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_04_e_98,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,150,170,1.0,,,,
event_ce02_1_04_e_99,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_99,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_100,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_100,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_101,40026,event_ce02_1_04_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_04_e_101,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,S_30,S_30,1.0,,,,
event_ce02_1_04_e_102,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_102,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_103,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_103,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_104,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_104,False,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_105,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_105,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_106,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_106,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_107,40026,event_ce02_1_04_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_04_e_107,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,
event_ce02_1_04_e_108,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_108,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
event_ce02_1_04_e_109,40026,event_ce02_1_04_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_04_e_109,True,,1,idle,,3,idle,,5,angry,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,
