id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_camera_shake,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id
event_goldencoinrush2_03_e_44,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_44,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,delight,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_45,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_45,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,delight,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_46,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_46,True,,XS_40,XS_40,1.0,,alice_b,,alice_b,,4,delight,,2,serious,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_47,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_47,True,,XS_40,S_120,1.0,,volume,,volume,,4,delight,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_48,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_48,True,,S_120,S_120,1.0,,volume,,volume,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_49,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_49,True,,S_120,S_120,1.0,,volume,,volume,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_50,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_50,True,,S_120,1,1.0,,soda_b,,soda_b,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_51,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_51,True,,1,1,1.0,,soda_b,,soda_b,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_52,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_52,True,,1,1,1.0,,soda_b,,soda_b,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_53,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_53,False,,1,1,1.0,,volume,,volume,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_54,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_54,True,,1,15,1.0,,aria,,aria,,4,idle,,2,serious,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_55,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_55,True,,15,15,1.0,,aria,,aria,,4,idle,,2,serious,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_56,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_56,True,,S_120,S_120,1.0,,volume,,volume,,4,idle,,2,serious,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_57,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_57,True,,15,15,1.0,,noise,,noise,,4,idle,,2,serious,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_58,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_58,True,,15,15,1.0,,noise,,noise,,4,idle,,2,serious,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_59,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_59,True,,15,15,1.0,,aria,,aria,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_60,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_60,True,,S_120,S_1200,1.0,,volume,,volume,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_61,40049,event_goldencoinrush2_03_e,Monologue,Locale_MainScenario:event_goldencoinrush2_03_e_61,False,,black,black,1.0,,,sfx_scn_walk,,,4,idle,,2,serious,,,12,angry,,14,idle,,16,idle,,volume,noise,aria,,
event_goldencoinrush2_03_e_62,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_62,False,,3,3,1.0,,soda_b,,soda_b,,4,idle,,2,serious,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_63,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_63,True,,3,3,1.0,,soda_b,,soda_b,,4,idle,,2,idle,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_64,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_64,True,,3,3,1.0,,alice_b,,alice_b,,4,idle,,2,idle,,,,,,,,,,,,,,,,
event_goldencoinrush2_03_e_65,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_65,True,,S_120,S_120,1.0,,volume,,volume,,4,idle,,2,idle,black,volume,12,angry,noise,14,idle,aria,16,idle,,,,,alice_b,soda_b
event_goldencoinrush2_03_e_66,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_66,True,,S_120,S_120,1.0,,volume,,volume,,,,,,,,,12,angry,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_67,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_67,True,,S_120,15,1.0,,aria,,aria,,,,,,,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_68,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_68,True,,15,15,1.0,,aria,,aria,,,,,,,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_69,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_69,True,,15,15,1.0,,noise,,noise,,,,,,,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_70,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_70,True,,15,15,1.0,,noise,,noise,,,,,,,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_71,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_71,True,,15,S_120,1.0,,volume,,volume,,,,,,,,,12,angry,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_72,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_72,True,,S_120,S_120,1.0,,volume,,volume,,,,,,,,,12,idle,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_73,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_73,True,,S_120,S_120,1.0,,volume,,volume,,,,,,,,,12,idle,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_74,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_74,True,,S_120,S_120,1.0,,volume,,volume,,,,,,,,,12,idle,,14,idle,,16,think,,,,,,
event_goldencoinrush2_03_e_75,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_75,True,,S_120,15,1.0,,aria,,aria,,,,,,,,,12,idle,,14,idle,,16,idle,,,,,,
event_goldencoinrush2_03_e_76,40049,event_goldencoinrush2_03_e,Speech,Locale_MainScenario:event_goldencoinrush2_03_e_76,True,,15,15,1.0,,noise,,noise,,,,,,,,,12,idle,,14,idle,,16,idle,,,,,,
