id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,set_camera_shake,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_ex_redash_06_1_16,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_16,False,,L_10,L_10,1.0,,,,,,,1,surprise,,,
d_ex_redash_06_1_17,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_17,False,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_18,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_18,False,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_19,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_19,False,,L_10,L_10,1.0,,,,,,,1,pain_01,,,
d_ex_redash_06_1_20,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_20,False,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_21,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_21,True,,L_10,L_100,1.0,,rapunzel_o,,,,,1,special,,,
d_ex_redash_06_1_22,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_22,False,,L_100,L_100,1.0,,rapunzel_o,,,,,1,special,,,
d_ex_redash_06_1_23,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_23,True,,L_100,1,0.5,,rapunzel_o,,,,,1,no,,,
d_ex_redash_06_1_24,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_24,True,,1,1,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_25,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_25,True,,1,1,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_26,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_26,True,,1,L_10,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_27,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_27,False,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_28,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_28,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_29,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_29,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_02,,,
d_ex_redash_06_1_30,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_30,True,,L_10,1,0.7,,rapunzel_o,,,,,1,surprise,,,
d_ex_redash_06_1_31,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_31,True,,1,1,1.0,,rapunzel_o,,,,,1,surprise,,,
d_ex_redash_06_1_32,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_32,False,,1,1,1.0,,rapunzel_o,,,,,1,surprise,,,
d_ex_redash_06_1_33,80800,d_ex_redash_06_1,Speech,tvvoice,Locale_SuddenStory:d_ex_redash_06_1_33,False,,17,170,0.3,,tvvoice,,Low_2,Blur_High,,1,pain_01,,,
d_ex_redash_06_1_34,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_34,False,,1,1,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_35,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_35,True,,1,1,1.0,,rapunzel_o,,,,,1,pain_01,,,
d_ex_redash_06_1_36,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_36,True,,1,1,1.0,,rapunzel_o,,,,,1,pain_02,,,
d_ex_redash_06_1_37,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_37,True,,1,L_10,1.0,,rapunzel_o,,,,,1,pain_02,,,
d_ex_redash_06_1_38,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_38,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_02,,,
d_ex_redash_06_1_39,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_39,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,pain_02,,,
d_ex_redash_06_1_40,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_40,False,,L_10,L_10,1.0,,,,,,,1,pain_02,,,
d_ex_redash_06_1_41,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_41,True,,L_10,L_100,1.0,,snowwhite_o,,,,,1,pain_02,snowwhite_o,3,shy
d_ex_redash_06_1_42,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_42,False,,L_100,1,0.5,,rapunzel_o,,,,,1,surprise,,3,shy
d_ex_redash_06_1_43,80800,d_ex_redash_06_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_06_1_43,False,,black,black,1.0,,,sfx_scn_remotesignal,,,,1,surprise,,3,shy
d_ex_redash_06_1_44,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_44,False,,black,black,1.0,,,,,,,1,surprise,,3,shy
d_ex_redash_06_1_45,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_45,True,,S_30,S_30,1.0,,snowwhite_o,,,,,1,surprise,,3,shy
d_ex_redash_06_1_46,80800,d_ex_redash_06_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_06_1_46,False,,black,black,1.0,,,sfx_scn_remotesignal,,,,1,angry,,3,shy
d_ex_redash_06_1_47,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_47,False,,13,130,0.3,,,,,,,1,angry,,3,shy
d_ex_redash_06_1_48,80800,d_ex_redash_06_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_06_1_48,False,,black,black,1.0,,,,,,,1,angry,,3,shy
d_ex_redash_06_1_49,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_49,False,,13,190,0.5,,,,,,,1,angry,,3,shy
d_ex_redash_06_1_50,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_50,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,think,,3,shy
d_ex_redash_06_1_51,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_51,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,think,,3,shy
d_ex_redash_06_1_52,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_52,True,,L_10,2,1.0,,snowwhite_o,,,,,1,think,,3,shy
d_ex_redash_06_1_53,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_53,True,,2,2,1.0,,rapunzel_o,,,,,1,delight,,3,shy
d_ex_redash_06_1_54,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_54,True,,2,2,1.0,,snowwhite_o,,,,,1,delight,,3,shy
d_ex_redash_06_1_55,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_55,True,,2,2,1.0,,rapunzel_o,,,,,1,delight,,3,shy
d_ex_redash_06_1_56,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_56,True,,2,2,1.0,,snowwhite_o,,,,,1,delight,,3,sad
d_ex_redash_06_1_57,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_57,True,,2,L_10,0.7,,rapunzel_o,,,,,1,delight,,3,sad
d_ex_redash_06_1_58,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_58,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,delight,,3,sad
d_ex_redash_06_1_59,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_59,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,delight,,3,sad
d_ex_redash_06_1_60,80800,d_ex_redash_06_1,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_06_1_60,True,,L_10,L_10,1.0,,rapunzel_o,,,,,1,delight,,3,sad
d_ex_redash_06_1_61,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_61,True,,L_10,2,1.0,,snowwhite_o,,,,,1,delight,,3,shy
d_ex_redash_06_1_62,80800,d_ex_redash_06_1,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_06_1_62,False,,2,2,1.0,,,,,,,1,delight,,3,shy
d_ex_redash_06_1_63,80800,d_ex_redash_06_1,Speech,snowwhite_o,Locale_SuddenStory:d_ex_redash_06_1_63,True,,2,2,1.0,,snowwhite_o,,,,,19,delight,,17,surprise
d_ex_redash_06_1_64,80800,d_ex_redash_06_1,Narration,Narration,Locale_SuddenStory:d_ex_redash_06_1_64,False,,black,black,1.0,,,sfx_scn_windowclack,,,,19,surprise,,17,surprise
