id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound
event_foolburstday_03_26,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_26,True,,53,113,1.5,,,1,idle,,13,sad,poli,poli,,3,idle,,5,no,,,,
event_foolburstday_03_27,130007,event_foolburstday_03,Self,Locale_SubScenario:event_foolburstday_03_27,False,,113,113,1.0,,,1,idle,,13,sad,poli,,,3,idle,,5,no,,,,
event_foolburstday_03_28,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_28,True,,3,S_30,1.0,,,1,idle,,13,sad,miranda,miranda,,3,idle,,5,no,,,,
event_foolburstday_03_29,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_29,True,,S_30,53,1.0,,,1,idle,,13,sad,drake,drake,,3,idle,,5,angry,,,,
event_foolburstday_03_30,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_30,True,,53,53,1.0,,,1,idle,,13,sad,miranda,miranda,,3,idle,,5,angry,,,,
event_foolburstday_03_31,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_31,False,,XS_1300,XS_130,1.0,,,1,idle,,13,angry,poli,poli,,3,idle,,5,angry,,,,
event_foolburstday_03_32,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_32,True,,XS_130,S_10,1.0,,,1,idle,,13,angry,mechashifty,mechashifty,,3,idle,,5,angry,,,,
event_foolburstday_03_33,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_33,True,,S_10,S_30,1.0,,,1,idle,,13,angry,miranda,miranda,,3,idle,,5,idle,,,,
event_foolburstday_03_34,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_34,True,,S_30,31,1.0,,,1,idle,,13,angry,mechashifty,mechashifty,,3,idle,,5,idle,,,,
event_foolburstday_03_35,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_35,True,,31,31,1.0,,,1,idle,,13,idle,miranda,miranda,,3,idle,,5,idle,,,,
event_foolburstday_03_36,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_36,True,,31,1,1.0,,,1,idle,,13,idle,mechashifty,mechashifty,,3,idle,,5,idle,,,,
event_foolburstday_03_37,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_37,True,,1,1,1.0,,,1,idle,,13,idle,mechashifty,mechashifty,,3,idle,,5,idle,,,,
event_foolburstday_03_38,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_38,True,,1,S_10,1.0,,,1,idle,,13,idle,mechashifty,mechashifty,,3,idle,,5,idle,,,,
event_foolburstday_03_39,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_39,True,,S_10,S_10,1.0,,,1,idle,,13,idle,mechashifty,mechashifty,,3,idle,,5,idle,,,,
event_foolburstday_03_40,130007,event_foolburstday_03,Self,Locale_SubScenario:event_foolburstday_03_40,False,,S_10,S_10,1.0,,,1,idle,,13,idle,mechashifty,,,3,idle,,5,idle,,,,
event_foolburstday_03_41,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_41,True,,S_1500,S_150,1.0,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,quiry,15,sad,
event_foolburstday_03_42,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_42,True,,S_150,S_150,1.0,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_43,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_43,True,,S_150,1315,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_44,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_44,True,,1315,1315,1.0,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_45,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_45,True,,1315,1315,1.0,,,1,idle,,13,angry,poli,poli,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_46,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_46,True,,1315,1315,1.0,,,1,idle,,13,angry,poli,poli,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_47,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_47,True,,1315,1315,1.0,,,1,idle,,13,angry,quiry,quiry,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_48,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_48,True,,1315,1315,1.0,,,1,idle,,13,angry,quiry,quiry,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_49,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_49,True,,1315,1315,1.0,,,1,idle,,13,angry,poli,poli,,3,idle,,5,idle,,15,sad,
event_foolburstday_03_50,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_50,True,,1315,1315,1.0,,,1,idle,,13,angry,quiry,quiry,,3,idle,,5,idle,,15,surprise,
event_foolburstday_03_51,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_51,True,,1315,1315,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,surprise,
event_foolburstday_03_52,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_52,True,,S_150,S_1500,0.7,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,15,delight,
event_foolburstday_03_53,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_53,False,,XS_1300,XS_1300,1.0,,,1,idle,,13,angry,poli,poli,,3,idle,,5,idle,,15,delight,
event_foolburstday_03_54,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_54,True,,S_1500,S_150,1.0,,,1,idle,,13,angry,quiry,quiry,,3,idle,,5,idle,,15,delight,
event_foolburstday_03_55,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_55,True,,S_150,XS_130,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,delight,
event_foolburstday_03_56,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_56,True,,XS_130,XS_1300,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,delight,
event_foolburstday_03_57,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_57,True,,S_1500,S_1500,1.0,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,15,idle,
event_foolburstday_03_58,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_58,True,,S_1500,S_1500,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,idle,
event_foolburstday_03_59,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_59,True,,S_1500,S_1500,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,idle,
event_foolburstday_03_60,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_60,True,,S_1500,S_1500,1.0,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,15,idle,
event_foolburstday_03_61,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_61,True,,S_1500,S_150,1.0,,,1,idle,,13,idle,poli,poli,,3,idle,,5,idle,,15,idle,
event_foolburstday_03_62,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_62,True,,S_150,S_150,1.0,,,1,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,15,idle,
event_foolburstday_03_63,130007,event_foolburstday_03,Narration,Locale_SubScenario:event_foolburstday_03_63,False,,black,black,1.0,,,15,idle,,13,idle,quiry,,,3,idle,,5,idle,,1,idle,sfx_scn_jaildoor
event_foolburstday_03_64,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_64,True,,S_100,S_10,1.0,,,15,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,1,sad,
event_foolburstday_03_65,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_65,True,,S_10,113,1.0,,,15,idle,,13,idle,poli,poli,,3,idle,,5,idle,,1,sad,
event_foolburstday_03_66,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_66,False,,113,113,1.0,,,15,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,1,sad,
event_foolburstday_03_67,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_67,True,,113,113,1.0,,,15,idle,,13,idle,quiry,quiry,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_68,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_68,True,,113,113,1.0,,,15,idle,,13,angry,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_69,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_69,True,,113,113,1.0,,,15,idle,,13,angry,quiry,quiry,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_70,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_70,True,,113,113,1.0,,,15,idle,,13,angry,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_71,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_71,True,,113,113,1.0,,,15,idle,,13,angry,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_72,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_72,True,,113,31,1.0,,,15,idle,,13,angry,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_73,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_73,True,,31,31,1.0,,,15,idle,,13,angry,quiry,quiry,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_74,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_74,True,,31,31,1.0,,,15,idle,,13,angry,miranda,miranda,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_75,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_75,True,,XS_1300,XS_130,1.0,,,15,idle,,13,angry,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_76,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_76,False,,XS_130,XS_130,1.0,,,15,idle,,13,angry,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_77,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_77,True,,XS_130,1315,1.0,,,15,idle,,13,sad,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_78,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_78,True,,1315,1315,1.0,,,15,idle,,13,sad,poli,poli,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_79,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_79,True,,50,500,1.0,,,15,idle,,13,sad,drake,drake,,3,idle,,5,idle,,1,surprise,
event_foolburstday_03_80,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_80,True,,XS_130,XS_1300,0.5,,,15,idle,,13,angry,poli,poli,,3,idle,,5,no,,1,surprise,
event_foolburstday_03_81,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_81,True,,50,500,0.5,,,15,idle,,13,angry,drake,drake,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_82,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_82,True,,XS_1300,XS_1300,1.0,,,15,idle,,13,idle,poli,poli,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_83,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_83,True,,XS_1300,XS_130,1.0,,,15,idle,,13,idle,poli,poli,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_84,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_84,True,,XS_130,1315,1.0,,,15,idle,,13,idle,mechashifty,mechashifty,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_85,130007,event_foolburstday_03,Self,Locale_SubScenario:event_foolburstday_03_85,False,,1315,1315,1.0,,,15,idle,,13,idle,mechashifty,,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_86,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_86,True,,1315,13,1.0,,,15,idle,,13,sad,poli,poli,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_87,130007,event_foolburstday_03,Speech,Locale_SubScenario:event_foolburstday_03_87,True,,13,XS_130,1.0,,,15,idle,,13,sad,poli,poli,,3,idle,,5,angry,,1,surprise,
event_foolburstday_03_88,130007,event_foolburstday_03,Self,Locale_SubScenario:event_foolburstday_03_88,False,,XS_130,XS_130,1.0,,,15,idle,,13,sad,poli,,,3,idle,,5,angry,,1,surprise,
