id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/2/hide_char_id,fade
event_redash2_04_s_19,40032,event_redash2_04_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_04_s_19,False,,3,idle,,5,no,,1,think,,13,idle,,15,sad,,17,think,,31,31,1.0,,,,,,
event_redash2_04_s_20,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_20,True,,3,idle,,5,no,,1,think,,13,idle,,15,sad,,17,think,,31,31,1.0,,,,,,
event_redash2_04_s_21,40032,event_redash2_04_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_04_s_21,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,31,10,1.0,,,,,,
event_redash2_04_s_22,40032,event_redash2_04_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_04_s_22,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,10,10,1.0,,,,,,
event_redash2_04_s_23,40032,event_redash2_04_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_04_s_23,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,10,10,1.0,,,,,,
event_redash2_04_s_24,40032,event_redash2_04_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_04_s_24,True,,3,idle,,5,no,,1,idle,,13,think,,15,sad,,17,think,,10,113,1.0,,,,,,
event_redash2_04_s_25,40032,event_redash2_04_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_04_s_25,True,,3,idle,,5,no,,1,idle,,13,think,,15,sad,,17,think,,113,113,1.0,,,,,,
event_redash2_04_s_26,40032,event_redash2_04_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_04_s_26,True,,3,idle,,5,no,,1,idle,,13,think,,15,sad,,17,think,,113,113,1.0,,,,,,
event_redash2_04_s_27,40032,event_redash2_04_s,Speech,dorothy,dorothy,Locale_MainScenario:event_redash2_04_s_27,True,,3,idle,,5,no,,1,idle,,13,think,,15,sad,,17,think,,113,113,1.0,,,,,,
event_redash2_04_s_28,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_28,True,,3,think,,5,no,,1,idle,,13,think,,15,sad,,17,think,,30,30,1.0,,,,,,
event_redash2_04_s_29,40032,event_redash2_04_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_04_s_29,True,,3,think,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,130,130,1.0,,,,,,
event_redash2_04_s_30,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_30,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,30,30,1.0,,,,,,
event_redash2_04_s_31,40032,event_redash2_04_s,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_04_s_31,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,130,130,1.0,,,,,,
event_redash2_04_s_32,40032,event_redash2_04_s,Speech,commander,commander,Locale_MainScenario:event_redash2_04_s_32,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,L_50,L_50,1.0,,,,,,
event_redash2_04_s_33,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_33,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,L_50,30,1.0,,,,,,
event_redash2_04_s_34,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_34,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,30,30,1.0,,,,,,
event_redash2_04_s_35,40032,event_redash2_04_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_04_s_35,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,S_150,S_150,1.0,,,,,,
event_redash2_04_s_36,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_36,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,30,30,1.0,,,,,,
event_redash2_04_s_37,40032,event_redash2_04_s,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_04_s_37,True,,3,idle,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,S_150,S_150,1.0,,,,,,
event_redash2_04_s_38,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_38,True,,3,delight,,5,no,,1,idle,,13,idle,,15,sad,,17,think,,30,300,1.0,,hongryeon_o,snowwhite_o,rapunzel_o,,
event_redash2_04_s_39,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_39,True,,3,think,,5,no,,1,idle,,,,,,,,,,TechIndoor,300,300,1.0,,,,,dorothy,black
event_redash2_04_s_40,40032,event_redash2_04_s,Speech,commander,commander,Locale_MainScenario:event_redash2_04_s_40,True,,3,think,,5,no,,,idle,,,,,,,,,,,300,53,2.0,,,,,,
event_redash2_04_s_41,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_41,True,,3,think,,5,no,,,idle,,,,,,,,,,,53,53,1.0,,,,,,
event_redash2_04_s_42,40032,event_redash2_04_s,Speech,commander,commander,Locale_MainScenario:event_redash2_04_s_42,True,,3,think,,5,no,,,idle,,,,,,,,,,,53,53,1.0,,,,,,
event_redash2_04_s_43,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_43,True,,3,idle,,5,no,,,idle,,,,,,,,,,,53,30,1.0,,,,,,
event_redash2_04_s_44,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_44,True,,3,think,,5,no,,,idle,,,,,,,,,,,30,30,1.0,,,,,,
event_redash2_04_s_45,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_45,True,,3,think,,5,no,,,idle,,,,,,,,,,,30,300,1.0,,,,,,
event_redash2_04_s_46,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_46,False,,3,think,,5,no,,,idle,,,,,,,,,,,300,300,1.0,,,,,,
event_redash2_04_s_47,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_47,True,,3,idle,,5,no,,,idle,,,,,,,,,,,300,300,1.0,,,,,,
event_redash2_04_s_48,40032,event_redash2_04_s,Speech,commander,commander,Locale_MainScenario:event_redash2_04_s_48,True,,3,idle,,5,no,,,idle,,,,,,,,,,,300,53,2.0,,,,,,
event_redash2_04_s_49,40032,event_redash2_04_s,Speech,commander,commander,Locale_MainScenario:event_redash2_04_s_49,True,,3,idle,,5,no,,,idle,,,,,,,,,,,53,53,1.0,,,,,,
event_redash2_04_s_50,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_50,True,,3,idle,,5,no,,,idle,,,,,,,,,,,53,53,1.0,,,,,,
event_redash2_04_s_51,40032,event_redash2_04_s,Speech,liliweiss,liliweiss,Locale_MainScenario:event_redash2_04_s_51,True,,3,idle,,5,no,,,idle,,,,,,,,,,,53,53,1.0,,,,,,
