id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce006_3_02_s_11,40080,event_ce006_3_02_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_02_s_11,True,,1,1,1.0,,,Grey,bunkerchild,,,,,,,
event_ce006_3_02_s_12,40080,event_ce006_3_02_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_02_s_12,True,,1,1,1.0,,,Grey,bunkerchild,,,,,,,
event_ce006_3_02_s_13,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_13,True,,1,1,1.0,,,Grey,middlehermin,,,,,,,
event_ce006_3_02_s_14,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_14,True,,1,1,1.0,,,Grey,middlehermin,,,,,,,
event_ce006_3_02_s_15,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_15,True,,1,1,1.0,,,Grey,middlehermin,,,,,,,
event_ce006_3_02_s_16,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_16,True,,1,1,1.0,,,Grey,middlehermin,,,,,,,
event_ce006_3_02_s_17,40080,event_ce006_3_02_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_02_s_17,True,,1,1,1.0,,,Grey,bunkerchild,,,,,,,
event_ce006_3_02_s_18,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_18,True,,1,1,1.0,,,Grey,middlehermin,,,,,,,
event_ce006_3_02_s_19,40080,event_ce006_3_02_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_02_s_19,True,,1,1,1.0,,,Grey,bunkerchild,,,,,,,
event_ce006_3_02_s_20,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_20,True,,1,1,1.0,,,Grey,middlehermin,,,,,,,
event_ce006_3_02_s_21,40080,event_ce006_3_02_s,Speech,bunkerchild,Locale_MainScenario:event_ce006_3_02_s_21,True,,1,1,1.0,,,Grey,bunkerchild,,,,,,,
event_ce006_3_02_s_22,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_22,True,,1,1,1.0,,none,Grey,com,com,1,idle,black,,,
event_ce006_3_02_s_23,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_23,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_24,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_24,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_25,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_25,True,,1,1,1.0,,,Grey,middlehermin,,1,idle,,,,
event_ce006_3_02_s_26,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_26,True,,1,1,1.0,,,Grey,middlehermin,,1,idle,,,,
event_ce006_3_02_s_27,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_27,False,,1,1,1.0,,collab_bgm_sb_field_floodedcs_inst,Grey,middlehermin,,1,idle,,,,
event_ce006_3_02_s_28,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_28,True,,1,1,1.0,,,Grey,middlehermin,,1,idle,,,,
event_ce006_3_02_s_29,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_29,False,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_30,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_30,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_31,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_31,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_32,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_32,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_33,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_33,True,,1,1,1.0,,,Grey,middlehermin,,1,idle,,,,
event_ce006_3_02_s_34,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_34,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_35,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_35,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_36,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_36,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_37,40080,event_ce006_3_02_s,Speech,middlehermin,Locale_MainScenario:event_ce006_3_02_s_37,False,,1,1,1.0,,,Grey,middlehermin,,1,idle,,,,
event_ce006_3_02_s_38,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_38,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_39,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_39,True,,1,1,1.0,,,Grey,com,,1,idle,,,,
event_ce006_3_02_s_40,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_40,True,Desert_03,2,2,1.0,,,,ce006_02,,1,idle,black,ce006_02,3,smile
event_ce006_3_02_s_41,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_41,False,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_42,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_42,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_43,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_43,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_44,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_44,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,delight
event_ce006_3_02_s_45,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_45,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,idle
event_ce006_3_02_s_46,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_46,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,idle
event_ce006_3_02_s_47,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_47,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,idle
event_ce006_3_02_s_48,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_48,True,,2,2,1.0,,,,com,,1,idle,,,3,idle
event_ce006_3_02_s_49,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_49,True,,2,2,1.0,,,,com,,1,idle,,,3,idle
event_ce006_3_02_s_50,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_50,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,no
event_ce006_3_02_s_51,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_51,True,,2,2,1.0,,,,com,,1,idle,,,3,no
event_ce006_3_02_s_52,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_52,True,,2,2,1.0,,,,com,,1,idle,,,3,no
event_ce006_3_02_s_53,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_53,True,,2,2,1.0,,,,com,,1,idle,,,3,no
event_ce006_3_02_s_54,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_54,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,smile
event_ce006_3_02_s_55,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_55,True,,2,2,1.3,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_56,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_56,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_57,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_57,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_58,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_58,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_59,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_59,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,smile
event_ce006_3_02_s_60,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_60,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_61,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_61,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,smile
event_ce006_3_02_s_62,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_62,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,smile
event_ce006_3_02_s_63,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_63,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_64,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_64,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_65,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_65,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_66,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_66,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_67,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_67,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,smile
event_ce006_3_02_s_68,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_68,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_69,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_69,True,,2,2,1.0,,,,com,,1,idle,,,3,smile
event_ce006_3_02_s_70,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_70,False,,2,2,1.0,,,,ce006_02,,1,idle,,,3,no
event_ce006_3_02_s_71,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_71,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,no
event_ce006_3_02_s_72,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_72,True,,2,2,1.0,,,,com,,1,idle,,,3,no
event_ce006_3_02_s_73,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_73,True,,2,2,1.0,,,,ce006_02,,1,idle,,,3,no
event_ce006_3_02_s_74,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_74,True,,2,2,1.0,,,,com,,1,idle,,,3,no
event_ce006_3_02_s_75,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_75,False,,2,30,1.3,,,,ce006_02,,1,idle,,,3,no
event_ce006_3_02_s_76,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_76,True,,30,30,1.0,,,,ce006_02,,1,idle,,,3,idle
event_ce006_3_02_s_77,40080,event_ce006_3_02_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_02_s_77,True,,30,30,1.0,,,,ce006_02,,1,idle,,,3,idle
event_ce006_3_02_s_78,40080,event_ce006_3_02_s,Speech,com,Locale_MainScenario:event_ce006_3_02_s_78,True,,30,10,1.3,,,,com,,1,idle,,,3,idle
