id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_bluewaterisland1_01_s_15,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_15,True,,70,70,1.0,,,,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_16,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_16,True,,70,70,1.0,,,,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_17,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_17,True,,70,70,1.0,,,,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_18,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_18,True,,70,70,1.0,,,,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_19,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_19,True,,70,70,1.0,,,,,7,think,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_20,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_20,True,,S_50,S_50,1.0,,,,,7,idle,,5,worry,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_21,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_21,False,,30,30,1.0,,,,,7,idle,,5,worry,,3,void,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_22,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_22,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_23,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_23,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_24,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_24,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_25,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_25,True,,30,3,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_26,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_26,False,,3,5,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_27,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_27,False,,5,7,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_28,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_28,False,,7,7,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_29,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_29,False,,7,7,1.0,,,,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_30,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_30,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,no,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_31,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_31,True,,30,S_50,1.0,,,,,7,idle,,5,surprise,,3,no,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_32,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_32,True,,S_50,70,1.0,,,,,7,no,,5,surprise,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_33,40020,event_bluewaterisland1_01_s,Speech,rapi,rapi,Locale_SubScenario:event_bluewaterisland1_01_s_33,True,,70,70,1.0,,,,,7,no,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_34,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_34,False,,70,70,1.0,,,,,7,no,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_35,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_35,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_36,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_36,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,worry,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_37,40020,event_bluewaterisland1_01_s,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_01_s_37,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,void,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_38,40020,event_bluewaterisland1_01_s,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_01_s_38,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,void,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_39,40020,event_bluewaterisland1_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_01_s_39,False,,black,black,1.0,,,sfx_scn_autodooropen,,7,idle,,5,idle,,3,void,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_40,40020,event_bluewaterisland1_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_01_s_40,False,,black,black,1.0,,,sfx_scn_solidtablehit,,7,idle,,5,idle,,3,idle,,,,,,,,,,,,,,,
event_bluewaterisland1_01_s_41,40020,event_bluewaterisland1_01_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_01_s_41,False,,4,1,1.0,,,,,7,idle,,5,idle,,3,idle,liter,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_42,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_42,True,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,delight,,,,,,,,,,,,
event_bluewaterisland1_01_s_43,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_43,False,,1,1,1.0,,,,,7,idle,,5,idle,,3,idle,,1,delight,,,,,,,,,,,,
event_bluewaterisland1_01_s_44,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_44,True,,1,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_45,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_45,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_46,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_46,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_47,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_47,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_48,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_48,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_49,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_49,True,,XS_10,2,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_50,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_50,True,,2,2,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_51,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_51,True,,2,2,1.0,,,,,7,idle,,5,idle,,3,delight,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_52,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_52,True,,2,2,1.0,,,,,7,idle,,5,idle,,3,delight,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_53,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_53,True,,2,2,1.0,,,,,7,idle,,5,idle,,3,worry,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_54,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_54,True,,2,2,1.0,,,,,7,idle,,5,idle,,3,worry,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_55,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_55,False,,2,2,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_56,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_56,False,,2,2,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_57,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_57,True,,2,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_58,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_58,False,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_59,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_59,False,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,,,,,,,,,,,
event_bluewaterisland1_01_s_60,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_60,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,sorrow,,,,,,,,,,,,
event_bluewaterisland1_01_s_61,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_61,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,sorrow,,,,,,,,,,,,
event_bluewaterisland1_01_s_62,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_62,False,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,sorrow,,,,,,,,,,,,
event_bluewaterisland1_01_s_63,40020,event_bluewaterisland1_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_01_s_63,False,,black,black,1.0,none,,sfx_scn_autodooropen,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,,,,,,,
event_bluewaterisland1_01_s_64,40020,event_bluewaterisland1_01_s,Speech,frima,frima,Locale_SubScenario:event_bluewaterisland1_01_s_64,True,,1,14,1.0,bgm_story_whosdumber,,,,7,idle,,5,idle,,3,idle,,1,idle,frima,13,idle,sugar,15,idle,,,,,,
event_bluewaterisland1_01_s_65,40020,event_bluewaterisland1_01_s,Speech,frima,frima,Locale_SubScenario:event_bluewaterisland1_01_s_65,True,,14,14,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,
event_bluewaterisland1_01_s_66,40020,event_bluewaterisland1_01_s,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_01_s_66,True,,14,14,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,,,,,
event_bluewaterisland1_01_s_67,40020,event_bluewaterisland1_01_s,Speech,sugar,sugar,Locale_SubScenario:event_bluewaterisland1_01_s_67,True,,14,14,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,pepper,17,idle,mary,19,idle
event_bluewaterisland1_01_s_68,40020,event_bluewaterisland1_01_s,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland1_01_s_68,True,,14,18,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle
event_bluewaterisland1_01_s_69,40020,event_bluewaterisland1_01_s,Speech,mary,mary,Locale_SubScenario:event_bluewaterisland1_01_s_69,True,,18,18,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,19,worry
event_bluewaterisland1_01_s_70,40020,event_bluewaterisland1_01_s,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland1_01_s_70,True,,18,18,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,worry
event_bluewaterisland1_01_s_71,40020,event_bluewaterisland1_01_s,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland1_01_s_71,True,,18,18,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,angry,,19,worry
event_bluewaterisland1_01_s_72,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_72,False,,30,30,1.0,,,,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_73,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_73,False,,30,30,1.0,,,,,7,idle,,5,idle,,3,no,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_74,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_74,True,,30,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,sorrow,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_75,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_75,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,sorrow,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_76,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_76,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_77,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_77,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,no,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_78,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_78,True,,XS_10,XS_100,1.0,,,,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_79,40020,event_bluewaterisland1_01_s,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland1_01_s_79,True,,XS_100,volt,1.0,,,sfx_scn_bowwow,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_80,40020,event_bluewaterisland1_01_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_01_s_80,False,,volt,volt,1.0,,,,,7,idle,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_81,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_81,False,,volt,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_82,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_82,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_83,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_83,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_84,40020,event_bluewaterisland1_01_s,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland1_01_s_84,True,,XS_10,volt,1.0,,,sfx_scn_bowwow,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_85,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_85,False,,volt,volt,1.0,,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_86,40020,event_bluewaterisland1_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_01_s_86,False,,volt,volt,1.0,,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_87,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_87,True,,volt,XS_10,0.3,,,,,7,idle,,5,idle,,3,idle,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_88,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_88,False,,XS_10,30,2.0,,,,,7,idle,,5,idle,,3,void,,1,surprise,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_89,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_89,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_90,40020,event_bluewaterisland1_01_s,Speech,anis,anis,Locale_SubScenario:event_bluewaterisland1_01_s_90,True,,30,30,1.0,,,,,7,idle,,5,idle,,3,delight,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_91,40020,event_bluewaterisland1_01_s,Speech,pepper,pepper,Locale_SubScenario:event_bluewaterisland1_01_s_91,True,,XS_170,XS_170,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle
event_bluewaterisland1_01_s_92,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_92,True,,S_50,S_50,1.0,,,,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,19,idle
event_bluewaterisland1_01_s_93,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_93,True,,S_50,S_50,1.0,,,,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_94,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_94,True,,S_50,S_50,1.0,,,,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_95,40020,event_bluewaterisland1_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_01_s_95,False,,black,black,1.0,,,sfx_scn_rustle,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_96,40020,event_bluewaterisland1_01_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_01_s_96,False,,black,black,1.0,,,,,7,idle,,5,delight,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_97,40020,event_bluewaterisland1_01_s,Speech,neon,neon,Locale_SubScenario:event_bluewaterisland1_01_s_97,True,,S_50,5,0.3,,,,,7,idle,,5,no,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_98,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_98,True,,XS_10,XS_10,1.0,,,,,7,idle,,5,no,,3,idle,,1,no,,13,idle,,15,idle,,17,idle,,19,idle
event_bluewaterisland1_01_s_99,40020,event_bluewaterisland1_01_s,Speech,liter,liter,Locale_SubScenario:event_bluewaterisland1_01_s_99,True,,XS_10,XS_100,2.0,,,,,7,idle,,5,no,,3,idle,,1,delight,,13,idle,,15,idle,,17,idle,,19,idle
