id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/1/hide_char_id
event_unbreakablesphere1_03_s_39,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_39,True,,1,delight,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_40,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_40,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_41,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_41,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_42,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_42,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_43,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_43,True,,1,surprise,,3,think,,L_10,L_100,0.5,,,
event_unbreakablesphere1_03_s_44,40075,event_unbreakablesphere1_03_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_03_s_44,False,,1,delight,,3,think,,black,black,1.0,,,
event_unbreakablesphere1_03_s_45,40075,event_unbreakablesphere1_03_s,Narration,littlemermaid,,Locale_MainScenario:event_unbreakablesphere1_03_s_45,False,,1,delight,,3,shy_02,,black,black,1.0,,sfx_scn_magicbubbletouch_2,
event_unbreakablesphere1_03_s_46,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_46,False,,1,delight,,3,shy_02,,S_300,S_30,1.0,,,
event_unbreakablesphere1_03_s_47,40075,event_unbreakablesphere1_03_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_s_47,False,,1,delight,,3,shy_02,,S_30,S_30,1.0,,,
event_unbreakablesphere1_03_s_48,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_48,True,,1,delight,,3,shy_02,,S_30,S_30,1.0,,,
event_unbreakablesphere1_03_s_49,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_49,True,,1,delight,,3,shy_02,,S_30,31,1.0,,,
event_unbreakablesphere1_03_s_50,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_50,True,,1,delight,,3,shy_02,,31,31,1.0,,,
event_unbreakablesphere1_03_s_51,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_51,False,,1,delight,,3,shy_02,,31,31,1.0,,,
event_unbreakablesphere1_03_s_52,40075,event_unbreakablesphere1_03_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_s_52,False,,1,delight,,3,shy_02,,31,31,1.0,,,
event_unbreakablesphere1_03_s_53,40075,event_unbreakablesphere1_03_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_s_53,False,,1,delight,,3,shy_02,,31,31,1.0,,,
event_unbreakablesphere1_03_s_54,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_54,True,,1,delight,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_55,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_55,True,,1,delight,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_56,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_56,True,,1,delight,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_57,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_57,True,,1,delight,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_58,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_58,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_59,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_59,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_60,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_60,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_61,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_61,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_62,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_62,True,,1,surprise,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_63,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_63,True,,1,idle,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_64,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_64,True,,1,idle,,3,think,,31,31,1.0,,,
event_unbreakablesphere1_03_s_65,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_65,True,,1,idle,,3,idle,,S_30,S_300,1.0,,,
event_unbreakablesphere1_03_s_66,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_66,True,,1,idle,,3,idle,,S_300,S_300,1.0,,,
event_unbreakablesphere1_03_s_67,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_67,True,,1,idle,,3,idle,,S_300,S_300,1.0,,,
event_unbreakablesphere1_03_s_68,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_68,True,,1,idle,,3,idle,,S_300,S_300,1.0,,,
event_unbreakablesphere1_03_s_69,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_69,True,,1,think,,3,idle,,L_100,L_100,1.0,,,
event_unbreakablesphere1_03_s_70,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_70,True,,1,think,,3,idle,,L_100,L_100,1.0,,,
event_unbreakablesphere1_03_s_71,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_71,True,,1,think,,3,idle,,S_300,S_30,0.5,,,
event_unbreakablesphere1_03_s_72,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_72,True,,1,think,,3,idle,,S_30,S_30,1.0,,,
event_unbreakablesphere1_03_s_73,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_73,True,,1,think,,3,idle,,S_30,S_30,1.0,,,
event_unbreakablesphere1_03_s_74,40075,event_unbreakablesphere1_03_s,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_03_s_74,True,,1,think,,3,idle,,S_30,S_30,1.0,,,
event_unbreakablesphere1_03_s_75,40075,event_unbreakablesphere1_03_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_s_75,False,,1,think,,3,idle,,black,black,1.0,,sfx_scn_grab,
event_unbreakablesphere1_03_s_76,40075,event_unbreakablesphere1_03_s,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_03_s_76,False,,1,think,,3,idle,,black,black,1.0,,,mori
event_unbreakablesphere1_03_s_77,40075,event_unbreakablesphere1_03_s,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_03_s_77,True,,1,surprise,,,,,L_10,L_100,1.0,,,
