id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,play_sound,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_lastkingdom1_01_s_55,40045,event_lastkingdom1_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_s_55,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,surprise,
event_lastkingdom1_01_s_56,40045,event_lastkingdom1_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_s_56,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,surprise,
event_lastkingdom1_01_s_57,40045,event_lastkingdom1_01_s,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom1_01_s_57,False,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,idle,
event_lastkingdom1_01_s_58,40045,event_lastkingdom1_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_s_58,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,idle,
event_lastkingdom1_01_s_59,40045,event_lastkingdom1_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_s_59,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,idle,
event_lastkingdom1_01_s_60,40045,event_lastkingdom1_01_s,Speech,kilo_op_c,kilo_op_c,Locale_MainScenario:event_lastkingdom1_01_s_60,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,idle,
event_lastkingdom1_01_s_61,40045,event_lastkingdom1_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_s_61,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,,,OP_kilo,idle,
event_lastkingdom1_01_s_62,40045,event_lastkingdom1_01_s,Speech,talos,talos,Locale_MainScenario:event_lastkingdom1_01_s_62,True,,,,,3,idle,,,,,,,,3,3,1.0,,,,,sfx_scn_mechasleepmode,,OP_kilo,idle,
event_lastkingdom1_01_s_63,40045,event_lastkingdom1_01_s,Narration,talos,,Locale_MainScenario:event_lastkingdom1_01_s_63,False,kilo,1,idle,,5,idle,chime,13,idle,crown,15,idle,,black,black,1.0,,,,,sfx_scn_mechhatchopen,,OP_kilo,idle,kilo_op_c
event_lastkingdom1_01_s_64,40045,event_lastkingdom1_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_s_64,False,,1,idle,,5,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,
event_lastkingdom1_01_s_65,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_65,True,,1,idle,,5,idle,,13,idle,,15,idle,,150,150,1.0,,,,,,,,,
event_lastkingdom1_01_s_66,40045,event_lastkingdom1_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_s_66,True,,1,idle,,5,idle,,13,idle,,15,idle,,S_10,S_10,1.0,,,,,,,,,
event_lastkingdom1_01_s_67,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_67,True,,1,idle,,5,idle,,13,shy,,15,idle,,S_10,113,1.0,,,,,,,,,
event_lastkingdom1_01_s_68,40045,event_lastkingdom1_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_s_68,True,,1,idle,,5,idle,,13,shy,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_01_s_69,40045,event_lastkingdom1_01_s,Narration,kilo,,Locale_MainScenario:event_lastkingdom1_01_s_69,False,,1,idle,,5,idle,,13,shy,,15,idle,,113,113,1.0,,,,,sfx_scn_hungry,,,,
event_lastkingdom1_01_s_70,40045,event_lastkingdom1_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_s_70,False,,1,shy,,5,idle,,13,angry,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_01_s_71,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_71,True,,1,shy,,5,idle,,13,angry,,15,idle,,113,113,1.0,,,,,,,,,
event_lastkingdom1_01_s_72,40045,event_lastkingdom1_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_s_72,True,,1,shy,,5,idle,,13,angry,,15,idle,,113,S_10,1.0,,,,,,,,,
event_lastkingdom1_01_s_73,40045,event_lastkingdom1_01_s,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom1_01_s_73,True,,1,shy,,5,idle,,13,angry,,15,idle,,S_10,S_10,1.0,,,,,,,,,
event_lastkingdom1_01_s_74,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_74,True,,1,shy,,5,idle,,13,angry,,15,idle,,150,150,1.0,,,,,,,,,
event_lastkingdom1_01_s_75,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_75,True,,1,shy,,5,idle,,13,angry,,15,idle,,150,150,1.0,,,,,,,,,
event_lastkingdom1_01_s_76,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_76,True,,1,idle,,5,idle,,13,special,,15,idle,,150,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_77,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_77,True,,1,idle,,5,idle,,13,special,,15,think,,1315,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_78,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_78,True,,1,idle,,5,idle,,13,special,,15,think,,1315,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_79,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_79,True,,1,idle,,5,idle,,13,special,,15,idle,,1315,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_80,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_80,True,,1,idle,,5,idle,,13,void,,15,idle,,1315,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_81,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_81,True,,1,idle,,5,idle,,13,void,,15,idle,,1315,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_82,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_82,True,,1,idle,,5,idle,,13,void,,15,idle,,1315,1315,1.0,,,,,,,,,
event_lastkingdom1_01_s_83,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_83,True,,1,idle,,5,idle,,13,sad,,15,idle,,1315,XXS_130,1.0,,,,,,,,,
event_lastkingdom1_01_s_84,40045,event_lastkingdom1_01_s,Speech,chime,chime,Locale_MainScenario:event_lastkingdom1_01_s_84,True,,1,idle,,5,idle,,13,sad,,15,idle,,XXS_130,XXS_1300,0.5,none,,,,,,,,
event_lastkingdom1_01_s_85,40045,event_lastkingdom1_01_s,Speech,crown,crown,Locale_MainScenario:event_lastkingdom1_01_s_85,False,,1,idle,,5,idle,,13,sad,,15,angry,,150,1500,0.5,,,,,,,,,
