id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,fade,characters/1/hide_char_id,characters/2/hide_char_id
event_jinxplayer_02_e_16,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_16,False,,3,think,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_17,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_17,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_18,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_18,False,,3,think,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_19,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_19,True,,3,sad,,30,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_20,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_20,True,,3,sad,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_21,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_21,True,,3,sad,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_22,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_22,True,,3,sad,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_23,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_23,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_24,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_24,False,,3,think,,3,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_25,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_25,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_26,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_26,True,,3,sad,,3,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_27,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_27,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_28,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_28,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_29,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_29,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_30,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_30,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_31,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_31,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_32,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_32,True,,3,sad,,30,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_33,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_33,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_34,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_34,True,,3,think,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_35,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_35,True,,3,think,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_36,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_36,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_37,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_37,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_38,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_38,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_39,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_39,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_40,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_40,True,,3,pain,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_41,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_41,True,,3,pain,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_42,40058,event_jinxplayer_02_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_02_e_42,False,,3,pain,,300,300,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_43,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_43,False,,3,pain,,300,300,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_44,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_44,True,,3,pain,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_45,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_45,False,,3,pain,,300,300,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_46,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_46,False,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_47,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_47,False,,3,sad,,300,300,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_48,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_48,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_49,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_49,True,,3,sad,,300,300,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_50,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_50,True,,3,think,,300,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_51,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_51,False,,3,think,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_52,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_52,False,,3,think,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_53,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_53,True,,3,surprise,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_54,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_54,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_55,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_55,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_56,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_56,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_57,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_57,False,,3,sad,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_58,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_58,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_59,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_59,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_60,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_60,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_61,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_61,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_62,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_62,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_63,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_63,True,,3,sad,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_64,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_64,False,,3,sad,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_65,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_65,True,,3,surprise,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_66,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_66,False,,3,surprise,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_67,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_67,True,,3,surprise,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_68,40058,event_jinxplayer_02_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_02_e_68,False,,3,surprise,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_69,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_69,False,,3,surprise,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_70,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_70,False,,3,surprise,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_71,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_71,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_72,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_72,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_73,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_73,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_74,40058,event_jinxplayer_02_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_02_e_74,False,,3,think,,30,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_75,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_75,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_76,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_76,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_77,40058,event_jinxplayer_02_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_02_e_77,False,,3,think,,15,150,0.3,,,sfx_scn_coin,,,,,,,,,,,,
event_jinxplayer_02_e_78,40058,event_jinxplayer_02_e,Narration,Narration,Locale_SubScenario:event_jinxplayer_02_e_78,False,,3,think,,150,15,0.3,,,sfx_scn_clap,,,,,,,,,,,,
event_jinxplayer_02_e_79,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_79,False,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_80,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_80,False,,3,think,,3,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_81,40058,event_jinxplayer_02_e,Monologue,Monologue,Locale_SubScenario:event_jinxplayer_02_e_81,False,,3,think,,3,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_82,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_82,True,,3,idle,,3,30,0.3,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_83,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_83,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_84,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_84,False,,3,idle,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_85,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_85,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_86,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_86,True,,3,sad,,30,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_87,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_87,True,,3,sad,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_88,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_88,False,,3,sad,,3,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_89,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_89,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_90,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_90,False,,3,think,,3,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_91,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_91,False,,3,think,,3,3,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_92,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_92,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_93,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_93,True,,3,think,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_94,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_94,True,,3,sad,,3,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_95,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_95,True,,3,sad,,30,30,1.0,none,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_96,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_96,False,,3,sad,,30,30,1.0,bgm_story_epicjazzymoods,,,,,,,,,,,,,,
event_jinxplayer_02_e_97,40058,event_jinxplayer_02_e,Choice,,Locale_SubScenario:event_jinxplayer_02_e_97,False,,3,sad,,30,30,1.0,,,,event_jinxplayer_02_e_99,,,,,,,,,,,
event_jinxplayer_02_e_98,40058,event_jinxplayer_02_e,Choice,,Locale_SubScenario:event_jinxplayer_02_e_98,False,,3,sad,,30,30,1.0,,,,event_jinxplayer_02_e_99,,,,,,,,,,,
event_jinxplayer_02_e_99,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_99,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_100,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_100,True,,3,delight,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_101,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_101,True,,3,delight,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_102,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_102,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_103,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_103,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_104,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_104,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_105,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_105,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_106,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_106,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_107,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_107,False,,3,think,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_108,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_108,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_109,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_109,False,,3,idle,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_110,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_110,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_111,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_111,False,,3,idle,CommanderRoom,6,6,1.0,,noir,,,rouge,noir,7,idle,blanc,5,think,Grey,black,,
event_jinxplayer_02_e_112,40058,event_jinxplayer_02_e,Speech,noir,Locale_SubScenario:event_jinxplayer_02_e_112,True,,,,,6,6,1.0,,noir,,,,,7,idle,,5,think,Grey,,,
event_jinxplayer_02_e_113,40058,event_jinxplayer_02_e,Speech,noir,Locale_SubScenario:event_jinxplayer_02_e_113,True,,,,,6,6,1.0,,noir,,,,,7,idle,,5,think,Grey,,,
event_jinxplayer_02_e_114,40058,event_jinxplayer_02_e,Speech,blanc,Locale_SubScenario:event_jinxplayer_02_e_114,True,,,,,6,6,1.0,,blanc,,,,,7,idle,,5,think,Grey,,,
event_jinxplayer_02_e_115,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_115,True,rouge,3,surprise,NikkeRoom,30,30,1.0,,rouge,,,,,7,idle,,5,think,,black,noir,blanc
event_jinxplayer_02_e_116,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_116,True,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_117,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_117,False,,3,idle,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_118,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_118,True,,3,surprise,,30,3,0.5,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_119,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_119,True,,3,surprise,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_120,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_120,True,,3,sad,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_121,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_121,True,,3,sad,,3,3,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_122,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_122,True,,3,sad,,3,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_123,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_123,False,,3,sad,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_124,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_124,True,,3,surprise,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_125,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_125,False,,3,surprise,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_126,40058,event_jinxplayer_02_e,Self,Self,Locale_SubScenario:event_jinxplayer_02_e_126,False,,3,surprise,,30,30,1.0,,,,,,,,,,,,,,,
event_jinxplayer_02_e_127,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_127,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
event_jinxplayer_02_e_128,40058,event_jinxplayer_02_e,Speech,rouge,Locale_SubScenario:event_jinxplayer_02_e_128,True,,3,think,,30,30,1.0,,rouge,,,,,,,,,,,,,
