id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_alonesurvivor_02_e_15,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_15,True,,30,30,1.0,,ludmilla,,,,,,,3,idle,,,,,,,1,surprise
event_alonesurvivor_02_e_16,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_16,True,,30,2,1.0,,tove,,,,,,,3,idle,,,,,,,1,surprise
event_alonesurvivor_02_e_17,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_17,True,,2,2,1.0,,tove,,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_18,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_18,True,,2,2,1.0,,ludmilla,,,,,,,3,think,,,,,,,1,sad
event_alonesurvivor_02_e_19,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_19,True,,2,2,1.0,,ludmilla,,,,,,,3,think,,,,,,,1,sad
event_alonesurvivor_02_e_20,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_20,True,,2,30,1.0,,ludmilla,,,,,,,3,think,,,,,,,1,sad
event_alonesurvivor_02_e_21,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_21,True,,30,30,1.0,,ludmilla,,,,,,,3,think,,,,,,,1,sad
event_alonesurvivor_02_e_22,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_22,False,,1,S_10,0.7,,tove,,,,,,,3,think,,,,,,,1,think
event_alonesurvivor_02_e_23,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_23,False,,S_10,S_10,1.0,,,,,,,,,3,think,,,,,,,1,think
event_alonesurvivor_02_e_24,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_24,True,,S_10,S_10,1.0,,tove,Low_2,,,,,,3,idle,,,,,,,1,surprise
event_alonesurvivor_02_e_25,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_25,True,,S_10,S_10,1.0,,tove,,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_26,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_26,False,,S_10,S_10,1.0,,,,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_27,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_27,True,,S_10,S_100,0.7,,tove,Low_2,,,,,,3,idle,,,,,,,1,special
event_alonesurvivor_02_e_28,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_28,True,,S_100,S_100,1.0,,tove,,,,,,,3,idle,,,,,,,1,special
event_alonesurvivor_02_e_29,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_29,True,,S_100,S_100,1.0,,tove,,,,,,,3,idle,,,,,,,1,special
event_alonesurvivor_02_e_30,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_30,True,,S_100,S_10,1.0,,tove,Low_2,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_31,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_31,True,,30,30,1.0,,ludmilla,,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_32,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_32,True,,30,30,1.0,,ludmilla,,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_33,40033,event_alonesurvivor_02_e,Speech,ludmilla,Locale_SubScenario:event_alonesurvivor_02_e_33,True,,30,3,1.0,,ludmilla,,,,,,,3,idle,,,,,,,1,sad
event_alonesurvivor_02_e_34,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_34,False,,3,3,1.0,,,,,,,,,3,idle,ludmilla,,,,,,1,sad
event_alonesurvivor_02_e_35,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_35,True,,3,1,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_36,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_36,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_37,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_37,False,,1,1,1.0,none,,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_38,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_38,True,,1,1,1.0,bgm_story_inwonderland,tove,,,,,,,,,,,,,,,1,delight
event_alonesurvivor_02_e_39,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_39,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,delight
event_alonesurvivor_02_e_40,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_40,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,think
event_alonesurvivor_02_e_41,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_41,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,think
event_alonesurvivor_02_e_42,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_42,False,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,think
event_alonesurvivor_02_e_43,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_43,True,,1,S_10,1.0,,tove,Low_2,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_e_44,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_44,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_45,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_45,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_46,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_46,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_47,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_47,True,,S_10,1,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_48,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_48,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_49,40033,event_alonesurvivor_02_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_02_e_49,False,,1,17,0.8,,,Low_2,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_50,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_50,True,,17,1,0.8,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_51,40033,event_alonesurvivor_02_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_02_e_51,False,,1,17,0.8,,,Low_2,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_52,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_52,True,,17,1,0.8,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_53,40033,event_alonesurvivor_02_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_02_e_53,True,,1,17,0.8,none,,Low_2,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_54,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_54,False,,17,1,0.8,bgm_story_whosdumber,tove,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_e_55,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_55,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_e_56,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_56,True,,1,S_10,0.7,,tove,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_e_57,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_57,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_e_58,40033,event_alonesurvivor_02_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_02_e_58,False,,17,170,0.3,,,Low_2,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_e_59,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_59,True,,S_10,S_10,1.0,,tove,Low_2,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_e_60,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_60,True,,S_10,S_10,1.0,,tove,Low_2,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_e_61,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_61,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_e_62,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_62,False,,black,black,1.0,,,,,,,,,,,,,,,,,1,no
event_alonesurvivor_02_e_63,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_63,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,surprise
event_alonesurvivor_02_e_64,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_64,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_e_65,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_65,True,,S_10,1,1.0,,tove,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_e_66,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_66,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_e_67,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_67,True,,1,1,1.0,,tove,Low_2,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_e_68,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_68,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_e_69,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_69,False,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_e_70,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_70,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_e_71,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_71,True,,1,S_10,1.0,,tove,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_e_72,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_72,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_e_73,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_73,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_e_74,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_74,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_e_75,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_75,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,1,special
event_alonesurvivor_02_e_76,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_76,False,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,sad
event_alonesurvivor_02_e_77,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_77,True,,S_10,1,1.0,none,tove,,,,,,,,,,,,,,,1,worry
event_alonesurvivor_02_e_78,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_78,True,,1,1,1.0,bgm_story_inwonderland,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_79,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_79,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_80,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_80,True,,1,1,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_81,40033,event_alonesurvivor_02_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_02_e_81,False,,1,17,1.0,,,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_82,40033,event_alonesurvivor_02_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_02_e_82,False,,17,17,1.0,,,,,,,,,,,,,,,,,1,think
event_alonesurvivor_02_e_83,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_83,False,,17,1,1.0,,tove,,,,,,,,,,,,,,,1,think
event_alonesurvivor_02_e_84,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_84,False,,1,1,1.0,,,,,,,,,,,,,,,,,1,think
event_alonesurvivor_02_e_85,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_85,True,,1,S_10,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_86,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_86,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_87,40033,event_alonesurvivor_02_e,Self,Self,Locale_SubScenario:event_alonesurvivor_02_e_87,False,,S_10,S_10,1.0,,,,,,,,,,,,,,,,,1,idle
event_alonesurvivor_02_e_88,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_88,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,delight
event_alonesurvivor_02_e_89,40033,event_alonesurvivor_02_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_02_e_89,True,,S_10,S_10,1.0,,tove,,,,,,,,,,,,,,,1,delight
