id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,fade
d_contents_dungeon_run_01_12,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_12,True,,1,1,1.0,,,12,sad,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_13,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_13,True,,1,1,1.0,,,12,worry,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_14,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_14,True,,1,1,1.0,,,12,worry,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_15,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_15,True,,1,1,1.0,,,12,worry,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_16,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_16,True,,1,1,1.0,,,12,worry,,2,worry,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_17,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_17,True,,1,1,1.0,,,12,sad,,2,worry,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_18,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_18,True,,1,1,1.0,,,12,sad,,2,worry,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_19,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_19,True,,1,1,1.0,,,12,sad,,2,worry,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_20,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_20,True,,1,1,1.0,,,12,sad,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_21,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_21,True,,1,1,1.0,,,12,shy,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_22,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_22,True,,1,1,1.0,,,12,shy,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_23,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_23,True,,1,1,1.0,,,12,shy,,2,no,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_24,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_24,True,,1,1,1.0,,,12,idle,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_25,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_25,True,,1,1,1.0,,,12,idle,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_26,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_26,True,,1,1,1.0,,,12,idle,,2,no,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_27,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_27,True,,1,L_200,0.5,,,12,idle,,2,angry,maiden_w,maiden_w,,,
d_contents_dungeon_run_01_28,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_28,False,,L_200,XS_120,1.0,,,12,surprise,,2,angry,guillotine_w_no,guillotine_w_no,,,
d_contents_dungeon_run_01_29,81701,d_contents_dungeon_run_01,Self,Locale_SubScenario:d_contents_dungeon_run_01_29,False,,XS_120,XS_120,1.0,,,12,surprise,,2,angry,,,guillotine_w_no,maiden_w,
d_contents_dungeon_run_01_30,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_30,True,,1,1,1.0,,vesti_c,1,shy,,,,vesti_c,vesti_c,,,black
d_contents_dungeon_run_01_31,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_31,True,,1,1,1.0,,,1,shy,,,,vesti_c,vesti_c,,,
d_contents_dungeon_run_01_32,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_32,True,,1,1,1.0,,,1,shy,,,,vesti_c,vesti_c,,,
d_contents_dungeon_run_01_33,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_33,False,,1,1,1.0,,,1,idle,,,,vesti_c,vesti_c,,,
d_contents_dungeon_run_01_34,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_34,True,,1,XS_10,1.0,,,1,idle,,,,vesti_c,vesti_c,,,
d_contents_dungeon_run_01_35,81701,d_contents_dungeon_run_01,Speech,Locale_SubScenario:d_contents_dungeon_run_01_35,True,,XS_10,XS_10,1.0,,,1,idle,,,,vesti_c,vesti_c,,,
d_contents_dungeon_run_01_36,81701,d_contents_dungeon_run_01,Narration,Locale_SubScenario:d_contents_dungeon_run_01_36,False,,black,black,1.0,,,1,idle,,,,,,,,
d_contents_dungeon_run_01_37,81701,d_contents_dungeon_run_01,Narration,Locale_SubScenario:d_contents_dungeon_run_01_37,False,,black,black,1.0,,,1,idle,,,,,,,,
d_contents_dungeon_run_01_38,81701,d_contents_dungeon_run_01,Narration,Locale_SubScenario:d_contents_dungeon_run_01_38,False,,black,black,1.0,,,1,idle,,,,,,,,
