id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_redash2_01_e_27,40032,event_redash2_01_e,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_redash2_01_e_27,True,,1,idle,,3,sad,,S_300,S_300,1.0,,,,,,,,,,,
event_redash2_01_e_28,40032,event_redash2_01_e,Speech,hongryeon_o,hongryeon_o,Locale_MainScenario:event_redash2_01_e_28,True,,1,sad,,3,sad,,100,100,1.0,none,,,,,,,,,,
event_redash2_01_e_29,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_29,False,,1,sad,,3,sad,WasteLand_01,black,black,1.0,,hongryeon_o,snowwhite_o,redhood,1,think,black,,,,
event_redash2_01_e_30,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_30,False,,,,,,,,17,17,1.0,,,,,1,think,,sfx_scn_homebg_5,,,
event_redash2_01_e_31,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_31,False,,,,,,,,17,17,1.0,,,,,1,think,,sfx_scn_homebg_6,,,
event_redash2_01_e_32,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_32,False,,,,,,,,17,17,1.0,,,,,1,think,,sfx_scn_crackle,,,
event_redash2_01_e_33,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_33,False,,,,,,,,17,17,1.0,,,,,1,think,,,,,
event_redash2_01_e_34,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_34,True,,,,,,,,17,1,2.0,,,,,1,think,,,,,
event_redash2_01_e_35,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_35,False,,,,,,,,1,1,1.0,,,,,1,think,,sfx_scn_radiohit,,,
event_redash2_01_e_36,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_36,False,,,,,,,,1,1,1.0,,,,,1,think,,sfx_scn_crackle,,,
event_redash2_01_e_37,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_37,True,,,,,,,,1,10,1.0,,,,,1,think,,,,,
event_redash2_01_e_38,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_38,True,,,,,,,,10,10,1.0,event_bgm_redash_thewilds,,,,1,think,,,,,
event_redash2_01_e_39,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_39,True,,,,,,,,10,10,1.0,,,,,1,think,,,,,
event_redash2_01_e_40,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_40,False,,,,,,,,10,10,1.0,,,,,1,think,,,,,
event_redash2_01_e_41,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_41,False,,,,,,,,10,1,1.0,,,,,1,think,,,,,
event_redash2_01_e_42,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_42,False,,,,,,,,1,1,1.0,,,,,1,think,,,,,
event_redash2_01_e_43,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_43,True,,,,,,,,1,1,1.0,,,,,1,think,,,,,
event_redash2_01_e_44,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_44,True,,,,,,,,1,1,1.0,,,,,1,think,,,,,
event_redash2_01_e_45,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_45,True,,,,,,,,1,1,1.0,,,,,1,no,,,,,
event_redash2_01_e_46,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_46,True,,,,,,,,1,1,1.0,,,,,1,think,,,,,
event_redash2_01_e_47,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_47,True,,,,,,,,1,1,1.0,,,,,1,think,,,,,
event_redash2_01_e_48,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_48,False,,,,,,,,1,3,1.0,,,,,1,think,,sfx_scn_car,,,
event_redash2_01_e_49,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_49,False,,,,,,,,3,3,1.0,,,,,1,think,,,,,
event_redash2_01_e_50,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_50,False,,,,,,,,black,black,1.0,,,,,1,think,,sfx_scn_tiresqueal,,,
event_redash2_01_e_51,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_51,False,,,,,,,,black,black,1.0,,,,,1,think,,,,,
event_redash2_01_e_52,40032,event_redash2_01_e,Narration,,,Locale_MainScenario:event_redash2_01_e_52,False,,,,,,,,black,black,1.0,,,,,1,think,,,oswald_o,3,idle
event_redash2_01_e_53,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_53,True,,,,,,,,L_30,L_30,1.0,,,,,1,think,,,,3,idle
event_redash2_01_e_54,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_54,True,,,,,,,,L_30,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_55,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_55,True,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_56,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_56,True,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_57,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_57,False,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_58,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_58,True,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_59,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_59,True,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_60,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_60,True,,,,,,,,31,L_30,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_61,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_61,True,,,,,,,,L_30,L_30,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_62,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_62,True,,,,,,,,L_30,10,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_63,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_63,True,,,,,,,,10,10,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_64,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_64,True,,,,,,,,10,10,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_65,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_65,False,,,,,,,,10,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_66,40032,event_redash2_01_e,Speech,oswald_o,oswald_o,Locale_MainScenario:event_redash2_01_e_66,True,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_67,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_67,True,,,,,,,,31,31,1.0,,,,,1,idle,,,,3,idle
event_redash2_01_e_68,40032,event_redash2_01_e,Speech,redhood,redhood,Locale_MainScenario:event_redash2_01_e_68,True,,,,,,,,31,10,1.0,,,,,1,idle,,,,3,idle
