id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_ce004_2_03_e_36,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_36,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_37,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_37,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_38,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_38,False,,ce004_02_01,ce004_02_03,2.0,,,,,,,,,,,
event_ce004_2_03_e_39,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_39,False,,ce004_02_03,ce004_02_03,1.0,,,,,,,,,,,
event_ce004_2_03_e_40,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_40,False,,ce004_02_03,ce004_02_03,1.0,,,,,,,,,,,
event_ce004_2_03_e_41,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_41,False,,ce004_02_03,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_42,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_42,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_43,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_43,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_44,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_44,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_45,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_45,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_46,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_46,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_47,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_47,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_48,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_48,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_49,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_49,False,,ce004_02_02,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_50,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_50,False,,ce004_02_02,ce004_02_01,2.0,,,,,,,,,,,
event_ce004_2_03_e_51,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_51,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_52,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_52,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_53,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_53,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_54,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_54,False,,ce004_02_01,ce004_02_01,1.0,,,,,,,,,,,
event_ce004_2_03_e_55,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_55,False,,ce004_02_01,ce004_02_03,1.0,,,,,,,,,,,
event_ce004_2_03_e_56,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_56,False,,ce004_02_03,ce004_02_03,1.0,,,,,,,,,,,
event_ce004_2_03_e_57,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_57,False,,ce004_02_03,ce004_02_03,1.0,,,,,,,,,,,
event_ce004_2_03_e_58,40056,event_ce004_2_03_e,Speech,,ce004_01,Locale_SubScenario:event_ce004_2_03_e_58,False,,ce004_02_03,ce004_02_03,1.0,,,,,,,,,,,
event_ce004_2_03_e_59,40056,event_ce004_2_03_e,Speech,,zwei,Locale_SubScenario:event_ce004_2_03_e_59,False,,ce004_02_03,ce004_02_02,1.0,,,,,,,,,,,
event_ce004_2_03_e_60,40056,event_ce004_2_03_e,Narration,zwei,,Locale_SubScenario:event_ce004_2_03_e_60,False,SimulationRoom,black,black,1.0,,sfx_scn_scorebeep,,ce004_01,2,go,,zwei,12,idle,
event_ce004_2_03_e_61,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_61,True,,20,200,1.0,,,,,2,go,,,12,idle,
event_ce004_2_03_e_62,40056,event_ce004_2_03_e,Monologue,ce004_01,,Locale_SubScenario:event_ce004_2_03_e_62,False,,black,black,1.0,,,,,2,go,,,12,idle,
event_ce004_2_03_e_63,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_63,True,,12,120,0.5,,,,,2,go,,,12,angry,
event_ce004_2_03_e_64,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_64,True,,120,20,0.5,,,,,2,angry,,,12,angry,
event_ce004_2_03_e_65,40056,event_ce004_2_03_e,Narration,ce004_01,,Locale_SubScenario:event_ce004_2_03_e_65,False,,20,20,1.0,,,Low_2,,2,angry,,,12,angry,
event_ce004_2_03_e_66,40056,event_ce004_2_03_e,Narration,ce004_01,,Locale_SubScenario:event_ce004_2_03_e_66,False,,20,20,1.0,,sfx_scn_connectdot,,,2,angry,,,12,angry,
event_ce004_2_03_e_67,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_67,True,,20,120,1.0,,,,,2,angry,,,12,good,
event_ce004_2_03_e_68,40056,event_ce004_2_03_e,Speech,zwei,zwei,Locale_SubScenario:event_ce004_2_03_e_68,True,,120,120,1.0,,,,,2,angry,,,12,good,
event_ce004_2_03_e_69,40056,event_ce004_2_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_2_03_e_69,True,,120,200,1.0,,,,,2,idle,,,12,good,
event_ce004_2_03_e_70,40056,event_ce004_2_03_e,Narration,ce004_01,,Locale_SubScenario:event_ce004_2_03_e_70,False,,black,black,1.0,,,,,2,idle,,,2,good,
