id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_lordforjustice_04_s_21,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_21,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_22,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_22,False,,1,1,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_23,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_23,False,,black,black,1.0,sfx_scn_bookpageone,,,,2,think,,12,think
event_lordforjustice_04_s_24,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_24,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_25,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_25,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_26,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_26,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_27,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_27,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_28,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_28,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_29,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_29,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_30,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_30,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_31,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_31,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_32,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_32,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_33,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_33,False,,1,1,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_34,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_34,False,,black,black,1.0,sfx_scn_bookpageone,,,,2,think,,12,think
event_lordforjustice_04_s_35,40078,event_lordforjustice_04_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_04_s_35,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_36,40078,event_lordforjustice_04_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_04_s_36,True,,20,20,1.0,,,moran_c,,2,think,,12,think
event_lordforjustice_04_s_37,40078,event_lordforjustice_04_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_04_s_37,True,,20,20,1.0,,,moran_c,,2,think,,12,think
event_lordforjustice_04_s_38,40078,event_lordforjustice_04_s,Monologue,moran_c,Locale_SubScenario:event_lordforjustice_04_s_38,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_39,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_39,False,,black,black,1.0,sfx_scn_bookpageone,,,,2,think,,12,think
event_lordforjustice_04_s_40,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_40,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_41,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_41,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_42,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_42,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_43,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_43,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_44,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_44,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_45,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_45,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_46,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_46,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_47,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_47,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_48,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_48,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_49,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_49,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_50,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_50,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_51,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_51,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_52,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_52,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_53,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_53,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_54,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_54,False,,black,black,1.0,sfx_scn_bookpageone,,,,2,think,,12,think
event_lordforjustice_04_s_55,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_55,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_56,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_56,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_57,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_57,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_58,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_58,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_59,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_59,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_60,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_60,False,,20,20,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_61,40078,event_lordforjustice_04_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_04_s_61,True,,20,20,1.0,,,moran_c,,2,think,,12,think
event_lordforjustice_04_s_62,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_62,False,,black,black,1.0,sfx_scn_bookpageone,,,,2,think,,12,think
event_lordforjustice_04_s_63,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_63,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_64,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_64,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_65,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_65,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_66,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_66,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_67,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_67,False,,black,black,1.0,,,,,2,think,,12,think
event_lordforjustice_04_s_68,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_68,False,,black,black,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_69,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_69,False,,black,black,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_70,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_70,False,,black,black,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_71,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_71,False,,black,black,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_72,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_72,False,,20,20,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_73,40078,event_lordforjustice_04_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_04_s_73,True,,20,20,1.0,,,moran_c,,2,think,,12,surprise
event_lordforjustice_04_s_74,40078,event_lordforjustice_04_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_04_s_74,True,,20,20,1.0,,,moran_c,,2,think,,12,surprise
event_lordforjustice_04_s_75,40078,event_lordforjustice_04_s,Speech,moran_c,Locale_SubScenario:event_lordforjustice_04_s_75,True,,20,20,1.0,,,moran_c,,2,think,,12,surprise
event_lordforjustice_04_s_76,40078,event_lordforjustice_04_s,Narration,moran_c,Locale_SubScenario:event_lordforjustice_04_s_76,False,,20,20,1.0,sfx_scn_bookdrop,none,,,2,think,,12,surprise
event_lordforjustice_04_s_77,40078,event_lordforjustice_04_s,Self,moran_c,Locale_SubScenario:event_lordforjustice_04_s_77,False,,20,S_120,1.3,,,,,2,think,,12,surprise
event_lordforjustice_04_s_78,40078,event_lordforjustice_04_s,Speech,k,Locale_SubScenario:event_lordforjustice_04_s_78,False,,S_120,S_120,1.0,,,k,,2,think,,12,surprise
event_lordforjustice_04_s_79,40078,event_lordforjustice_04_s,Monologue,k,Locale_SubScenario:event_lordforjustice_04_s_79,False,,S_120,S_120,1.0,,bgm_story_trauma,,,2,think,,12,surprise
event_lordforjustice_04_s_80,40078,event_lordforjustice_04_s,Self,k,Locale_SubScenario:event_lordforjustice_04_s_80,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_81,40078,event_lordforjustice_04_s,Speech,k,Locale_SubScenario:event_lordforjustice_04_s_81,True,,S_120,S_120,1.0,,,k,,2,think,,12,surprise
event_lordforjustice_04_s_82,40078,event_lordforjustice_04_s,Monologue,k,Locale_SubScenario:event_lordforjustice_04_s_82,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_83,40078,event_lordforjustice_04_s,Narration,k,Locale_SubScenario:event_lordforjustice_04_s_83,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_84,40078,event_lordforjustice_04_s,Narration,k,Locale_SubScenario:event_lordforjustice_04_s_84,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_85,40078,event_lordforjustice_04_s,Narration,k,Locale_SubScenario:event_lordforjustice_04_s_85,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_86,40078,event_lordforjustice_04_s,Narration,k,Locale_SubScenario:event_lordforjustice_04_s_86,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_87,40078,event_lordforjustice_04_s,Self,k,Locale_SubScenario:event_lordforjustice_04_s_87,False,,S_120,S_120,1.0,,,,,2,think,,12,surprise
event_lordforjustice_04_s_88,40078,event_lordforjustice_04_s,Narration,k,Locale_SubScenario:event_lordforjustice_04_s_88,False,,black,black,1.0,,,,,2,think,,12,surprise
