id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_filter_02,set_filter_01
snowfall_global_08_33,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_33,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,no,,1,think,,13,surprise,,15,idle,,,,,,,,,,,,,
snowfall_global_08_34,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_34,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,no,,1,think,,13,surprise,,15,idle,,,,,,,,,,,,,
snowfall_global_08_35,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_35,True,,S_130,S_1300,1.5,,,,,,mica_w,mica_w,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,,,,,,,,,,,,
snowfall_global_08_36,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_36,True,,L_30,L_300,1.5,,,,,,blanc_c,blanc_c,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,,,,,,,,,,,,,
snowfall_global_08_37,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_37,True,,1700,1700,1.0,,,,,,lumi_01,lumi_01,,5,surprise,,3,no,,1,think,,13,cry,,15,idle,lumi_01,17,idle,,,,,,,,,,
snowfall_global_08_38,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_38,True,,S_1300,13,0.6,,,,,,mica_w,mica_w,,5,surprise,,3,no,,1,think,,13,pain_02,,15,idle,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_39,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_39,True,,L_300,3,0.6,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,pain_02,,15,idle,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_40,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_40,True,,L_500,5,0.6,,,,,,noir_c,noir_c,,5,no,,3,think,,1,think,,13,pain_02,,15,idle,,17,idle,Low_2,,,,,,,,,
snowfall_global_08_41,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_41,False,,5,5,1.0,,,,,,,,,5,no,,3,think,,1,think,,13,pain_02,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_42,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_42,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_43,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_43,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_44,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_44,True,,10,10,1.0,,,,,,lumi_01,lumi_01,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_45,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_45,True,,10,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_46,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_46,False,,1,1,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_47,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_47,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_48,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_48,True,,1,2,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_49,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_49,True,,2,2,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_50,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_50,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_51,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_51,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_52,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_52,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_53,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_53,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_54,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_54,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_55,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_55,True,,2,2,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_56,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_56,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_57,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_57,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_58,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_58,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_59,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_59,True,,150,150,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,angry,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_60,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_60,False,,150,150,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_61,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_61,True,,150,15,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,surprise,,17,idle,,,,,,,,,,
snowfall_global_08_62,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_62,True,,15,15,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,delight,,17,idle,,,,,,,,,,
snowfall_global_08_63,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_63,True,,15,15,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_64,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_64,True,,15,15,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_65,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_65,True,,15,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_66,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_66,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_67,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_67,False,,1,1,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_68,80903,snowfall_global_08,Choice,Locale_SubScenario:snowfall_global_08_68,False,,1,1,1.0,,,snowfall_global_08_72,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_69,80903,snowfall_global_08,Choice,Locale_SubScenario:snowfall_global_08_69,False,,1,1,1.0,,,snowfall_global_08_82,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_70,80903,snowfall_global_08,Choice,Locale_SubScenario:snowfall_global_08_70,False,,1,1,1.0,,,snowfall_global_08_88,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_71,80903,snowfall_global_08,Choice,Locale_SubScenario:snowfall_global_08_71,False,,1,1,1.0,,,snowfall_global_08_96,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_72,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_72,False,,1,4,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_73,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_73,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_74,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_74,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_75,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_75,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,surprise,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_76,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_76,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_77,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_77,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_78,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_78,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,idle,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_79,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_79,True,,4,4,1.0,,,,,,blanc_c,blanc_c,,5,idle,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_80,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_80,False,,4,4,1.0,,,,,,blanc_c,blanc_noir,,5,idle,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_81,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_81,False,,4,4,1.0,,,snowfall_global_08_105,,,,,,5,idle,,3,idle,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_82,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_82,True,,1,150,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,surprise,,17,idle,,,,,,,,,,
snowfall_global_08_83,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_83,True,,150,150,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_84,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_84,True,,150,150,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_85,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_85,True,,150,150,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,delight,,17,idle,,,,,,,,,,
snowfall_global_08_86,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_86,True,,150,150,1.0,,,,,,emma,emma,,5,surprise,,3,think,,1,think,,13,cry,,15,delight,,17,idle,,,,,,,,,,
snowfall_global_08_87,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_87,False,,150,150,1.0,,,snowfall_global_08_105,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,delight,,17,idle,,,,,,,,,,
snowfall_global_08_88,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_88,True,,1,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,surprise,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_89,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_89,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,surprise,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_90,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_90,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,surprise,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_91,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_91,False,,S_130,S_130,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,surprise,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_92,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_92,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,idle,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_93,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_93,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,idle,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_94,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_94,True,,S_130,S_130,1.0,,,,,,mica_w,mica_w,,5,surprise,,3,think,,1,think,,13,idle,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_95,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_95,False,,S_130,S_130,1.0,,,snowfall_global_08_105,,,,,,5,surprise,,3,think,,1,think,,13,idle,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_96,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_96,True,,1,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_97,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_97,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_98,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_98,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_99,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_99,False,,10,10,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_100,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_100,True,,10,10,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,idle,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_101,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_101,True,,10,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,idle,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_102,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_102,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,idle,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_103,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_103,True,,1,1,1.0,,,,,,ludmilla_w,ludmilla_w,,5,surprise,,3,think,,1,idle,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_104,80903,snowfall_global_08,Self,Locale_SubScenario:snowfall_global_08_104,False,,1,1,1.0,,,snowfall_global_08_105,,,,,,5,surprise,,3,think,,1,idle,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_105,80903,snowfall_global_08,Monologue,Locale_SubScenario:snowfall_global_08_105,False,,black,black,1.0,,,,,,,,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_106,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_106,False,,4,4,1.0,,,,,,noir_c,noir_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
snowfall_global_08_107,80903,snowfall_global_08,Speech,Locale_SubScenario:snowfall_global_08_107,True,,4,4,1.0,,,,,,noir_c,noir_c,,5,surprise,,3,think,,1,think,,13,cry,,15,idle,,17,idle,,,,,,,,,,
