id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,play_sound,jump_target,characters/1/hide_char_id
event_bluewaterisland2_01_s_11,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_11,True,,3,idle,,1,sad,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_12,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_12,True,,3,idle,,1,sad,,13,surprise,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_13,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_13,True,,3,idle,,1,sad,,13,surprise,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_14,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_14,True,,3,idle,,1,sad,,13,surprise,,12,10,1.0,,,,,
event_bluewaterisland2_01_s_15,40021,event_bluewaterisland2_01_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_01_s_15,False,,3,idle,,1,sad,,13,surprise,,black,black,1.0,,,,,
event_bluewaterisland2_01_s_16,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_16,True,,3,idle,,1,sad,,13,surprise,,10,10,1.0,,,,,
event_bluewaterisland2_01_s_17,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_17,True,,3,idle,,1,sad,,13,surprise,,10,10,1.0,,,,,
event_bluewaterisland2_01_s_18,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_18,True,,3,idle,,1,sad,,13,surprise,,10,XS_130,0.5,,,,,
event_bluewaterisland2_01_s_19,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_19,True,,3,idle,,1,sad,,13,surprise,,XS_130,XS_130,1.0,,,,,
event_bluewaterisland2_01_s_20,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_20,False,,3,worry,,1,sad,,13,surprise,,XS_130,XS_130,1.0,,,,,
event_bluewaterisland2_01_s_21,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_21,False,,3,worry,,1,sad,,13,surprise,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_22,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_22,True,,3,worry,,1,sad,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_23,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_23,True,,3,worry,,1,sad,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_24,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_24,True,,3,worry,,1,sad,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_25,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_25,False,,3,idle,,1,surprise,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_26,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_26,True,,3,idle,,1,surprise,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_27,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_27,True,,3,idle,,1,surprise,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_28,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_28,True,,3,idle,,1,surprise,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_29,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_29,True,,3,idle,,1,think,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_30,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_30,False,,3,idle,,1,think,,13,shy,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_31,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_31,True,,3,idle,,1,think,,13,angry,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_32,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_32,True,,3,idle,,1,think,,13,angry,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_33,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_33,False,,3,idle,,1,think,,13,angry,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_34,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_34,True,,3,idle,,1,think,,13,angry,,12,2,1.0,,,,,
event_bluewaterisland2_01_s_35,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_35,True,,3,idle,,1,think,,13,surprise,,2,12,0.5,,,,,
event_bluewaterisland2_01_s_36,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_36,True,,3,idle,,1,think,,13,surprise,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_37,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_37,True,,3,idle,,1,think,,13,surprise,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_38,40021,event_bluewaterisland2_01_s,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_01_s_38,True,,3,idle,,1,think,,13,idle,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_39,40021,event_bluewaterisland2_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_01_s_39,False,,3,idle,,1,think,,15,idle,,12,12,1.0,none,pepper_s,sfx_scn_waterwalk,,
event_bluewaterisland2_01_s_40,40021,event_bluewaterisland2_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_01_s_40,False,,3,idle,,1,think,,,,,12,12,1.0,,,,,
event_bluewaterisland2_01_s_41,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_41,False,,3,idle,,1,think,,,,,12,2,2.0,,,,,
event_bluewaterisland2_01_s_42,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_42,True,,3,worry,,1,think,,,,,2,2,1.0,bgm_distress,,,,
event_bluewaterisland2_01_s_43,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_43,False,,3,worry,,1,think,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_44,40021,event_bluewaterisland2_01_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_01_s_44,False,,3,idle,,1,think,,,,,2,2,1.0,,,,event_bluewaterisland2_01_s_46,
event_bluewaterisland2_01_s_45,40021,event_bluewaterisland2_01_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_01_s_45,False,,3,idle,,1,think,,,,,2,2,1.0,,,,event_bluewaterisland2_01_s_50,
event_bluewaterisland2_01_s_46,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_46,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_47,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_47,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_48,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_48,False,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_49,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_49,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,event_bluewaterisland2_01_s_53,
event_bluewaterisland2_01_s_50,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_50,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_51,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_51,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_52,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_52,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_53,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_53,False,,3,idle,,1,think,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_54,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_54,True,,3,idle,,1,think,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_55,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_55,True,,3,idle,,1,think,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_56,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_56,True,,3,idle,,1,think,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_57,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_57,False,,3,idle,,1,think,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_58,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_58,True,,3,idle,,1,sad,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_59,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_59,True,,3,idle,,1,sad,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_60,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_60,True,,3,idle,,1,sad,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_61,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_61,True,,3,idle,,1,sad,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_62,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_62,False,,3,idle,,1,sad,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_63,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_63,True,,3,idle,,1,sad,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_64,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_64,True,,3,idle,,1,think,,,,,2,10,2.0,,,,,
event_bluewaterisland2_01_s_65,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_65,True,,3,idle,,1,think,,,,,10,10,1.0,,,,,
event_bluewaterisland2_01_s_66,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_66,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,
event_bluewaterisland2_01_s_67,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_67,True,,3,idle,,1,idle,,,,,10,10,1.0,,,,,
event_bluewaterisland2_01_s_68,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_68,True,,3,idle,,1,idle,,,,,10,XS_30,0.7,,,,,
event_bluewaterisland2_01_s_69,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_69,True,,3,idle,,1,idle,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_70,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_70,True,,3,idle,,1,idle,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_71,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_71,True,,3,idle,,1,idle,,,,,XS_30,2,1.0,,,,,
event_bluewaterisland2_01_s_72,40021,event_bluewaterisland2_01_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_01_s_72,True,,3,idle,,1,idle,,,,,2,2,1.0,,,,,
event_bluewaterisland2_01_s_73,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_73,False,,3,idle,,13,idle,,,,,2,3,1.0,,,,,mary_s
event_bluewaterisland2_01_s_74,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_74,False,,3,idle,,,,,,,,3,3,1.0,,,,,
event_bluewaterisland2_01_s_75,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_75,True,,3,no,,,,,,,,3,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_76,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_76,True,,3,no,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_77,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_77,True,,3,no,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_78,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_78,False,,3,no,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_79,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_79,True,,3,worry,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_80,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_80,False,,3,worry,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_81,40021,event_bluewaterisland2_01_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_01_s_81,False,,3,idle,,,,,,,,black,black,1.0,,,sfx_scn_waterwalk,,
event_bluewaterisland2_01_s_82,40021,event_bluewaterisland2_01_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_01_s_82,False,,3,idle,,,,,,,,black,black,1.0,,,,,
event_bluewaterisland2_01_s_83,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_83,True,,3,surprise,,,,,,,,3,3,1.0,,,,,
event_bluewaterisland2_01_s_84,40021,event_bluewaterisland2_01_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_01_s_84,False,,3,surprise,,,,,,,,3,3,1.0,,,,event_bluewaterisland2_01_s_86,
event_bluewaterisland2_01_s_85,40021,event_bluewaterisland2_01_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_01_s_85,False,,3,surprise,,,,,,,,3,3,1.0,,,,event_bluewaterisland2_01_s_86,
event_bluewaterisland2_01_s_86,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_86,True,,3,surprise,,,,,,,,3,3,1.0,,,,,
event_bluewaterisland2_01_s_87,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_87,True,,3,idle,,,,,,,,3,XS_30,0.7,,,,,
event_bluewaterisland2_01_s_88,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_88,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_89,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_89,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_90,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_90,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_91,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_91,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_92,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_92,False,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_93,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_93,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_94,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_94,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_95,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_95,False,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_96,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_96,True,,3,delight,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_97,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_97,True,,3,delight,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_98,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_98,False,,3,delight,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_99,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_99,True,,3,surprise,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_100,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_100,True,,3,surprise,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_101,40021,event_bluewaterisland2_01_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_01_s_101,False,,3,surprise,,,,,,,,XS_30,XS_30,1.0,,,,event_bluewaterisland2_01_s_103,
event_bluewaterisland2_01_s_102,40021,event_bluewaterisland2_01_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_01_s_102,False,,3,surprise,,,,,,,,XS_30,XS_30,1.0,,,,event_bluewaterisland2_01_s_103,
event_bluewaterisland2_01_s_103,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_103,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_104,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_104,True,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_105,40021,event_bluewaterisland2_01_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_01_s_105,False,,3,idle,,,,,,,,XS_30,XS_30,1.0,,,,,
event_bluewaterisland2_01_s_106,40021,event_bluewaterisland2_01_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_01_s_106,True,,3,no,,,,,,,,XS_30,XS_300,1.0,,,,,
