id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_lastkingdom1_03_s_11,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_11,True,,113,113,1.0,,kilo,kilo,,,,1,idle,,,13,delight,,,3,special,,,,,
event_lastkingdom1_03_s_12,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_12,False,,113,113,1.0,,crown,crown,,,,1,idle,,,13,idle,,,3,special,,,,,
event_lastkingdom1_03_s_13,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_13,False,,black,black,1.0,,crown,,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_14,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_14,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_15,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_15,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_16,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_16,True,,130,130,1.0,,crown,crown,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_17,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_17,True,,XXS_30,XXS_30,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_18,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_18,True,,XXS_30,31,1.0,,kilo,kilo,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_19,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_19,True,,31,31,1.0,,kilo,kilo,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_20,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_20,True,,31,31,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_lastkingdom1_03_s_21,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_21,False,,31,31,1.0,,chime,,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_lastkingdom1_03_s_22,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_22,True,,31,31,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_lastkingdom1_03_s_23,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_23,False,,31,31,1.0,,kilo,kilo,,,,1,idle,,,13,idle,,,3,delight,,,,,
event_lastkingdom1_03_s_24,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_24,True,,31,31,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_25,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_25,True,,31,31,1.0,,kilo,kilo,,,,1,idle,,,13,idle,,,3,void,,,,,
event_lastkingdom1_03_s_26,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_26,True,,31,31,1.0,,chime,chime,,,,1,idle,,,13,idle,,,3,angry,,,,,
event_lastkingdom1_03_s_27,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_27,True,,31,31,1.0,,kilo,kilo,,,,1,idle,,,13,idle,,,3,angry,,,,,
event_lastkingdom1_03_s_28,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_28,False,,black,black,1.0,,kilo,,,,,1,idle,,,15,idle,,,13,idle,,,,,
event_lastkingdom1_03_s_29,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_29,True,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,1,idle,,,15,idle,,,13,delight,,,,,
event_lastkingdom1_03_s_30,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_30,True,,1500,1500,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,delight,,,,,
event_lastkingdom1_03_s_31,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_31,True,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,1,idle,,,15,idle,,,13,delight,,,,,
event_lastkingdom1_03_s_32,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_32,True,,1500,1500,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,delight,,,,,
event_lastkingdom1_03_s_33,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_33,True,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,1,idle,,,15,idle,,,13,delight,,,,,
event_lastkingdom1_03_s_34,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_34,True,,1500,1500,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,delight,,,,,
event_lastkingdom1_03_s_35,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_35,False,CrownCastleDiningRoom_d,black,black,1.0,,,,black,,,1,idle,,,15,idle,,,13,delight,,marian_q,17,idle,
event_lastkingdom1_03_s_36,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_36,False,,S_100,S_100,1.0,,kilo,kilo,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_37,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_37,True,,S_100,XXS_1300,1.0,,chime,chime,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_38,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_38,True,,XXS_1300,1500,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_39,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_39,True,,S_100,S_100,1.0,,kilo,kilo,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_40,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_40,False,,1500,1500,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_41,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_41,True,,1500,1517,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_42,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_42,True,,1517,1517,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_43,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_43,True,,1517,1517,1.0,,marian_q,marian_q,,,,1,idle,,,15,idle,,,13,void,,,17,surprise,
event_lastkingdom1_03_s_44,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_44,True,,1517,1517,1.0,,crown,crown,,,,1,idle,,,15,idle,,,13,void,,,17,surprise,
event_lastkingdom1_03_s_45,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_45,True,,1517,1517,1.0,,marian_q,marian_q,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_46,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_46,True,,S_100,S_100,1.0,,kilo,kilo,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_47,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_47,True,,1700,1700,1.0,,marian_q,marian_q,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_48,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_48,True,,S_100,S_100,1.0,,kilo,kilo,,,,1,idle,,,15,idle,,,13,void,,,17,idle,
event_lastkingdom1_03_s_49,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_49,False,EventScene_lastkingdom_16,black,black,1.0,none,kilo,,,,,1,idle,kilo,,15,idle,crown,,13,void,chime,,17,idle,marian_q
event_lastkingdom1_03_s_50,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_50,True,,kilodrunk_01,kilodrunk_01,1.0,,marian_q,marian_q,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_51,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_51,True,,kilodrunk_01,kilodrunk_01,1.0,,marian_q,marian_q,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_52,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_52,True,,kilodrunk_01,kilodrunk_01,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_53,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_53,True,,kilodrunk_01,kilodrunk_04,2.0,,crown,crown,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_54,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_54,True,,kilodrunk_04,kilodrunk_04,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_55,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_55,True,,kilodrunk_04,kilodrunk_04,1.0,,crown,crown,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_56,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_56,True,,kilodrunk_04,kilodrunk_04,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_57,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_57,True,,kilodrunk_04,kilodrunk_02,1.5,event_bgm_lastkingdom_ownplace,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_58,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_58,True,,kilodrunk_02,kilodrunk_02,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_59,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_59,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_60,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_60,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_61,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_61,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_62,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_62,True,,kilodrunk_02,kilodrunk_02,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_63,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_63,True,,kilodrunk_02,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_64,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_64,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_65,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_65,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_66,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_66,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_67,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_67,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_68,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_68,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_69,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_69,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_70,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_70,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_71,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_71,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_72,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_72,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_73,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_73,True,,kilodrunk_03,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_74,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_74,True,,kilodrunk_03,kilodrunk_02,0.5,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_75,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_75,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_76,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_76,True,,kilodrunk_02,kilodrunk_01,1.0,,marian_q,marian_q,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_77,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_77,True,,kilodrunk_01,kilodrunk_01,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_78,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_78,True,,kilodrunk_01,kilodrunk_01,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_79,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_79,True,,kilodrunk_01,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_80,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_80,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_81,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_81,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_82,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_82,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_83,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_83,True,,kilodrunk_02,kilodrunk_02,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_84,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_84,True,,kilodrunk_02,kilodrunk_03,1.0,,kilo,kilo,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_85,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_85,True,,kilodrunk_03,kilodrunk_03,1.0,,chime,chime,,,,,,,,,,,,,,,,,,
event_lastkingdom1_03_s_86,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_86,False,CrownCastleDiningRoom_d,black,black,1.0,,chime,,,sfx_scn_somethingriftup,kilo,1,no,,crown,3,idle,,,,,,,,,
event_lastkingdom1_03_s_87,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_87,False,,black,black,1.0,,crown,,,,,1,no,,,3,idle,,chime,13,sad,,marian_q,5,void,
event_lastkingdom1_03_s_88,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_88,True,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_89,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_89,False,,S_100,S_100,1.0,,kilo,kilo,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_90,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_90,False,,300,300,1.0,,crown,crown,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_91,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_91,False,,black,black,1.0,,crown,,,sfx_scn_woodplatebroke,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_92,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_92,False,,black,black,1.0,,crown,,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_93,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_93,False,,500,500,1.0,,marian_q,marian_q,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_94,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_94,True,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_95,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_95,True,,300,300,1.0,,crown,crown,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_96,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_96,True,,300,300,1.0,,crown,crown,,,,1,no,,,3,idle,,,13,sad,,,5,void,
event_lastkingdom1_03_s_97,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_97,True,,300,31,1.0,,kilo,kilo,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_98,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_98,True,,31,31,1.0,,crown,crown,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_99,40045,event_lastkingdom1_03_s,Narration,Locale_MainScenario:event_lastkingdom1_03_s_99,False,,31,31,1.0,,crown,,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_100,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_100,True,,31,31,1.0,,crown,crown,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_101,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_101,True,,31,31,1.0,,kilo,kilo,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_102,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_102,False,,31,31,1.0,,crown,crown,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_103,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_103,True,,31,31,1.0,,crown,crown,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_104,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_104,False,,31,S_10,1.0,,kilo,kilo,,,,1,surprise,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_105,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_105,True,,S_10,S_100,1.0,,kilo,kilo,,,,1,idle,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_106,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_106,True,,S_100,300,1.0,,crown,crown,,,,1,idle,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_107,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_107,True,,300,300,1.0,,crown,crown,,,,1,idle,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_108,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_108,True,,300,S_100,1.0,,kilo,kilo,,,,1,idle,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_109,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_109,False,,S_100,113,1.0,,chime,chime,,,,1,idle,,,3,idle,,,13,idle,,,5,void,
event_lastkingdom1_03_s_110,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_110,True,,113,113,1.0,,chime,chime,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_111,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_111,True,,113,113,1.0,,chime,chime,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_112,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_112,False,,113,113,1.0,,kilo,kilo,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_113,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_113,True,,113,3,2.0,,crown,crown,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_114,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_114,True,,3,30,1.0,,crown,crown,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_115,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_115,True,,30,30,1.0,,crown,crown,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_116,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_116,True,,30,30,1.0,,crown,crown,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_117,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_117,True,,30,31,1.0,,kilo,kilo,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
event_lastkingdom1_03_s_118,40045,event_lastkingdom1_03_s,Speech,Locale_MainScenario:event_lastkingdom1_03_s_118,True,,31,113,1.0,,chime,chime,,,,1,idle,,,3,idle,,,13,angry_02,,,5,void,
