id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,set_filter_02,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
event_bluewaterisland1_06_e_11,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_11,True,,1,12,1.0,,,,,,,,5,idle,,3,idle,,,1,shy,,,13,delight,,,,,,,,,
event_bluewaterisland1_06_e_12,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_12,True,,XS_30,XS_30,1.0,,,,,,,,5,idle,,3,no,,,1,idle,,,13,delight,,,,,,,,,
event_bluewaterisland1_06_e_13,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_13,True,,XS_30,XS_30,1.0,,,,,,,,5,idle,,3,no,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_14,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_14,False,Beach_s,black,black,1.0,,sfx_scn_spraywater,,,,,,5,idle,,3,no,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_15,40020,event_bluewaterisland1_06_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_06_e_15,False,,10,1,0.3,,,Low_2,,,,,5,idle,,3,delight,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_16,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_16,True,,1,1,1.0,,,,,,,,5,idle,,3,delight,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_17,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_17,True,,1,2,1.0,,,,,,,,5,idle,,3,delight,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_18,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_18,True,,2,2,1.0,,,,,,,,5,idle,,3,delight,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_19,40020,event_bluewaterisland1_06_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_06_e_19,False,,2,2,1.0,,,,,,,,5,idle,,3,delight,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_20,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_20,True,,2,10,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_21,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_21,True,,10,10,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_22,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_22,False,,10,1,0.3,,sfx_scn_spraywater,Low_2,,,,,5,idle,,3,idle,,,1,sad,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_23,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_23,False,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,think,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_24,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_24,True,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,think,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_25,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_25,True,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,think,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_26,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_26,True,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_27,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_27,False,,1,12,1.0,,sfx_scn_spraywater,Low_2,,,,,5,idle,,3,idle,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_28,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_28,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,,,,,,,
event_bluewaterisland1_06_e_29,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_29,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,,,,,,,
event_bluewaterisland1_06_e_30,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_30,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,,,,,,,
event_bluewaterisland1_06_e_31,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_31,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,,,,,,,
event_bluewaterisland1_06_e_32,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_32,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,angry,,,,,,,,,
event_bluewaterisland1_06_e_33,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_33,False,,black,black,1.0,,sfx_scn_spraywater,Low_2,,,,,5,idle,,3,idle,neon_s,,1,idle,,,13,angry,,,,,,,,,
event_bluewaterisland1_06_e_34,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_34,True,,black,black,1.0,,,,,,,,5,idle,,,,,,1,idle,,,13,angry,,,,,,,,,
event_bluewaterisland1_06_e_35,40020,event_bluewaterisland1_06_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_06_e_35,False,,black,black,1.0,,,,,,,,5,idle,,,,,,1,idle,,,13,angry,,,,,,,,,
event_bluewaterisland1_06_e_36,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_36,True,,black,black,1.0,,,,,,,,5,idle,,,,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_37,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_37,True,,black,black,1.0,,,,,,,,5,idle,,,,,,1,idle,,,13,idle,,,,,,,,,
event_bluewaterisland1_06_e_38,40020,event_bluewaterisland1_06_e,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland1_06_e_38,True,,XS_150,XS_150,0.3,,sfx_scn_dogbark,,,,,,5,idle,,,,,,1,idle,,,13,idle,,volt,15,idle,,,,,
event_bluewaterisland1_06_e_39,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_39,True,,XS_150,14,1.0,,,,,,,,5,idle,,,,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_40,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_40,True,,14,14,1.0,,,,,,,,5,idle,neon_s,3,shy,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_41,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_41,True,,XS_30,XS_30,1.0,,,,,,,,5,idle,,3,shy,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_42,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_42,True,,12,12,0.3,,,,,,,,5,idle,,3,shy,,,1,idle,,,13,delight,,,15,idle,,,,,
event_bluewaterisland1_06_e_43,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_43,False,,12,XS_130,1.0,,sfx_scn_spraywater,Low_2,,,,,5,idle,,3,idle,,,1,idle,,,13,delight,,,15,idle,,,,,
event_bluewaterisland1_06_e_44,40020,event_bluewaterisland1_06_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_06_e_44,False,,XS_130,XS_130,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_45,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_45,True,,XS_130,XS_130,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,,,
event_bluewaterisland1_06_e_46,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_46,True,,XS_130,XS_130,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,,,
event_bluewaterisland1_06_e_47,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_47,True,,XS_130,XS_130,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,,,
event_bluewaterisland1_06_e_48,40020,event_bluewaterisland1_06_e,Self,,Self,Locale_SubScenario:event_bluewaterisland1_06_e_48,False,,XS_130,XS_130,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_49,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_49,True,,XS_130,2,1.0,,,,,,,,5,idle,,3,no,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_50,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_50,False,,2,2,1.0,,sfx_scn_weakhit,Low_2,,,,,5,idle,,3,no,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_51,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_51,True,,2,12,1.0,,,,,,,,5,idle,,3,delight,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_52,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_52,False,,12,12,1.0,,sfx_scn_waterdive,Low_2,,,,,5,idle,,3,delight,,,1,idle,,,13,idle,pepper_s,,15,idle,,,,,
event_bluewaterisland1_06_e_53,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_53,True,,XS_30,XS_30,1.0,,,,,,,,5,idle,,3,delight,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_54,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_54,True,,XS_30,3,0.3,,sfx_scn_weakhit,Low_2,,,,,5,idle,,3,delight,neon_s,,1,idle,,pepper_s,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_55,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_55,False,,3,3,1.0,,sfx_scn_waterdive,Low_2,,,,,5,idle,,3,worry,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_56,40020,event_bluewaterisland1_06_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_06_e_56,False,,3,3,1.0,,,,,,,,5,idle,neon_s,3,worry,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_57,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_57,True,,3,12,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_58,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_58,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,delight,,,15,idle,,,,,
event_bluewaterisland1_06_e_59,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_59,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,delight,,,15,idle,,,,,
event_bluewaterisland1_06_e_60,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_60,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,good,,,15,idle,,,,,
event_bluewaterisland1_06_e_61,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_61,True,,12,10,0.5,,,,,,,,5,idle,,3,idle,,,1,surprise,,,13,good,,,15,idle,,,,,
event_bluewaterisland1_06_e_62,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_62,False,,10,1,1.0,none,sfx_scn_weakhit,Low_2,,,,,5,idle,,3,idle,,,1,surprise,,,13,good,,,15,idle,,,,,
event_bluewaterisland1_06_e_63,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_63,False,,1,1,1.0,,sfx_scn_waterdive,,,,,,5,idle,,3,idle,,,1,surprise,mary_s,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_64,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_64,False,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,think,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_65,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_65,True,,1,1,1.0,,,,,,,,5,idle,,3,idle,,mary_s,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_66,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_66,True,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,shy,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_67,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_67,True,,1,1,1.0,,,,,,,,5,idle,,3,idle,,,1,shy,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_68,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_68,True,,1,10,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_69,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_69,True,,10,10,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,,,
event_bluewaterisland1_06_e_70,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_70,False,,10,10,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,void,,,15,idle,,,,,
event_bluewaterisland1_06_e_71,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_71,True,,10,10,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,void,,,15,idle,,,,,
event_bluewaterisland1_06_e_72,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_72,True,,10,10,1.0,,,,,,,,5,idle,,3,idle,,,1,idle,,,13,void,,,15,idle,,,,,
event_bluewaterisland1_06_e_73,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_73,True,,10,12,1.0,bgm_story_trauma,,,,,,,5,idle,,3,idle,,,1,idle,,,13,void,,,15,idle,,,,,
event_bluewaterisland1_06_e_74,40020,event_bluewaterisland1_06_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_06_e_74,True,none,1,1,1.0,,,,Blur_High,Grey,black,,5,idle,,3,idle,neon_s,,1,idle,mary_s,,13,void,pepper_s,,15,idle,volt,mary,1,idle,
event_bluewaterisland1_06_e_75,40020,event_bluewaterisland1_06_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_06_e_75,True,,1,1,1.0,,,,Blur_High,Grey,,,5,idle,,3,idle,,,1,idle,,,13,void,,,15,idle,,,1,idle,
event_bluewaterisland1_06_e_76,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_76,True,Beach_s,1,12,1.0,,,,,,,,5,idle,neon_s,3,idle,,mary_s,1,idle,,pepper_s,13,void,,volt,15,idle,,,1,idle,mary
event_bluewaterisland1_06_e_77,40020,event_bluewaterisland1_06_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_06_e_77,True,,12,12,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,void,,,15,idle,,,,,
event_bluewaterisland1_06_e_78,40020,event_bluewaterisland1_06_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_06_e_78,True,none,1,10,1.0,,,,Blur_High,Grey,black,,5,idle,,3,idle,neon_s,,1,sad,mary_s,,13,void,pepper_s,,15,idle,volt,mary,1,idle,
event_bluewaterisland1_06_e_79,40020,event_bluewaterisland1_06_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_06_e_79,True,,10,10,1.0,,,,Blur_High,Grey,,,5,idle,,3,idle,,,1,sad,,,13,void,,,15,idle,,,1,idle,
event_bluewaterisland1_06_e_80,40020,event_bluewaterisland1_06_e,Speech,unknown,unknown,Locale_SubScenario:event_bluewaterisland1_06_e_80,True,,10,10,1.0,,,,Blur_High,Grey,,,5,idle,,3,idle,,,1,sad,,,13,void,,,15,idle,,,1,idle,
event_bluewaterisland1_06_e_81,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_81,False,,10,1,1.0,,sfx_scn_medhit,Low_2,Blur_High,Grey,,,5,idle,,3,idle,,,1,sad,,,13,void,,,15,idle,,,1,idle,mary
event_bluewaterisland1_06_e_82,40020,event_bluewaterisland1_06_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland1_06_e_82,True,Beach_s,XS_130,XS_1300,1.0,,,,,,black,,5,idle,neon_s,3,idle,,mary_s,1,sad,,pepper_s,13,void,,volt,15,idle,,,,,
event_bluewaterisland1_06_e_83,40020,event_bluewaterisland1_06_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_06_e_83,False,,black,black,1.0,,,,,,,,5,idle,,3,idle,,,1,sad,,,13,void,,,15,idle,,,,,
