id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,jump_target,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,set_filter_02
event_overthehorizon_02_e_15,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_15,True,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,10,100,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_16,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_16,True,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_17,40081,event_overthehorizon_02_e,Choice,Locale_SubScenario:event_overthehorizon_02_e_17,False,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,,event_overthehorizon_02_e_19,,,,,,,,,,
event_overthehorizon_02_e_18,40081,event_overthehorizon_02_e,Choice,Locale_SubScenario:event_overthehorizon_02_e_18,False,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,,event_overthehorizon_02_e_22,,,,,,,,,,
event_overthehorizon_02_e_19,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_19,True,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_20,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_20,True,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_21,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_21,True,,1,idle,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,sora,event_overthehorizon_02_e_24,,,,,,,,,,
event_overthehorizon_02_e_22,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_22,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_23,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_23,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,100,100,1.0,,,sora,sora,event_overthehorizon_02_e_24,,,,,,,,,,
event_overthehorizon_02_e_24,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_24,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,100,10,1.0,,,sky_op,sky_op,,sky_op,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_25,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_25,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,10,10,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_26,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_26,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,10,10,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_27,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_27,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,10,10,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_28,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_28,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,10,10,1.0,,,sora,sora,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_29,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_29,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,10,130,1.0,,,anis,anis,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_30,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_30,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,130,130,1.0,,,anis,anis,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_31,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_31,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,130,130,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_32,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_32,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,130,130,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_33,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_33,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,130,1300,0.5,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_34,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_34,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,1300,1300,1.0,,,anis,anis,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_35,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_35,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,170,170,1.0,,,rapi,rapi,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_36,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_36,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,170,170,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_37,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_37,False,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,170,170,1.0,sfx_scn_elecguitarstrum,,sky_op,,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_38,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_38,True,,1,delight,,13,angry,,15,worry,,17,think,,19,no,,170,1700,1.0,,,sky_op,sky_op,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_39,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_39,True,,1,delight,,13,angry,,15,surprise,,17,think,,19,no,,1700,S_1500,1.0,,,neon,neon,,,OP_leftup,delight2,,,,,,,
event_overthehorizon_02_e_40,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_40,False,,1,delight,,13,angry,,15,surprise,,17,think,,19,no,,black,black,1.0,sfx_scn_explosionnear,,neon,,,,OP_leftup,delight2,sky_op,,,,,,
event_overthehorizon_02_e_41,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_41,False,,1,idle,,13,angry,,15,surprise,,17,think,,19,no,,black,black,1.0,,none,neon,,,,,,,,,,,,
event_overthehorizon_02_e_42,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_42,True,,1,idle,,13,angry,,15,surprise,,17,think,,19,no,,S_150,S_1500,0.5,,,neon,neon,,,,,,,,,,,
event_overthehorizon_02_e_43,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_43,True,,1,idle,,13,angry,,15,surprise,,17,think,,19,no,,190,190,1.0,,,cielo,cielo,,,,,,,,,,,
event_overthehorizon_02_e_44,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_44,False,,1,idle,,13,angry,,15,surprise,,17,think,,19,no,,190,1900,1.5,,,cielo,,,,,,,Blur_Low,,,,,
event_overthehorizon_02_e_45,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_45,False,,1,idle,,13,angry,,15,surprise,,17,think,,19,no,,130,1300,1.5,,,anis,,,,,,,Blur_Middle,,,,,
event_overthehorizon_02_e_46,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_46,False,,1,idle,,13,angry,,15,surprise,,17,angry,,19,no,,170,1700,1.5,,,rapi,,,,,,,Blur_Middle,,,,,
event_overthehorizon_02_e_47,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_47,False,,1,idle,,13,angry,,15,no,,17,angry,,19,no,,S_150,S_1500,1.5,,,neon,,,,,,,Blur_High,,,,,
event_overthehorizon_02_e_48,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_48,False,,1,idle,,13,angry,,15,no,,17,angry,,19,no,,black,black,1.0,,,sora,,,,,,,,,,,,
event_overthehorizon_02_e_49,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_49,False,,1,idle,,13,angry,,15,no,,17,angry,,19,no,,black,black,1.0,,bgm_recognition_underworld,sora,,,,,,,,,,,,
event_overthehorizon_02_e_50,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_50,False,,1,idle,,13,angry,,15,no,,17,angry,,19,no,,black,black,1.0,,,sora,,,,,,,,,,,,
event_overthehorizon_02_e_51,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_51,False,,1,idle,,13,angry,,15,no,,17,angry,,19,no,,black,black,1.0,,,sora,,,,,,,,anis,neon,rapi,cielo,
event_overthehorizon_02_e_52,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_52,False,,1,idle,,,,,,,,,,,,,,100,10,1.0,,,sora,,,,,,,,,,,,
event_overthehorizon_02_e_53,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_53,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,,,,,,
event_overthehorizon_02_e_54,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_54,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,,,,,,
event_overthehorizon_02_e_55,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_55,False,,1,surp2,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_56,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_56,True,,1,surp2,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,,,,,,
event_overthehorizon_02_e_57,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_57,False,,1,surp2,,,,,,,,,,,,,,10,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_58,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_58,False,,1,surp2,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_59,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_59,False,,1,surp2,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_60,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_60,True,,1,surp2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_61,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_61,False,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_62,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_62,False,,1,idle2,,,,,,,,,,,,,,100,100,1.0,sfx_scn_beltoff,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_63,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_63,False,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_64,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_64,True,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_65,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_65,True,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_66,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_66,False,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_67,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_67,False,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_68,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_68,True,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_69,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_69,True,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_70,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_70,True,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_71,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_71,False,,1,idle2,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_72,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_72,True,,1,idle2,,,,,,,,,,,,,,100,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_73,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_73,False,,1,idle2,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_74,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_74,False,,1,idle2,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_75,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_75,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_76,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_76,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_77,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_77,True,,1,idle,,,,,,,,,,,,,,10,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_78,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_78,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_79,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_79,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_80,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_80,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_81,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_81,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,sfx_scn_rustle,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_82,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_82,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_83,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_83,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,sfx_scn_cape,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_84,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_84,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,none,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_85,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_85,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_86,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_86,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,sfx_scn_kiss,bgm_frostpillar,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_87,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_87,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_88,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_88,False,,1,idle,,,,,,,,,,,,,,100,10,0.5,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_89,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_89,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_90,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_90,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_91,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_91,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_92,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_92,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_93,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_93,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,sfx_scn_kiss,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_94,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_94,True,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_95,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_95,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,sfx_scn_kiss,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_96,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_96,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_97,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_97,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_98,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_98,True,,1,idle,,,,,,,,,,,,,,black,black,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_99,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_99,False,,1,idle,,,,,,,,,,,,,,black,black,1.0,sfx_scn_cape,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_100,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_100,False,,1,idle,,,,,,,,,,,,,,10,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_101,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_101,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_102,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_102,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_103,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_103,False,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_104,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_104,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_105,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_105,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_106,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_106,True,,1,idle,,,,,,,,,,,,,,100,100,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_107,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_107,True,,1,idle,,,,,,,,,,,,,,100,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_108,40081,event_overthehorizon_02_e,Speech,Locale_SubScenario:event_overthehorizon_02_e_108,True,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,sora,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_109,40081,event_overthehorizon_02_e,Self,Locale_SubScenario:event_overthehorizon_02_e_109,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_110,40081,event_overthehorizon_02_e,Monologue,Locale_SubScenario:event_overthehorizon_02_e_110,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,,,sora,,,,,,,Vignetting,,,,,
event_overthehorizon_02_e_111,40081,event_overthehorizon_02_e,Narration,Locale_SubScenario:event_overthehorizon_02_e_111,False,,1,idle,,,,,,,,,,,,,,10,10,1.0,sfx_scn_swallow,,sora,,,,,,,Vignetting,,,,,
