id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,fade,play_sound
event_darkhero_05_s_15,40047,event_darkhero_05_s,Monologue,exia_op,Locale_SubScenario:event_darkhero_05_s_15,False,,OP_center,idle,,1,1,1.0,,,,,,,,
event_darkhero_05_s_16,40047,event_darkhero_05_s,Monologue,trony,Locale_SubScenario:event_darkhero_05_s_16,False,,OP_leftup,idle,,1,1,1.0,,,trony,1,idle,,,
event_darkhero_05_s_17,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_17,True,,OP_leftup,idle,,1,1,1.0,,trony,,1,idle,,,
event_darkhero_05_s_18,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_18,False,,OP_leftup,idle,,1,10,0.5,,trony,,1,surprise,,,
event_darkhero_05_s_19,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_19,True,,OP_leftup,idle,,10,10,1.0,,trony,,1,surprise,,,
event_darkhero_05_s_20,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_20,True,,OP_leftup,surprise,,10,10,1.0,,exia_op,,1,surprise,,,
event_darkhero_05_s_21,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_21,True,,OP_leftup,surprise,,10,10,1.0,,trony,,1,surprise,,,
event_darkhero_05_s_22,40047,event_darkhero_05_s,Self,trony,Locale_SubScenario:event_darkhero_05_s_22,False,,OP_leftup,surprise,,10,10,1.0,,,,1,surprise,,,
event_darkhero_05_s_23,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_23,True,,OP_leftup,surprise,,10,10,1.0,,trony,,1,surprise,,,
event_darkhero_05_s_24,40047,event_darkhero_05_s,Self,trony,Locale_SubScenario:event_darkhero_05_s_24,False,,OP_leftup,surprise,,10,10,1.0,,,,1,surprise,,,
event_darkhero_05_s_25,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_25,True,,OP_leftup,surprise,,10,10,1.0,,trony,,1,surprise,,,
event_darkhero_05_s_26,40047,event_darkhero_05_s,Self,trony,Locale_SubScenario:event_darkhero_05_s_26,False,,OP_leftup,surprise,,10,10,1.0,,,,1,surprise,,,
event_darkhero_05_s_27,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_27,True,,OP_leftup,idle,,10,10,1.0,,exia_op,,1,surprise,,,
event_darkhero_05_s_28,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_28,True,,OP_leftup,idle,,10,10,1.0,,exia_op,,1,surprise,,,
event_darkhero_05_s_29,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_29,True,,OP_leftup,idle,,10,10,1.0,,exia_op,,1,surprise,,,
event_darkhero_05_s_30,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_30,False,,OP_leftup,idle,,10,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_31,40047,event_darkhero_05_s,Self,trony,Locale_SubScenario:event_darkhero_05_s_31,False,,OP_leftup,idle,,10,10,1.0,,,,1,idle,,,
event_darkhero_05_s_32,40047,event_darkhero_05_s,Monologue,trony,Locale_SubScenario:event_darkhero_05_s_32,False,,OP_leftup,idle,,10,100,1.0,,,,1,idle,,,
event_darkhero_05_s_33,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_33,True,,OP_leftup,idle,,100,1,2.0,,trony,,1,idle,,,
event_darkhero_05_s_34,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_34,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_35,40047,event_darkhero_05_s,Self,exia_op,Locale_SubScenario:event_darkhero_05_s_35,False,,OP_leftup,idle,,1,1,1.0,,,,1,idle,,,
event_darkhero_05_s_36,40047,event_darkhero_05_s,Self,exia_op,Locale_SubScenario:event_darkhero_05_s_36,False,,OP_leftup,idle,,1,1,1.0,,,,1,idle,,,
event_darkhero_05_s_37,40047,event_darkhero_05_s,Self,exia_op,Locale_SubScenario:event_darkhero_05_s_37,False,,OP_leftup,idle,,1,1,1.0,,,,1,idle,,,
event_darkhero_05_s_38,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_38,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_39,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_39,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_40,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_40,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_41,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_41,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_42,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_42,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_43,40047,event_darkhero_05_s,Self,trony,Locale_SubScenario:event_darkhero_05_s_43,False,,OP_leftup,idle,,1,1,1.0,,,,1,idle,,,
event_darkhero_05_s_44,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_44,True,,OP_leftup,idle,,1,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_45,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_45,True,,OP_leftup,delight,,10,10,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_46,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_46,True,,OP_leftup,delight,,10,10,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_47,40047,event_darkhero_05_s,Monologue,exia_op,Locale_SubScenario:event_darkhero_05_s_47,False,,OP_leftup,delight,SchoolCorridor,black,black,1.0,,,,1,idle,exia_op,black,
event_darkhero_05_s_48,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_48,True,exia_op,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_49,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_49,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_50,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_50,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_51,40047,event_darkhero_05_s,Self,exia_op,Locale_SubScenario:event_darkhero_05_s_51,False,,OP_leftup,idle,,1,1,1.0,,,,1,idle,,,
event_darkhero_05_s_52,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_52,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_53,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_53,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_54,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_54,True,,OP_leftup,idle,,1,1,1.0,,trony,,1,idle,,,
event_darkhero_05_s_55,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_55,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_56,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_56,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_57,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_57,True,,OP_leftup,idle,,1,1,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_58,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_58,True,,OP_leftup,idle,,1,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_59,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_59,True,,OP_leftup,idle,,10,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_60,40047,event_darkhero_05_s,Monologue,trony,Locale_SubScenario:event_darkhero_05_s_60,False,,OP_leftup,idle,,10,10,1.0,,,,1,idle,,,sfx_scn_gamepad
event_darkhero_05_s_61,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_61,True,,OP_leftup,idle,,10,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_62,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_62,True,,OP_leftup,idle,,10,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_63,40047,event_darkhero_05_s,Monologue,trony,Locale_SubScenario:event_darkhero_05_s_63,False,,OP_leftup,idle,,10,10,1.0,,,,1,idle,,,
event_darkhero_05_s_64,40047,event_darkhero_05_s,Monologue,trony,Locale_SubScenario:event_darkhero_05_s_64,False,,OP_leftup,idle,,black,black,1.0,none,,,1,idle,,,sfx_scn_lightout
event_darkhero_05_s_65,40047,event_darkhero_05_s,Monologue,trony,Locale_SubScenario:event_darkhero_05_s_65,False,,OP_leftup,idle,SchoolCorridor_n,10,10,1.0,,,,1,idle,,,
event_darkhero_05_s_66,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_66,True,,OP_leftup,surprise,,10,10,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_67,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_67,True,,OP_leftup,surprise,,10,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_68,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_68,True,,OP_leftup,surprise,,10,10,1.0,,trony,,1,idle,,,
event_darkhero_05_s_69,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_69,True,,OP_leftup,surprise,,10,100,1.0,,trony,,1,idle,,,
event_darkhero_05_s_70,40047,event_darkhero_05_s,Monologue,exia_op,Locale_SubScenario:event_darkhero_05_s_70,False,,OP_leftup,surprise,,100,100,1.0,,,,1,idle,,,
event_darkhero_05_s_71,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_71,True,,OP_leftup,delight,,100,100,1.0,bgm_story_heynewbie,exia_op,,1,idle,,,
event_darkhero_05_s_72,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_72,True,,OP_leftup,delight,,100,100,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_73,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_73,True,,OP_leftup,delight,,100,100,1.0,,exia_op,,1,idle,,,
event_darkhero_05_s_74,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_74,True,,OP_leftup,delight,,100,100,1.0,,trony,,1,no,,,
event_darkhero_05_s_75,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_75,False,,OP_leftup,delight,,100,100,1.0,,exia_op,,1,no,,,
event_darkhero_05_s_76,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_76,True,,OP_leftup,delight,,100,100,1.0,,trony,,1,no,,,
event_darkhero_05_s_77,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_77,False,,OP_leftup,delight,,100,100,1.0,,exia_op,,1,no,,,
event_darkhero_05_s_78,40047,event_darkhero_05_s,Speech,trony,Locale_SubScenario:event_darkhero_05_s_78,True,,OP_leftup,delight,,100,1,1.0,,trony,,1,surprise,,,
event_darkhero_05_s_79,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_79,True,,OP_leftup,surprise,,1,1,1.0,,exia_op,,1,surprise,,,
event_darkhero_05_s_80,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_80,True,,OP_leftup,surprise,,1,1,1.0,,exia_op,,1,surprise,,,
event_darkhero_05_s_81,40047,event_darkhero_05_s,Speech,exia_op,Locale_SubScenario:event_darkhero_05_s_81,True,,OP_leftup,delight,,1,1,1.0,,exia_op,,1,surprise,,,
