id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,fade,play_sound
event_icedragonsaga1_04_s_27,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_27,True,,1,worry,,13,worry,,XS_130,14,1.0,,,3,no,vesti_c,15,idle,,,
event_icedragonsaga1_04_s_28,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_28,True,,1,worry,,13,worry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_29,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_29,True,,1,worry,,13,worry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_30,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_30,True,,1,worry,,13,angry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_31,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_31,True,,1,worry,,13,angry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_32,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_32,True,,1,worry,,13,angry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_33,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_33,True,,1,worry,,13,worry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_34,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_34,True,,1,worry,,13,worry,,14,14,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_35,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_35,True,,1,worry,,13,worry,,14,12,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_36,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_36,True,,1,worry,,13,worry,,12,12,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_37,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_37,True,,1,worry,,13,angry,,12,12,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_38,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_38,True,,1,worry,,13,angry,,12,L_10,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_39,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_39,True,,1,worry,,13,angry,,L_10,L_10,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_40,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_40,True,,1,worry,,13,angry,,L_10,L_10,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_41,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_41,True,,1,worry,,13,angry,,L_10,L_10,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_42,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_42,True,,1,worry,,13,angry,,XS_150,XS_150,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_43,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_43,True,,1,worry,,13,angry,,XS_150,XS_150,1.0,,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_44,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_44,True,,1,shy,,13,angry,,L_10,L_10,1.0,none,,3,no,,15,idle,,,
event_icedragonsaga1_04_s_45,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_45,True,,1,shy,,13,idle,,black,black,1.0,event_bgm_icedragonsaga_adventure,,3,idle,,3,idle,privaty_m,black,
event_icedragonsaga1_04_s_46,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_46,True,,1,shy,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_47,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_47,True,,1,shy,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_48,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_48,True,,1,shy,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_49,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_49,True,,1,shy,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_50,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_50,True,,1,shy,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_51,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_51,True,,1,no,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_52,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_52,True,,1,surprise,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_53,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_53,True,,1,surprise,,13,idle,,2,2,1.0,,,,,,3,delight,,,
event_icedragonsaga1_04_s_54,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_54,True,,1,surprise,,13,idle,,2,2,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_55,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_55,True,,1,worry,,13,idle,,2,2,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_56,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_56,True,,1,worry,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_57,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_57,True,,1,worry,,13,idle,,2,2,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_58,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_58,False,,1,idle,,13,idle,,2,L_10,0.7,,,,,,3,idle,,,
event_icedragonsaga1_04_s_59,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_59,True,,1,idle,,13,idle,,L_10,L_10,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_60,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_60,True,,1,idle,,13,idle,,L_10,L_10,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_61,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_61,True,,1,idle,,13,idle,,L_10,L_10,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_62,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_62,True,,1,idle,,13,idle,,L_10,L_10,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_63,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_63,True,,1,idle,,13,idle,,L_10,L_10,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_64,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_64,True,,1,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_65,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_65,True,,1,shy,,13,idle,,L_10,L_100,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_66,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_66,True,,1,shy,,13,idle,,L_100,L_100,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_67,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_67,True,,1,idle,,13,idle,,L_100,L_100,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_68,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_68,True,,1,idle,,13,idle,,L_100,L_100,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_69,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_69,True,,1,idle,,13,idle,,L_100,L_100,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_70,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_70,True,,1,idle,,13,idle,,L_100,L_100,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_71,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_71,True,,1,idle,,13,idle,,XS_300,XS_300,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_72,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_72,True,,1,delight,,13,idle,,L_100,L_100,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_73,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_73,True,,1,delight,,13,idle,,L_100,L_100,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_74,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_74,True,,1,delight,,13,idle,,XS_300,XS_300,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_75,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_75,False,,1,shy,,13,idle,,L_100,1,1.5,none,,,,,3,shy,,,
event_icedragonsaga1_04_s_76,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_76,True,,1,worry,,13,idle,,1,12,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_77,40064,event_icedragonsaga1_04_s,Speech,guillotine_w_no,guillotine_w_no,Locale_MainScenario:event_icedragonsaga1_04_s_77,True,,1,worry,,13,idle,,12,12,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_78,40064,event_icedragonsaga1_04_s,Speech,maiden_w,maiden_w,Locale_MainScenario:event_icedragonsaga1_04_s_78,True,,1,worry,,13,idle,,12,12,1.0,,,,,,3,shy,,,
event_icedragonsaga1_04_s_79,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_79,True,,1,worry,,13,idle,,12,3,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_80,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_80,True,,1,worry,,13,idle,,3,3,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_81,40064,event_icedragonsaga1_04_s,Speech,vesti_c,vesti_c,Locale_MainScenario:event_icedragonsaga1_04_s_81,True,,1,worry,,13,idle,,3,3,1.0,,,,,,3,idle,,,
event_icedragonsaga1_04_s_82,40064,event_icedragonsaga1_04_s,Narration,,,Locale_MainScenario:event_icedragonsaga1_04_s_82,False,,1,worry,,13,idle,,black,black,1.0,,,,,,3,idle,,,sfx_scn_retropartyexcept
