id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,fade
event_ce006_1_01_e_21,40079,event_ce006_1_01_e,Self,ce006_01,,Locale_MainScenario:event_ce006_1_01_e_21,False,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,30,30,1.0,,,,,,,,,,,,
event_ce006_1_01_e_22,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_22,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,30,30,1.0,,,,,,,,,,,,
event_ce006_1_01_e_23,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_23,True,,7,no,,5,idle,,3,no,,1,think,,13,void,,15,idle,,30,2,1.3,,,,,,,,,,,,
event_ce006_1_01_e_24,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_24,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_25,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_25,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,6,6,1.0,,,,,,,,,,,,
event_ce006_1_01_e_26,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_26,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,6,6,1.0,,,,,,,,,,,,
event_ce006_1_01_e_27,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_27,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_28,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_28,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,6,6,1.0,,,,,,,,,,,,
event_ce006_1_01_e_29,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_29,True,,7,sad,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,6,6,1.0,,,,,,,,,,,,
event_ce006_1_01_e_30,40079,event_ce006_1_01_e,Self,ce006_03,,Locale_MainScenario:event_ce006_1_01_e_30,False,,7,sad,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,6,2,1.5,,,,,,,,,,,,
event_ce006_1_01_e_31,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_31,True,,7,sad,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_32,40079,event_ce006_1_01_e,Self,rapi,,Locale_MainScenario:event_ce006_1_01_e_32,False,,7,sad,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_33,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_33,True,,7,sad,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_34,40079,event_ce006_1_01_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_01_e_34,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,14,14,1.5,,,,,,,,,,,,
event_ce006_1_01_e_35,40079,event_ce006_1_01_e,Speech,neon,neon,Locale_MainScenario:event_ce006_1_01_e_35,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,14,14,1.0,,,,,,,,,,,,
event_ce006_1_01_e_36,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_36,False,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_37,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_37,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,none,,,,,,,,,,,
event_ce006_1_01_e_38,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_38,True,,7,no,,5,idle,,3,no,,1,idle,,13,void,,15,idle,,2,2,1.0,,,,,,,,,,,,
event_ce006_1_01_e_39,40079,event_ce006_1_01_e,Narration,rapi,,Locale_MainScenario:event_ce006_1_01_e_39,False,,7,no,,5,idle,,3,no,,13,idle,,15,void,,17,idle,EventScene_memoriesteller_01,black,black,1.0,collab_bgm_sb_camp_01,,,,,ce006_03,ce006_npc_01,ce006_01,rapi,anis,neon,black
event_ce006_1_01_e_40,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_40,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_02,memoriesteller_01_01,1.5,,,,,,,,,,,,
event_ce006_1_01_e_41,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_41,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_01,1.0,,,,,,,,,,,,
event_ce006_1_01_e_42,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_42,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_01,1.0,,,,,,,,,,,,
event_ce006_1_01_e_43,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_43,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_01,1.0,,,,,,,,,,,,
event_ce006_1_01_e_44,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_44,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_01,1.0,,,,,,,,,,,,
event_ce006_1_01_e_45,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_45,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_01,1.0,,,,,,,,,,,,
event_ce006_1_01_e_46,40079,event_ce006_1_01_e,Monologue,rapi,,Locale_MainScenario:event_ce006_1_01_e_46,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_01,1.0,,,,,,,,,,,,
event_ce006_1_01_e_47,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_47,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_01,memoriesteller_01_03,1.5,,,,,,,,,,,,
event_ce006_1_01_e_48,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_48,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_49,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_49,False,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_50,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_50,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_51,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_51,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_52,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_52,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_53,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_53,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_54,40079,event_ce006_1_01_e,Speech,roam,roam,Locale_MainScenario:event_ce006_1_01_e_54,True,,,,,,,,,,,,,,,,,,,,memoriesteller_01_03,memoriesteller_01_03,1.0,,,,,,,,,,,,
event_ce006_1_01_e_55,40079,event_ce006_1_01_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_01_e_55,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_ce006_1_01_e_56,40079,event_ce006_1_01_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_01_e_56,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_ce006_1_01_e_57,40079,event_ce006_1_01_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_01_e_57,False,,,,,,,,,,,,,,,,,,,,black,black,1.0,,,,,,,,,,,,
event_ce006_1_01_e_58,40079,event_ce006_1_01_e,Monologue,roam,,Locale_MainScenario:event_ce006_1_01_e_58,False,ce006_03,7,no,ce006_npc_01,5,idle,ce006_01,3,no,rapi,13,idle,anis,15,void,neon,17,idle,artcity_d,black,black,1.0,,roam,1,idle,,,,,,,,
event_ce006_1_01_e_59,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_59,True,,7,no,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,black
event_ce006_1_01_e_60,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_60,True,,7,sad,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_61,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_61,True,,7,sad,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,4,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_62,40079,event_ce006_1_01_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_01_e_62,True,,7,sad,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,16,16,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_63,40079,event_ce006_1_01_e,Speech,neon,neon,Locale_MainScenario:event_ce006_1_01_e_63,True,,7,sad,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,16,16,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_64,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_64,True,,7,sad,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,16,14,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_65,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_65,True,,7,sad,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_66,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_66,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_67,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_67,False,,7,special,,5,think,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_68,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_68,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_69,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_69,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_70,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_70,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_71,40079,event_ce006_1_01_e,Self,ce006_npc_01,,Locale_MainScenario:event_ce006_1_01_e_71,False,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_72,40079,event_ce006_1_01_e,Self,ce006_npc_01,,Locale_MainScenario:event_ce006_1_01_e_72,False,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_73,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_73,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_74,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_74,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_75,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_75,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_76,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_76,True,,7,special,,5,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_77,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_77,True,,5,special,,7,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_78,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_78,True,,5,special,,7,idle,,3,no,,13,idle,,15,void,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_79,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_79,True,,5,special,,7,idle,,3,no,,13,idle,,15,void,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_80,40079,event_ce006_1_01_e,Speech,anis,anis,Locale_MainScenario:event_ce006_1_01_e_80,True,,5,special,,7,idle,,3,no,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_81,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_81,True,,5,special,,7,idle,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_82,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_82,True,,5,special,,7,idle,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_83,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_83,True,,5,special,,7,idle,,3,no,,13,think,,15,idle,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_84,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_84,True,,5,sad,,7,idle,,3,no,,13,think,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_85,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_85,True,,5,sad,,7,idle,,3,no,,13,think,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_86,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_86,True,,5,sad,,7,idle,,3,idle,,13,think,,15,idle,,17,idle,,6,4,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_87,40079,event_ce006_1_01_e,Speech,rapi,rapi,Locale_MainScenario:event_ce006_1_01_e_87,True,,5,sad,,7,idle,,3,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_88,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_88,True,,5,sad,,7,idle,,3,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_89,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_89,True,,5,no,,7,idle,,3,idle,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_90,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_90,True,,5,no,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_91,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_91,True,,5,no,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,4,4,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_92,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_92,True,,5,no,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,4,6,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_93,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_93,True,,5,no,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_94,40079,event_ce006_1_01_e,Self,ce006_npc_01,,Locale_MainScenario:event_ce006_1_01_e_94,False,,5,no,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_95,40079,event_ce006_1_01_e,Self,ce006_npc_01,,Locale_MainScenario:event_ce006_1_01_e_95,False,,5,no,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_96,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_96,True,,5,idle,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_97,40079,event_ce006_1_01_e,Self,ce006_03,,Locale_MainScenario:event_ce006_1_01_e_97,False,,5,idle,,7,idle,,3,think,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_98,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_98,True,,5,idle,,7,idle,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_99,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_99,True,,5,special,,7,idle,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_100,40079,event_ce006_1_01_e,Speech,ce006_npc_01,ce006_npc_01,Locale_MainScenario:event_ce006_1_01_e_100,True,,5,special,,7,delight,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_101,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_101,True,,5,delight,,7,delight,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_102,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_102,True,,5,delight,,7,delight,,3,no,,13,idle,,15,idle,,17,idle,,30,30,1.3,,,1,idle,,,,,,,,
event_ce006_1_01_e_103,40079,event_ce006_1_01_e,Speech,ce006_01,ce006_01,Locale_MainScenario:event_ce006_1_01_e_103,True,,5,delight,,7,delight,,3,no,,13,idle,,15,idle,,17,idle,,30,30,1.0,,,1,idle,,,,,,,,
event_ce006_1_01_e_104,40079,event_ce006_1_01_e,Speech,ce006_03,ce006_03,Locale_MainScenario:event_ce006_1_01_e_104,True,,5,no,,7,delight,,3,no,,13,idle,,15,idle,,17,idle,,6,6,1.0,,,1,idle,,,,,,,,
