id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
re_event_ce02_1_01_e_13,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_13,True,,1,void,,3,idle,,5,idle,,100,100,1.0,,,,,,,,,,
re_event_ce02_1_01_e_14,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_14,True,,1,void,,3,idle,,5,idle,,100,100,1.0,,c1002_01,13,idle,6000d_01,15,idle,b0006_01,17,idle
re_event_ce02_1_01_e_15,40082,re_event_ce02_1_01_e,Monologue,,,Locale_SubScenario:event_ce02_1_01_e_15,False,,1,void,,3,idle,,5,idle,,100,1315,2.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_16,40082,re_event_ce02_1_01_e,Monologue,,,Locale_SubScenario:event_ce02_1_01_e_16,False,,1,void,,3,idle,,5,idle,,1315,1517,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_17,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_17,True,,1,void,,3,idle,,5,idle,,1517,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_18,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_18,True,,1,void,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_19,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_19,True,,1,void,,3,idle,,5,idle,,130,1300,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_20,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_20,True,,1,worry,,3,idle,,5,idle,,100,100,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_21,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_21,True,,1,worry,,3,idle,,5,idle,,100,100,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_22,40082,re_event_ce02_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_e_22,True,,1,worry,,3,idle,,5,idle,,300,300,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_23,40082,re_event_ce02_1_01_e,Self,,,Locale_SubScenario:event_ce02_1_01_e_23,False,,1,worry,,3,idle,,5,idle,,300,300,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_24,40082,re_event_ce02_1_01_e,Monologue,,,Locale_SubScenario:event_ce02_1_01_e_24,False,,1,,,3,idle,,5,idle,,black,black,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_25,40082,re_event_ce02_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_e_25,True,,1,void,,3,idle,,5,idle,,300,300,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_26,40082,re_event_ce02_1_01_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_01_e_26,True,,1,void,,3,idle,,5,idle,,300,30,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_27,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_27,True,,1,void,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_28,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_28,True,,1,void,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_29,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_29,True,,1,void,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_30,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_30,True,,1,void,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_31,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_31,True,,1,void,,3,idle,,5,idle,,130,10,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_32,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_32,True,,1,void,,3,idle,,5,idle,,10,10,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_33,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_33,True,,1,void,,3,idle,,5,idle,,10,10,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_34,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_34,True,,1,void,,3,idle,,5,idle,,10,10,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_35,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_35,True,,1,void,,3,idle,,5,idle,,10,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_36,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_36,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_37,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_37,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_38,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_38,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_39,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_39,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_40,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_40,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_41,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_41,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_42,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_42,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_43,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_43,True,,1,void,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_44,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_44,True,,1,idle,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_45,40082,re_event_ce02_1_01_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_01_e_45,True,,1,worry,,3,idle,,5,idle,,113,113,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_46,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_46,True,,1,worry,,3,idle,,5,idle,,113,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_47,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_47,True,,1,worry,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_48,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_48,True,,1,worry,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_49,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_49,True,,1,worry,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_50,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_50,True,,1,worry,,3,idle,,5,idle,,130,1517,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_51,40082,re_event_ce02_1_01_e,Self,,,Locale_SubScenario:event_ce02_1_01_e_51,False,,1,worry,,3,idle,,5,idle,,1517,1517,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_52,40082,re_event_ce02_1_01_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_01_e_52,True,,1,worry,,3,idle,,5,idle,,1517,1517,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_53,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_53,True,,1,worry,,3,idle,,5,idle,,1517,13,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_54,40082,re_event_ce02_1_01_e,Self,,,Locale_SubScenario:event_ce02_1_01_e_54,False,,1,worry,,3,idle,,5,idle,,13,13,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_55,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_55,True,,1,worry,,3,idle,,5,idle,,13,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_56,40082,re_event_ce02_1_01_e,Self,,,Locale_SubScenario:event_ce02_1_01_e_56,False,,1,worry,,3,idle,,5,idle,,130,130,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_57,40082,re_event_ce02_1_01_e,Speech,b0006_01,b0006_01,Locale_SubScenario:event_ce02_1_01_e_57,False,,1,worry,,3,idle,,5,idle,,170,170,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_58,40082,re_event_ce02_1_01_e,Speech,6000d_01,6000d_01,Locale_SubScenario:event_ce02_1_01_e_58,False,,1,worry,,3,idle,,5,idle,,150,150,1.0,,,13,idle,,15,idle,,17,idle
re_event_ce02_1_01_e_59,40082,re_event_ce02_1_01_e,Speech,c1002_01,c1002_01,Locale_SubScenario:event_ce02_1_01_e_59,True,,1,worry,,3,idle,,5,idle,,130,130,,,,13,idle,,15,idle,,17,idle
