id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim
event_absolute1_01_s_11,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_11,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_12,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_12,True,,2,2,1.0,,,soldiereg,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_13,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_13,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_14,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_14,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_15,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_15,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_16,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_16,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_17,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_17,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_18,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_18,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_19,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_19,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_20,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_20,True,,2,2,1.0,,,scarecommander,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_21,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_21,False,,2,10,1.3,,,soldiereg,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_22,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_22,True,,10,10,1.0,,,soldiereg,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_23,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_23,True,,10,10,1.0,,,soldiereg,,,1,idle,,,13,idle,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_24,40086,event_absolute1_01_s,Speech,soldierfa,Locale_MainScenario:event_absolute1_01_s_24,False,,black,black,1.0,,,soldierfa,,,1,idle,,,13,idle,soldierfa,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_25,40086,event_absolute1_01_s,Narration,soldierfa,Locale_MainScenario:event_absolute1_01_s_25,False,,black,black,1.0,sfx_scn_runaway,,,,,1,idle,,,,,,,,,,,,,,,3,idle,,,,
event_absolute1_01_s_26,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_26,True,,10,10,1.3,,,soldiereg,,,1,idle,,,,,,soldierow,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_27,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_27,False,,17,170,1.3,,,,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_28,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_28,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_29,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_29,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_30,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_30,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_31,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_31,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_32,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_32,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_33,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_33,True,,10,2,1.3,,,scarecommander,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_34,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_34,True,,2,2,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_35,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_35,False,IceLand_02,black,black,1.0,,,,,,1,idle,soldiereg,,,,,,17,idle,soldierow,,,,,,3,idle,scarecommander,,,
event_absolute1_01_s_36,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_36,False,,2,2,1.0,,,,black,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_37,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_37,False,,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_38,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_38,False,IceLand_03,black,black,1.0,,,,,soldiereg,1,idle,,,,,,soldierow,17,idle,,,,,,scarecommander,3,idle,,,,
event_absolute1_01_s_39,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_39,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_40,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_40,True,,10,10,1.0,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_41,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_41,True,,10,100,1.3,,,soldiereg,,,1,idle,,,,,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_42,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_42,False,,black,black,1.0,sfx_scn_c092_fire,none,,,,1,idle,soldiereg,soldierfa,13,idle,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_43,40086,event_absolute1_01_s,Narration,soldiereg,Locale_MainScenario:event_absolute1_01_s_43,False,,black,black,1.0,,,,,,,,,,13,idle,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_44,40086,event_absolute1_01_s,Speech,soldierfa,Locale_MainScenario:event_absolute1_01_s_44,True,,13,130,1.3,,,soldierfa,,,,,,,13,idle,,,17,idle,,,,,,,3,idle,,,,
event_absolute1_01_s_45,40086,event_absolute1_01_s,Narration,soldierfa,Locale_MainScenario:event_absolute1_01_s_45,False,,black,black,1.0,,,,,,,,,,13,idle,soldierfa,,17,idle,soldierow,,,,,,3,idle,,,,
event_absolute1_01_s_46,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_46,True,Elevator,black,black,1.0,,bgm_story_ambush,eunhwa_t,black,eunhwa_t,1,idle,,vesti_t,13,idle,,emma_t,3,idle,,,,,,,15,idle,scarecommander,,,
event_absolute1_01_s_47,40086,event_absolute1_01_s,Speech,signal_op,Locale_MainScenario:event_absolute1_01_s_47,True,,2,2,1.0,,,signal_op,,,1,idle,,,13,idle,,,3,idle,,signal_op,OP_leftup,idle,,,,,,,,
event_absolute1_01_s_48,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_48,True,,2,2,1.0,,,emma_t,,,1,idle,,,13,idle,,,3,idle,,,OP_leftup,idle,,,,,,,,
event_absolute1_01_s_49,40086,event_absolute1_01_s,Speech,signal_op,Locale_MainScenario:event_absolute1_01_s_49,True,,2,2,1.0,,,signal_op,,,1,idle,,,13,idle,,,3,idle,,,OP_leftup,idle,,,,,,,,
event_absolute1_01_s_50,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_50,True,,2,2,1.0,,,emma_t,,,1,idle,,,13,idle,,,3,idle,,,OP_leftup,idle,signal_op,,,,,,,
event_absolute1_01_s_51,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_51,True,,2,2,1.0,,,emma_t,,,1,idle,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_52,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_52,True,,2,12,1.3,,,vesti_t,,,1,idle,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_53,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_53,True,,12,12,1.0,,,eunhwa_t,,,1,angry,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_54,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_54,True,,12,12,1.0,,,vesti_t,,,1,angry,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_55,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_55,True,,30,30,1.0,,,emma_t,,,1,angry,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_56,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_56,True,,12,12,1.0,,,eunhwa_t,,,1,idle,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_57,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_57,True,,12,12,1.0,,,vesti_t,,,1,idle,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_58,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_58,True,,12,2,1.3,,,emma_t,,,1,idle,,,13,idle,,,3,idle,,,,,,,,,,,,
event_absolute1_01_s_59,40086,event_absolute1_01_s,Narration,emma_t,Locale_MainScenario:event_absolute1_01_s_59,False,EventScene_absolute_01_1,black,black,1.0,,,,black,,13,idle,eunhwa_t,,1,idle,vesti_t,,3,idle,emma_t,,,,,,,,,,,
event_absolute1_01_s_60,40086,event_absolute1_01_s,Narration,emma_t,Locale_MainScenario:event_absolute1_01_s_60,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_61,40086,event_absolute1_01_s,Narration,emma_t,Locale_MainScenario:event_absolute1_01_s_61,False,,absolute_04,absolute_05,1.5,sfx_scn_3dive,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_62,40086,event_absolute1_01_s,Narration,emma_t,Locale_MainScenario:event_absolute1_01_s_62,False,,absolute_05,absolute_05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_63,40086,event_absolute1_01_s,Speech,soldiereg,Locale_MainScenario:event_absolute1_01_s_63,True,,absolute_05,absolute_05,1.0,,,soldiereg,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_64,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_64,True,,absolute_05,absolute_05,1.0,,,scarecommander,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_65,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_65,True,,absolute_05,absolute_05,1.0,,,scarecommander,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_66,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_66,True,,absolute_05,absolute_06,1.3,,,eunhwa_t,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_67,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_67,True,,absolute_06,absolute_06,1.0,,,eunhwa_t,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_68,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_68,True,,absolute_06,absolute_06,1.0,,,eunhwa_t,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute1_01_s_69,40086,event_absolute1_01_s,Speech,scarecommander,Locale_MainScenario:event_absolute1_01_s_69,True,IceLand_03,black,black,1.0,,,scarecommander,,eunhwa_t,13,angry,,vesti_t,1,idle,,emma_t,3,idle,,,,,,scarecommander,15,idle,,soldiereg,17,idle
event_absolute1_01_s_70,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_70,True,,14,14,1.0,,,eunhwa_t,,,13,angry,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_71,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_71,True,,14,14,1.0,,,eunhwa_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_72,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_72,True,,30,30,1.0,,,emma_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_73,40086,event_absolute1_01_s,Speech,emma_t,Locale_MainScenario:event_absolute1_01_s_73,True,,30,30,1.0,,,emma_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_74,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_74,True,,12,12,1.0,,,eunhwa_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_75,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_75,True,,12,12,1.0,,,vesti_t,,,13,idle,,,1,surprise,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_76,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_76,True,,12,12,1.0,,,vesti_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_77,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_77,True,,12,12,1.0,,,eunhwa_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_78,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_78,True,,12,12,1.0,,,vesti_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_79,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_79,True,,12,12,1.0,,,eunhwa_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_80,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_80,True,,12,12,1.0,,,eunhwa_t,,,13,idle,,,1,idle,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_81,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_81,True,,12,12,1.0,,,vesti_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_82,40086,event_absolute1_01_s,Speech,vesti_t,Locale_MainScenario:event_absolute1_01_s_82,True,,12,12,1.0,,,vesti_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_83,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_83,True,,12,12,1.0,,,eunhwa_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_84,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_84,True,,12,12,1.0,,,eunhwa_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_85,40086,event_absolute1_01_s,Speech,signal_op,Locale_MainScenario:event_absolute1_01_s_85,True,,12,12,1.0,,,signal_op,,,13,idle,,,1,angry_02,,,3,idle,,signal_op,OP_leftup,idle,,,15,idle,,,17,idle
event_absolute1_01_s_86,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_86,True,,12,130,1.3,,,eunhwa_t,,,13,idle,,,1,angry_02,,,3,idle,,,OP_leftup,idle,signal_op,,15,idle,,,17,idle
event_absolute1_01_s_87,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_87,True,,130,130,1.0,,,eunhwa_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_88,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_88,True,,130,130,1.0,,,eunhwa_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
event_absolute1_01_s_89,40086,event_absolute1_01_s,Speech,eunhwa_t,Locale_MainScenario:event_absolute1_01_s_89,True,,black,black,1.0,,,eunhwa_t,,,13,idle,,,1,angry_02,,,3,idle,,,,,,,15,idle,,,17,idle
