id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,fade,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_redash_prologue_22,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_22,True,,redash_05_1_01,redash_05_1_02,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_23,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_23,False,,redash_05_1_02,redash_05_1_02,1.0,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_24,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_24,False,,redash_05_1_02,redash_05_1_02,1.0,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_25,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_25,False,,redash_05_1_02,redash_05_1_02,1.0,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_26,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_26,False,,redash_05_1_02,redash_05_1_02,1.0,,,,,,,,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_27,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_27,True,,redash_05_1_02,redash_05_1_01,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_28,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_28,True,,redash_05_1_01,redash_05_1_01,1.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_29,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_29,True,,redash_05_1_01,redash_05_1_04,2.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_30,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_30,True,,redash_05_1_04,redash_05_1_04,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_31,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_31,True,,redash_05_1_04,redash_05_1_04,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_32,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_32,True,,redash_05_1_04,redash_05_1_04,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_33,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_33,True,,redash_05_1_04,redash_05_1_04,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_34,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_34,True,,redash_05_1_04,redash_05_1_03,2.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_35,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_35,True,,redash_05_1_03,redash_05_1_03,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_36,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_36,True,,redash_05_1_03,redash_05_1_03,1.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_37,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_37,True,,redash_05_1_03,redash_05_1_03,1.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_38,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_38,True,,redash_05_1_03,redash_05_1_02,2.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_39,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_39,True,,redash_05_1_02,redash_05_1_02,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_40,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_40,True,,redash_05_1_02,redash_05_1_02,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_41,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_41,True,,redash_05_1_02,redash_05_1_01,1.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_42,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_42,True,,redash_05_1_01,redash_05_1_01,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_43,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_43,True,,redash_05_1_01,redash_05_1_01,1.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_44,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_44,True,,redash_05_1_01,redash_05_1_01,1.0,,,,,,redhood,redhood,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_45,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_45,True,,redash_05_1_01,redash_05_1_01,1.0,,,,,,snowwhite_o,snowwhite_o,,,,,,,1,idle,,,,,,,,,,,,,,,,,
event_redash_prologue_46,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_46,False,TechIndoor,black,black,1.0,event_bgm_redash_alldownhill,,redhood,13,idle,,,snowwhite_o,1,no,,,,1,idle,hongryeon_o,3,idle,redash_05_1,black,,,,,,,,,,,,
event_redash_prologue_47,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_47,True,,30,30,1.0,,,,13,idle,hongryeon_o,hongryeon_o,,1,no,,,,,,,3,idle,,,,,,,,,,,,,,
event_redash_prologue_48,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_48,True,,30,30,1.0,,,,13,idle,hongryeon_o,hongryeon_o,,1,no,,,,,,,3,idle,,,,,,,,,,,,,,
event_redash_prologue_49,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_49,True,,30,30,1.0,,,,13,idle,hongryeon_o,hongryeon_o,,1,no,,,,,,,3,idle,,,,,,,,,,,,,,
event_redash_prologue_50,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_50,False,,30,31,1.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,no,,,,,,,3,idle,,,,,,,,,,,,,,
event_redash_prologue_51,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_51,True,,L_30,L_30,1.0,,,,13,idle,rapunzel_o,rapunzel_o,,1,no,,,rapunzel_o,3,smile,,3,idle,,black,hongryeon_o,,,,,,,,,,,
event_redash_prologue_52,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_52,True,,L_30,L_30,1.0,,,,13,idle,rapunzel_o,rapunzel_o,,1,no,,,,3,smile,,,,,,,,,,,,,,,,,
event_redash_prologue_53,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_53,False,,L_30,31,1.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,no,,,,3,smile,,,,,,,,,,,,,,,,,
event_redash_prologue_54,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_54,True,,30,30,1.0,,,,13,idle,dorothy,dorothy,,1,no,,,,3,smile,,,,rapunzel_o,black,,dorothy,3,think,,,,,,,,
event_redash_prologue_55,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_55,True,,30,30,1.0,,,,13,idle,dorothy,dorothy,,1,no,,,,,,,,,,,,,3,think,,,,,,,,
event_redash_prologue_56,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_56,True,,30,30,1.0,,,,13,idle,dorothy,dorothy,,1,no,,,,,,,,,,,,,3,think,,,,,,,,
event_redash_prologue_57,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_57,False,,30,31,1.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,no,,,,,,,,,,,,,3,think,,,,,,,,
event_redash_prologue_58,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_58,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,no,,,,,,,,,,black,,,3,think,dorothy,liliweiss,17,idle,,,,
event_redash_prologue_59,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_59,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,no,,,,,,,,,,,,,,,,,17,idle,,,,
event_redash_prologue_60,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_60,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,no,,,,,,,,,,,,,,,,,17,idle,,,,
event_redash_prologue_61,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_61,True,,113,113,2.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,sad,,,,,,,,,,,,,,,,,17,idle,,,,
event_redash_prologue_62,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_62,True,,113,113,1.0,,,,13,idle,redhood,redhood,,1,sad,,,,,,,,,,,,,,,,,17,idle,,,,
event_redash_prologue_63,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_63,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,sad,,,,,,,,,,,,,,,,,17,idle,,,,
event_redash_prologue_64,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_64,True,,S_10,S_10,1.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,angry,,,,,,,,,,,,,,,,,17,idle,Low_2,,,
event_redash_prologue_65,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_65,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,angry,,,,,,,,,,,,,,,,,17,surprise,,,,
event_redash_prologue_66,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_66,True,BriefingRoom,15,L_150,1.0,,,,13,idle,commander,commander,,1,angry,,,rapunzel_o,3,idle,hongryeon_o,9,idle,,black,,dorothy,5,idle,,,17,surprise,,commander,15,idle
event_redash_prologue_67,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_67,True,,S_10,S_10,1.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,angry,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_68,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_68,True,,S_10,1315,2.0,,,,13,idle,commander,commander,,1,angry,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_69,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_69,True,,1315,1315,1.0,,,,13,worry,redhood,redhood,,1,angry,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_70,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_70,False,,S_10,S_10,1.0,,,,13,worry,snowwhite_o,snowwhite_o,,1,no,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_71,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_71,True,,L_150,L_150,2.0,,,,13,worry,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_72,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_72,True,,130,130,1.0,,,,13,idle,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_73,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_73,True,,L_150,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_74,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_74,False,,S_10,S_10,1.0,,,,13,idle,snowwhite_o,snowwhite_o,,1,no,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_75,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_75,True,,L_150,L_150,1.0,none,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_76,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_76,True,,L_150,L_150,1.0,event_bgm_redash_goddesssquadbriefing,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_77,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_77,False,,90,90,1.0,,,,13,idle,,,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_78,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_78,True,,L_150,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_79,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_79,True,,L_30,L_30,1.0,,,,13,idle,rapunzel_o,rapunzel_o,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_80,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_80,True,,L_150,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_81,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_81,True,,50,50,1.0,,,,13,idle,dorothy,dorothy,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_82,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_82,True,,L_150,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_83,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_83,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_84,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_84,True,,170,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_85,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_85,False,,L_150,15,2.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_86,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_86,True,,15,15,1.0,none,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_87,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_87,True,,15,15,1.0,event_bgm_redash_alldownhill,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_88,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_88,True,,15,1315,1.0,,,,13,idle,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_89,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_89,True,,1315,1315,1.0,,,,13,idle,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_90,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_90,True,,170,170,1.0,,,,13,idle,liliweiss,liliweiss,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,no,,,15,no
event_redash_prologue_91,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_91,False,,130,130,1.0,,,,13,surprise,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,no,,,15,no
event_redash_prologue_92,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_92,False,,170,170,1.0,,,,13,surprise,liliweiss,liliweiss,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,no,,,15,no
event_redash_prologue_93,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_93,True,,50,50,1.0,,,,13,surprise,dorothy,dorothy,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_94,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_94,False,,130,130,1.0,,,,13,no,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_95,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_95,True,,130,130,1.0,,,,13,no,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_96,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_96,True,,130,113,1.0,,,,13,no,snowwhite_o,snowwhite_o,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_97,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_97,True,,113,113,1.0,,,,13,worry,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_98,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_98,True,,113,113,1.0,,,,13,worry,snowwhite_o,snowwhite_o,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_99,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_99,True,,113,113,1.0,,,,13,no,redhood,redhood,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_100,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_100,True,,113,L_150,1.0,none,,,13,no,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_101,40031,event_redash_prologue,Narration,Locale_MainScenario:event_redash_prologue_101,False,,L_150,L_150,1.0,,,,13,idle,,,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_102,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_102,True,,L_150,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_103,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_103,True,,L_150,L_1500,0.5,event_bgm_redash_goddesssquadready,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,idle
event_redash_prologue_104,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_104,False,,L_1500,L_1500,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_105,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_105,True,,L_1500,L_150,1.0,none,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_106,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_106,True,,L_150,L_150,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,idle,,,15,no
event_redash_prologue_107,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_107,True,,L_150,1517,2.0,,,,13,idle,liliweiss,liliweiss,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,delight,,,15,no
event_redash_prologue_108,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_108,False,,1517,1517,1.0,,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,delight,,,15,no
event_redash_prologue_109,40031,event_redash_prologue,Speech,Locale_MainScenario:event_redash_prologue_109,True,,1517,1517,1.0,event_bgm_redash_goddesssquadready,,,13,idle,commander,commander,,1,sad,,,,3,idle,,9,idle,,,,,5,idle,,,17,delight,,,15,idle
