id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
re_event_ce02_3_01_s_19,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_19,True,,130,130,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_20,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_20,True,,130,130,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_21,40082,re_event_ce02_3_01_s,Narration,,,Locale_SubScenario:event_ce02_3_01_s_21,False,,1,1,1.0,,sfx_scn_drawingsword,,,13,idle,,1,"expression_0,idle"
re_event_ce02_3_01_s_22,40082,re_event_ce02_3_01_s,Monologue,,,Locale_SubScenario:event_ce02_3_01_s_22,False,,1,10,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_23,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_23,False,,130,13,0.6,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_24,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_24,True,,10,10,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_25,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_25,True,,10,10,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_26,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_26,True,,10,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_27,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_27,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_28,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_28,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_29,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_29,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_30,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_30,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_31,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_31,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_32,40082,re_event_ce02_3_01_s,Speech,unknown,unknown,Locale_SubScenario:event_ce02_3_01_s_32,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_33,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_33,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_34,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_34,True,,12,12,1.0,,,,,13,idle,,1,think
re_event_ce02_3_01_s_35,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_35,True,,12,12,1.0,,,,,13,idle,,1,think
re_event_ce02_3_01_s_36,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_36,True,,12,130,1.0,,,,,13,idle,,1,think
re_event_ce02_3_01_s_37,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_37,True,,130,130,1.0,,,,,13,idle,,1,think
re_event_ce02_3_01_s_38,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_38,True,,130,130,1.0,,,,,13,idle,,1,think
re_event_ce02_3_01_s_39,40082,re_event_ce02_3_01_s,Narration,,,Locale_SubScenario:event_ce02_3_01_s_39,False,,130,12,0.7,,sfx_scn_2rapturestep,Low_2,,13,idle,,1,think
re_event_ce02_3_01_s_40,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_40,False,,12,12,1.0,,,,,13,idle,,1,angry
re_event_ce02_3_01_s_41,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_41,False,,12,12,1.0,,,,,13,idle,,1,angry
re_event_ce02_3_01_s_42,40082,re_event_ce02_3_01_s,Narration,,,Locale_SubScenario:event_ce02_3_01_s_42,False,,12,12,1.0,,sfx_scn_4rapturestep,Low_2,,13,idle,,1,angry
re_event_ce02_3_01_s_43,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_43,True,,12,12,1.0,,,,,13,idle,,1,angry
re_event_ce02_3_01_s_44,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_44,True,,12,12,1.0,,,,,13,idle,,1,angry
re_event_ce02_3_01_s_45,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_45,True,,12,12,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_46,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_46,True,,12,130,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_47,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_47,True,,130,130,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_48,40082,re_event_ce02_3_01_s,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_01_s_48,True,,10,10,1.0,,,,,13,idle,,1,idle
re_event_ce02_3_01_s_49,40082,re_event_ce02_3_01_s,Speech,product12,product12,Locale_SubScenario:event_ce02_3_01_s_49,True,,130,130,1.0,,,,,13,idle,,1,idle
