id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce004_2_04_e_12,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_12,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_13,40056,event_ce004_2_04_e,Self,marciana,,Locale_SubScenario:event_ce004_2_04_e_13,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_14,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_14,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_15,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_15,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_16,40056,event_ce004_2_04_e,Self,marciana,,Locale_SubScenario:event_ce004_2_04_e_16,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_17,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_17,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_18,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_18,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_19,40056,event_ce004_2_04_e,Self,marciana,,Locale_SubScenario:event_ce004_2_04_e_19,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_20,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_20,True,,20,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_21,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_21,True,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_22,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_22,True,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_23,40056,event_ce004_2_04_e,Self,ce004_04,,Locale_SubScenario:event_ce004_2_04_e_23,False,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_24,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_24,True,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_25,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_25,True,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_26,40056,event_ce004_2_04_e,Self,ce004_04,,Locale_SubScenario:event_ce004_2_04_e_26,False,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_27,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_27,True,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_28,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_28,True,,1,1,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_29,40056,event_ce004_2_04_e,Narration,marciana,,Locale_SubScenario:event_ce004_2_04_e_29,False,,1,1,1.0,none,sfx_scn_phonevibration,,2,idle,,12,idle
event_ce004_2_04_e_30,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_30,True,,1,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_31,40056,event_ce004_2_04_e,Monologue,marciana,,Locale_SubScenario:event_ce004_2_04_e_31,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_32,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_32,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_33,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_33,True,,20,20,1.0,bgm_enemyclose,,,2,rage,,12,idle
event_ce004_2_04_e_34,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_34,True,,20,200,2.0,,,,2,rage,,12,idle
event_ce004_2_04_e_35,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_35,True,,200,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_36,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_36,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_37,40056,event_ce004_2_04_e,Narration,marciana,,Locale_SubScenario:event_ce004_2_04_e_37,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_38,40056,event_ce004_2_04_e,Self,marciana,,Locale_SubScenario:event_ce004_2_04_e_38,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_39,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_39,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_40,40056,event_ce004_2_04_e,Speech,marciana,marciana,Locale_SubScenario:event_ce004_2_04_e_40,True,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_41,40056,event_ce004_2_04_e,Self,marciana,,Locale_SubScenario:event_ce004_2_04_e_41,False,,20,20,1.0,,,,2,idle,,12,idle
event_ce004_2_04_e_42,40056,event_ce004_2_04_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_2_04_e_42,False,,20,120,1.0,,,,2,idle,,12,think
