id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker
snowfall_global_ludmilla_13_44,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_44,False,,1,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_45,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_45,False,,6,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_46,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_46,False,,6,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_47,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_47,False,,6,6,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_48,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_48,True,,6,1,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_49,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_49,True,,1,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_50,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_50,True,,10,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_51,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_51,False,,10,10,1.0,,,,,,ludmilla_w,,1,smile,
snowfall_global_ludmilla_13_52,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_52,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_53,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_53,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_54,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_54,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_55,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_55,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_56,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_56,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_57,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_57,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_58,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_58,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_59,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_59,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_60,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_60,True,,10,10,1.0,,,,,,ludmilla_w,,1,surprise,ludmilla_w
snowfall_global_ludmilla_13_61,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_61,False,,10,10,1.0,,,,,,ludmilla_w,,1,surprise,
snowfall_global_ludmilla_13_62,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_62,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_63,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_63,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_64,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_64,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_65,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_65,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_66,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_66,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_67,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_67,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_68,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_68,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_69,80903,snowfall_global_ludmilla_13,Self,Locale_SubScenario:snowfall_global_ludmilla_13_69,False,,10,10,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_70,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_70,False,,10,10,1.0,,,,,,ludmilla_w,,1,smile,
snowfall_global_ludmilla_13_71,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_71,True,,10,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_72,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_72,True,,10,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_73,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_73,True,,10,10,1.0,,,,,,ludmilla_w,,1,smile,ludmilla_w
snowfall_global_ludmilla_13_74,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_74,False,,10,10,1.0,,,,,,ludmilla_w,,1,smile,
snowfall_global_ludmilla_13_75,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_75,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_76,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_76,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_77,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_77,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_78,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_78,True,,10,10,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_79,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_79,False,,10,100,1.0,,,,,,ludmilla_w,,1,idle,
snowfall_global_ludmilla_13_80,80903,snowfall_global_ludmilla_13,Speech,Locale_SubScenario:snowfall_global_ludmilla_13_80,True,,100,100,1.0,,,,,,ludmilla_w,,1,idle,ludmilla_w
snowfall_global_ludmilla_13_81,80903,snowfall_global_ludmilla_13,Monologue,Locale_SubScenario:snowfall_global_ludmilla_13_81,False,,black,black,1.0,,,,,,ludmilla_w,,1,idle,
