id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
event_onemoretime_02_s_57,40044,event_onemoretime_02_s,Monologue,bay,,Locale_SubScenario:event_onemoretime_02_s_57,False,,black,black,1.0,none,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_58,40044,event_onemoretime_02_s,Monologue,bay,,Locale_SubScenario:event_onemoretime_02_s_58,False,,black,black,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_59,40044,event_onemoretime_02_s,Narration,bay,,Locale_SubScenario:event_onemoretime_02_s_59,False,,black,black,1.0,,,black,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_60,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_60,True,,70,70,1.0,bgm_story_orangepop,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_61,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_61,True,,70,70,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_62,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_62,True,,XS_50,XS_50,1.0,,,,,7,delight,,5,think,,1,idle,,3,idle
event_onemoretime_02_s_63,40044,event_onemoretime_02_s,Self,epinel,,Locale_SubScenario:event_onemoretime_02_s_63,False,,XS_50,XS_50,1.0,,,,,7,idle,,5,think,,1,idle,,3,idle
event_onemoretime_02_s_64,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_64,True,,XS_50,XS_50,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_65,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_65,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,worry,,3,idle
event_onemoretime_02_s_66,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_66,True,,70,70,1.0,,,,,7,surprise,,5,idle,,1,worry,,3,idle
event_onemoretime_02_s_67,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_67,True,,70,70,1.0,,,,,7,surprise,,5,idle,,1,worry,,3,idle
event_onemoretime_02_s_68,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_68,True,,70,70,1.0,,,,,7,idle,,5,idle,,1,worry,,3,idle
event_onemoretime_02_s_69,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_69,True,,70,70,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_70,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_70,True,,70,70,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_71,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_71,True,,70,70,1.0,,,,,7,idle,,5,idle,,1,surprise,,3,idle
event_onemoretime_02_s_72,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_72,True,,70,XS_50,1.0,,,,,7,idle,,5,idle,,1,surprise,,3,idle
event_onemoretime_02_s_73,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_73,True,,XS_50,XS_50,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_74,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_74,True,,XS_50,XS_50,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_75,40044,event_onemoretime_02_s,Speech,clay,clay,Locale_SubScenario:event_onemoretime_02_s_75,True,,30,30,1.0,,,,,7,idle,,5,idle,,1,idle,,3,surprise
event_onemoretime_02_s_76,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_76,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,surprise
event_onemoretime_02_s_77,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_77,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,surprise
event_onemoretime_02_s_78,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_78,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_79,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_79,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_80,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_80,False,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_81,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_81,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_82,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_82,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_83,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_83,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_84,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_84,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_85,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_85,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_86,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_86,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_87,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_87,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_88,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_88,True,,6,6,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_89,40044,event_onemoretime_02_s,Self,folkwang,,Locale_SubScenario:event_onemoretime_02_s_89,False,,6,6,1.0,,,,,7,delight,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_90,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_90,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_91,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_91,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_92,40044,event_onemoretime_02_s,Speech,epinel,epinel,Locale_SubScenario:event_onemoretime_02_s_92,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_93,40044,event_onemoretime_02_s,Speech,folkwang,folkwang,Locale_SubScenario:event_onemoretime_02_s_93,True,,6,6,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_94,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_94,True,,10,10,1.0,,,,,7,idle,,5,idle,,1,idle,,3,idle
event_onemoretime_02_s_95,40044,event_onemoretime_02_s,Speech,bay,bay,Locale_SubScenario:event_onemoretime_02_s_95,True,,10,100,1.0,,,,,7,idle,,5,idle,,1,angry,,3,idle
