id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,fade,characters/1/hide_char_id,characters/2/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_boomtheghost2_04_s_49,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_49,True,,,,,53,53,1.0,bgm_story_breakaway,,,,,,,3,think,,5,worry,,,,,,,,
event_boomtheghost2_04_s_50,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_50,True,,,,,53,53,1.0,,,,,,,,3,think,,5,worry,,,,,,,,
event_boomtheghost2_04_s_51,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_51,True,,,,,53,53,1.0,,,,,,,,3,idle,,5,worry,,,,,,,,
event_boomtheghost2_04_s_52,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_52,True,,,,,53,53,1.0,,,,,,,,3,idle,,5,worry,,,,,,,,
event_boomtheghost2_04_s_53,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_53,True,,,,,53,53,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_54,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_54,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_55,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_55,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_56,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_56,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_57,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_57,True,,,,,53,S_30,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_58,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_58,True,,,,,S_30,S_30,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_59,40085,event_boomtheghost2_04_s,Self,elegg_s,,Locale_MainScenario:event_boomtheghost2_04_s_59,False,,,,,S_30,S_30,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_60,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_60,True,,,,,S_30,S_30,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_61,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_61,True,,,,,S_30,S_30,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_62,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_62,True,,,,,S_30,50,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_63,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_63,True,,,,,50,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_64,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_64,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_65,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_65,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_66,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_66,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_67,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_67,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_68,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_68,False,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_69,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_69,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_70,40085,event_boomtheghost2_04_s,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_70,True,,,,,53,53,1.0,,,,,,,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_71,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_71,True,,,,,53,53,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_72,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_72,True,,,,,53,53,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_73,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_73,True,,,,,53,53,1.0,,,,,,,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_74,40085,event_boomtheghost2_04_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_04_s_74,True,,,,,53,31,1.0,,,,alfred,1,idle,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_75,40085,event_boomtheghost2_04_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_04_s_75,True,,,,,31,31,1.0,,,,,1,idle,,3,idle,,5,think,,,,,,,,
event_boomtheghost2_04_s_76,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_76,True,,,,,31,31,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_77,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_77,True,,,,,31,3,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_78,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_78,True,,,,,3,3,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_79,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_79,True,,,,,3,S_30,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_80,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_80,True,,,,,S_30,S_30,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_81,40085,event_boomtheghost2_04_s,Speech,elegg_s,rapi_ss,Locale_MainScenario:event_boomtheghost2_04_s_81,False,,,,,S_30,S_30,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_82,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_82,True,,,,,S_30,31,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_83,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_83,True,,,,,31,31,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_84,40085,event_boomtheghost2_04_s,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost2_04_s_84,True,,,,,31,31,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_85,40085,event_boomtheghost2_04_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_04_s_85,True,,,,,31,1,1.0,none,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_86,40085,event_boomtheghost2_04_s,Speech,alfred,alfred,Locale_MainScenario:event_boomtheghost2_04_s_86,True,,,,,1,S_10,1.0,,,,,1,idle,,3,think,,5,think,,,,,,,,
event_boomtheghost2_04_s_87,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_87,True,dorothy_s,1,idle,CruiseShipPool_n,100,100,1.0,bgm_story_promise,,,,1,idle,,3,think,,5,think,,alfred,black,elegg_s,rapi_ss,irregularghost,13,idle
event_boomtheghost2_04_s_88,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_88,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_89,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_89,True,,1,idle,,100,100,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_90,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_90,True,,1,idle,,100,10,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_91,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_91,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_92,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_92,True,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_93,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_93,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_94,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_94,True,,1,delight,,10,10,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_95,40085,event_boomtheghost2_04_s,Narration,irregularghost,,Locale_MainScenario:event_boomtheghost2_04_s_95,False,,1,delight,,10,113,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_96,40085,event_boomtheghost2_04_s,Narration,irregularghost,,Locale_MainScenario:event_boomtheghost2_04_s_96,False,,1,delight,,113,113,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_97,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_97,True,,1,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_98,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_98,True,,1,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_99,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_99,True,,1,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_100,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_100,True,,1,idle,,113,113,1.0,,,,,,,,,,,,,,,,,,,13,idle
event_boomtheghost2_04_s_101,40085,event_boomtheghost2_04_s,Speech,dorothy_s,dorothy_s,Locale_MainScenario:event_boomtheghost2_04_s_101,True,,1,idle,,black,black,1.0,,,,,,,,,,,,,,,,,,,13,idle
