id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,characters/0/hide_char_id
event_icedragonsaga2_04_e_12,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_12,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,bgm_story_tepidappleade,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_13,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_13,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_14,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_14,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_15,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_15,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_16,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_16,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_17,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_17,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_18,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_18,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_19,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_19,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_20,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_20,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_21,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_21,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_22,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_22,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_23,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_23,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_24,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_24,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_25,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_25,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_26,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_26,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,XS_400,0.5,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_27,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_27,True,,2,no,,4,idle,,XS_400,XS_400,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_28,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_28,True,,2,no,,4,idle,,XS_400,XS_400,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_29,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_29,True,,2,no,,4,idle,,XS_400,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_30,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_30,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_31,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_31,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_32,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_32,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_33,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_33,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_34,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_34,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_35,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_35,True,,2,no,,4,idle,ArkCleanIndoor,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,bgm_story_breakaway,Vignetting,black,,,,,,,
event_icedragonsaga2_04_e_36,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_36,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_37,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_37,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_38,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_38,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_39,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_39,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,XS_40,0.5,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_40,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_40,True,,2,no,,4,idle,,XS_40,XS_40,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_41,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_41,True,,2,no,,4,idle,,XS_40,XS_40,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_42,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_42,True,,2,idle,,4,idle,,XS_40,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_43,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_43,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_44,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_44,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_45,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_45,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_46,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_46,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_47,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_47,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_48,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_48,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_49,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_49,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_50,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_50,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_51,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_51,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_52,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_52,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_53,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_53,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_54,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_54,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_55,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_55,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_56,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_56,False,,2,think,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_57,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_57,True,,2,think,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_58,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_58,True,,2,think,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_59,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_59,True,,2,think,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_60,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_60,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_61,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_61,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_62,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_62,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_63,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_63,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_64,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_64,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_65,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_65,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_66,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_66,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_67,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_67,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_68,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_68,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_69,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_69,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_70,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_70,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_71,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_71,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_72,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_72,True,,2,no,,4,idle,,event_icedragonsaga2_02_s_guilo,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_73,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_73,True,,2,think,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_74,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_74,True,,2,idle,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_75,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_75,True,,2,idle,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_76,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_76,True,,2,idle,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_77,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_77,True,,2,idle,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_78,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_78,True,,2,idle,,4,idle,Park,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,none,Vignetting,black,,,,,,,
event_icedragonsaga2_04_e_79,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_79,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_80,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_80,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_81,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_81,True,,2,idle,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_82,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_82,True,,2,delight,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,bgm_story_darklord,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_83,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_83,True,,2,delight,,4,idle,,event_icedragonsaga2_02_s_guilo,XS_200,0.5,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_84,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_84,True,,2,delight,,4,idle,,XS_200,XS_200,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_85,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_85,True,,2,delight,,4,idle,,XS_200,XS_200,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_86,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_86,True,,2,delight,,4,idle,,XS_200,XS_200,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_87,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_87,True,,2,delight,,4,idle,,XS_200,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_88,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_88,True,,2,delight,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_89,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_89,True,,2,delight,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_90,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_90,False,,2,shy,,4,idle,,event_icedragonsaga2_02_s_guilo,XS_20,0.5,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_91,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_91,True,,2,shy,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_92,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_92,True,,2,shy,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_93,40065,event_icedragonsaga2_04_e,Speech,guillotine,guillotine,Locale_MainScenario:event_icedragonsaga2_04_e_93,True,,2,shy,,4,idle,,XS_20,XS_20,1.0,,Vignetting,,,,,,,,
event_icedragonsaga2_04_e_94,40065,event_icedragonsaga2_04_e,Speech,ingrid,ingrid,Locale_MainScenario:event_icedragonsaga2_04_e_94,False,,2,shy,,4,idle,,L_120,L_120,1.0,none,Vignetting,,ingrid,12,no,,,,
event_icedragonsaga2_04_e_95,40065,event_icedragonsaga2_04_e,Speech,chloe,chloe,Locale_MainScenario:event_icedragonsaga2_04_e_95,True,,2,shy,,4,idle,,event_icedragonsaga2_02_s_guilo,event_icedragonsaga2_02_s_guilo,1.0,bgm_story_tepidappleade,Vignetting,,,12,no,,,,
