id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_bluewaterisland1_05_s_61,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_61,True,,1,1,1.0,,,,,,,2,idle,,,12,shy,,,,,
event_bluewaterisland1_05_s_62,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_62,True,,1,1,1.0,,,,,,,2,idle,,,12,shy,,,,,
event_bluewaterisland1_05_s_63,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_63,True,,1,1,1.0,,,,,,,2,idle,,,12,shy,,,,,
event_bluewaterisland1_05_s_64,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_64,True,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_65,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_65,False,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_66,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_66,False,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_67,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_67,True,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_68,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_68,True,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_69,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_69,False,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_70,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_70,True,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_71,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_71,True,,1,1,1.0,,,,,,,2,idle,,,12,surprise,,,,,
event_bluewaterisland1_05_s_72,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_72,False,,1,1,1.0,,,,,,,2,idle,,,12,worry,,,,,
event_bluewaterisland1_05_s_73,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_73,True,,1,1,1.0,,,,,,,2,idle,,,12,worry,,,,,
event_bluewaterisland1_05_s_74,40020,event_bluewaterisland1_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland1_05_s_74,True,,1,1,1.0,,,,,,,2,idle,,,12,worry,,,,,
event_bluewaterisland1_05_s_75,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_75,False,,black,black,1.0,,,,,,,2,idle,mary_s,,12,worry,,,,,
event_bluewaterisland1_05_s_76,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_76,True,LogHouseOut_s,XS_120,XS_120,1.0,,,,,,,,,,,12,no,,,,,
event_bluewaterisland1_05_s_77,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_77,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,no,,,,,
event_bluewaterisland1_05_s_78,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_78,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_79,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_79,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_80,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_80,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_81,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_81,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_82,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_82,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_83,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_83,True,,XS_120,12,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_84,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_84,True,,12,12,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_85,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_85,True,,12,12,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_86,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_86,False,,12,12,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_87,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_87,True,Beach_s,black,black,1.0,,,,black,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_88,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_88,True,,12,12,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_89,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_89,True,,12,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_90,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_90,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_91,40020,event_bluewaterisland1_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland1_05_s_91,False,,XS_120,XS_120,1.0,,,,,event_bluewaterisland1_05_s_93,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_92,40020,event_bluewaterisland1_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland1_05_s_92,False,,XS_120,XS_120,1.0,,,,,event_bluewaterisland1_05_s_93,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_93,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_93,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,no,,,,,
event_bluewaterisland1_05_s_94,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_94,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,no,,,,,
event_bluewaterisland1_05_s_95,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_95,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_96,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_96,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_97,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_97,False,,XS_120,XS_1200,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_98,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_98,True,,XS_1200,XS_1200,1.0,,,,,,,,,,,12,worry,,,,,
event_bluewaterisland1_05_s_99,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_99,True,,XS_1200,XS_1200,1.0,,,,,,,,,,,12,worry,,,,,
event_bluewaterisland1_05_s_100,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_100,True,,XS_1200,XS_1200,1.0,,,,,,,,,,,12,worry,,,,,
event_bluewaterisland1_05_s_101,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_101,False,,XS_1200,XS_1200,1.0,,,,,,,,,,,12,worry,,,,,
event_bluewaterisland1_05_s_102,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_102,True,,XS_1200,XS_1200,1.0,,,,,,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_103,40020,event_bluewaterisland1_05_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland1_05_s_103,False,,black,black,1.0,,sfx_scn_shells,,,,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_104,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_104,False,,XS_1200,XS_120,1.0,,,,,,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_105,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_105,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_106,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_106,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_107,40020,event_bluewaterisland1_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland1_05_s_107,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_108,40020,event_bluewaterisland1_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland1_05_s_108,False,,XS_120,XS_120,1.0,,,,,event_bluewaterisland1_05_s_110,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_109,40020,event_bluewaterisland1_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland1_05_s_109,False,,XS_120,XS_120,1.0,,,,,event_bluewaterisland1_05_s_119,,,,,,12,delight,,,,,
event_bluewaterisland1_05_s_110,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_110,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_111,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_111,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_112,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_112,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_113,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_113,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_114,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_114,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,surprise,,,,,
event_bluewaterisland1_05_s_115,40020,event_bluewaterisland1_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland1_05_s_115,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,surprise,,,,,
event_bluewaterisland1_05_s_116,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_116,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,angry,,,,,
event_bluewaterisland1_05_s_117,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_117,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,angry,,,,,
event_bluewaterisland1_05_s_118,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_118,True,,XS_120,XS_120,1.0,,,,,event_bluewaterisland1_05_s_126,,,,,,12,shy,,,,,
event_bluewaterisland1_05_s_119,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_119,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_120,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_120,False,,XS_120,XS_120,1.0,,,,,,,,,,,12,idle,,,,,
event_bluewaterisland1_05_s_121,40020,event_bluewaterisland1_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland1_05_s_121,True,,XS_120,XS_120,1.0,,,,,,,,,,,12,worry,,,,,
