id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_coinsinrush2_03_s_11,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_11,True,,4,4,1.0,,milk_b,milk_b,,,,5,delight,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_12,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_12,False,,black,black,1.0,,milk_b,,,,,5,delight,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_13,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_13,False,,black,black,1.0,,milk_b,,,,,5,delight,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_14,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_14,False,,50,50,1.0,,ade_b,,,,,5,delight,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_15,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_15,True,,50,50,1.0,,ade_b,ade_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_16,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_16,False,,50,50,1.0,,ade_b,,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_17,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_17,True,,50,50,1.0,,ade_b,ade_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_18,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_18,True,,50,50,1.0,,ade_b,ade_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_19,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_19,True,,50,S_10,1.0,,exia_b,exia_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_20,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_20,True,,S_10,S_100,1.0,,exia_b,exia_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_21,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_21,False,,S_100,S_10,1.0,,exia_b,,sfx_scn_scan,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_22,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_22,True,,S_10,S_10,1.0,,exia_b,exia_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_23,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_23,True,,S_10,S_10,1.0,,exia_b,exia_b,,,,5,idle,,,3,good,,,1,idle,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_24,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_24,True,,S_10,S_10,1.0,,exia_b,exia_b,,,,5,idle,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_25,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_25,False,,black,black,1.0,,,,sfx_scn_3dprinting,,,5,idle,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_26,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_26,True,,50,50,1.0,,ade_b,ade_b,,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_27,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_27,True,,50,50,1.0,,ade_b,ade_b,,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_28,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_28,True,,S_10,S_10,1.0,,exia_b,exia_b,,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_29,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_29,True,,S_10,130,1.0,,bay_b,bay_b,,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_30,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_30,False,,130,130,1.0,,bay_b,,sfx_scn_rustle,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_31,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_31,True,,130,130,1.0,,bay_b,bay_b,,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_32,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_32,False,,130,130,1.0,,bay_b,,,,,5,shy2,,,3,good,,,1,good,,,13,idle,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_33,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_33,True,,130,130,1.0,,bay_b,bay_b,,,,5,idle,,,3,good,,,1,good,,,13,worry,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_34,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_34,True,,130,130,1.0,,bay_b,bay_b,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_35,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_35,True,,130,130,1.0,,bay_b,bay_b,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_36,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_36,True,,130,130,1.0,,bay_b,bay_b,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_37,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_37,False,,black,black,1.0,,bay_b,,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_38,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_38,False,,black,black,1.0,,bay_b,,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_39,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_39,True,,30,30,1.0,,milk_b,milk_b,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_40,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_40,True,,30,30,1.0,,milk_b,milk_b,,,,5,idle,,,3,good,,,1,good,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_41,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_41,True,,30,2,1.0,,exia_b,exia_b,,,,5,idle,,,3,good,,,1,idle,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_42,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_42,False,,2,2,1.0,,exia_b,,,,,5,idle,,,3,good,,,1,idle,,,13,sad,,,15,expression,,,,,,,,,
event_coinsinrush2_03_s_43,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_43,False,,black,black,1.0,none,,,,black,,5,surprise,,,3,good,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_44,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_44,False,,14,14,1.0,,bay_b,bay_b,,,,5,surprise,,,3,surprise2,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_45,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_45,False,,14,14,1.0,,rouge_b,rouge_b,,,,5,surprise,,,3,surprise2,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_46,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_46,True,,14,2,1.0,bgm_story_tepidappleade,milk_b,milk_b,,,,5,surprise,,,3,surprise2,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_47,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_47,True,,2,2,1.0,,exia_b,exia_b,,,,5,surprise,,,3,surprise2,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_48,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_48,True,,2,2,1.0,,milk_b,milk_b,,,,5,surprise,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_49,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_49,False,,2,2,1.0,,milk_b,,,,,5,surprise,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_50,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_50,True,,2,50,1.0,,ade_b,ade_b,,,,5,idle,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_51,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_51,True,,50,50,1.0,,ade_b,ade_b,,,,5,idle,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_52,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_52,False,,50,50,1.0,,ade_b,,,,,5,idle,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_53,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_53,False,,black,black,1.0,,,,,,,5,idle,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_54,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_54,False,,black,black,1.0,,,,,,,5,idle,,,3,surprise,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_55,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_55,True,,30,30,1.0,,milk_b,milk_b,,,,5,idle,,,3,good,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_56,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_56,True,,30,30,1.0,,milk_b,milk_b,,,,5,idle,,,3,good,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_57,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_57,True,,30,30,1.0,,milk_b,milk_b,,,,5,idle,,,3,good,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_58,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_58,True,,30,30,1.0,,milk_b,milk_b,,,,5,idle,,,3,good,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_59,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_59,False,,30,30,1.0,,milk_b,,,,,5,idle,,,3,good,,,1,delight,,,13,worry,,,15,pain,,,,,,,,,
event_coinsinrush2_03_s_60,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_60,False,Corridor,black,black,1.0,,,,sfx_scn_dooropenlittle,,,5,idle,ade_b,,3,good,milk_b,,1,delight,exia_b,,13,worry,bay_b,,15,pain,rouge_b,,,,,,,,
event_coinsinrush2_03_s_61,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_61,False,,10,10,1.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_62,40089,event_coinsinrush2_03_s,Narration,Locale_MainScenario:event_coinsinrush2_03_s_62,False,BriefingRoom,black,black,1.0,,,,sfx_scn_doorpower,,milk_b,1,surprise3,,exia_b,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_63,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_63,False,,10,10,1.0,,milk_b,,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_64,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_64,True,,10,10,1.0,,milk_b,milk_b,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_65,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_65,False,,10,10,1.0,,milk_b,,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_66,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_66,False,,10,10,1.0,,milk_b,milk_b,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_67,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_67,True,,10,10,1.0,,milk_b,milk_b,,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_68,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_68,False,,10,10,1.0,,milk_b,,sfx_scn_dooropenlittle,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_69,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_69,False,,10,10,1.0,,milk_b,milk_b,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_70,40089,event_coinsinrush2_03_s,Narration,Locale_MainScenario:event_coinsinrush2_03_s_70,False,,10,10,1.0,,milk_b,,sfx_scn_doorcloselight,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_71,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_71,False,,10,10,1.0,,milk_b,,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_72,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_72,True,,10,10,1.0,bgm_story_whosdumber,milk_b,milk_b,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_73,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_73,True,,10,2,1.0,,exia_b,exia_b,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_74,40089,event_coinsinrush2_03_s,Self,Locale_MainScenario:event_coinsinrush2_03_s_74,False,,2,2,1.0,,exia_b,,,,,1,surprise3,,,3,idle,,,,,,,,,,,,,,,,,,,,,
event_coinsinrush2_03_s_75,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_75,False,,black,black,1.0,,,,,,,1,surprise3,,,15,idle,,rouge_b,3,no,,ade_b,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_76,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_76,False,,black,black,1.0,,,,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_77,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_77,True,,2,2,1.0,,milk_b,milk_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_78,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_78,True,,2,2,1.0,,rouge_b,rouge_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_79,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_79,True,,2,2,1.0,,rouge_b,rouge_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_80,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_80,True,,2,2,1.0,,rouge_b,rouge_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_81,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_81,True,,2,14,1.0,,exia_b,exia_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_82,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_82,True,,14,14,1.0,,ade_b,ade_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_83,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_83,False,,14,14,1.0,,ade_b,,sfx_scn_rustle,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_84,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_84,True,,14,12,1.0,,milk_b,milk_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_85,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_85,True,,12,130,1.0,,ade_b,ade_b,,,,1,idle,,,15,idle,,,3,no,,,13,angry,,,,,,,,,,,,,
event_coinsinrush2_03_s_86,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_86,False,,black,black,1.0,,ade_b,,sfx_scn_cablerustle,,,1,idle,,,15,idle,,,3,no,,,13,angry,,,,,,,,,,,,,
event_coinsinrush2_03_s_87,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_87,True,,130,130,1.0,,ade_b,ade_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_88,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_88,True,,130,14,1.0,,ade_b,ade_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_89,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_89,True,,14,14,1.0,,ade_b,ade_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_90,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_90,True,,14,14,1.0,,exia_b,exia_b,,,,1,idle,,,15,idle,,,3,no,,,13,idle,,,,,,,,,,,,,
event_coinsinrush2_03_s_91,40089,event_coinsinrush2_03_s,Monologue,Locale_MainScenario:event_coinsinrush2_03_s_91,False,,black,black,1.0,,,,,,,1,idle,milk_b,,15,idle,exia_b,,3,no,rouge_b,,13,idle,ade_b,,,,,activefemaleguest,3,idle,,cautiousfemaleguest,1,idle,
event_coinsinrush2_03_s_92,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_92,True,Corridor,10,10,1.0,,cautiousfemaleguest,cautiousfemaleguest,,black,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_93,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_93,True,,10,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_94,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_94,True,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_95,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_95,True,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_96,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_96,True,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_97,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_97,True,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_98,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_98,True,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_99,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_99,True,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_100,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_100,True,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_101,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_101,True,,2,2,1.0,,activefemaleguest,activefemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
event_coinsinrush2_03_s_102,40089,event_coinsinrush2_03_s,Speech,Locale_MainScenario:event_coinsinrush2_03_s_102,True,,2,2,1.0,,cautiousfemaleguest,cautiousfemaleguest,,,,,,,,,,,,,,,,,,,,,,,,3,idle,,,1,idle,
