id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_overzone2_02_e_27,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_27,True,,130,130,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_28,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_28,False,,10,10,1.0,,dorothy,dorothy,,,,1,worry,,13,idle
event_overzone2_02_e_29,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_29,True,,10,1,1.0,,dorothy,dorothy,,,,1,think,,13,idle
event_overzone2_02_e_30,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_30,True,,1,12,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_31,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_31,True,,12,12,1.0,,dorothy,dorothy,,,,1,worry,,13,idle
event_overzone2_02_e_32,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_32,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_33,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_33,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_34,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_34,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_35,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_35,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_36,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_36,True,,12,12,1.0,,dorothy,dorothy,,,,1,think,,13,idle
event_overzone2_02_e_37,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_37,True,,12,12,1.0,,dorothy,dorothy,,,,1,think,,13,idle
event_overzone2_02_e_38,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_38,True,,12,130,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_39,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_39,True,,130,130,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_40,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_40,True,,130,130,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_41,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_41,True,,10,10,1.0,,dorothy,dorothy,,,,1,think,,13,idle
event_overzone2_02_e_42,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_42,True,,130,1300,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_43,80304,event_overzone2_02_e,Narration,Locale_MainScenario:event_overzone2_02_e_43,False,White,1300,1300,1.0,,,,c221_ult_lockdown,Blur_High,,1,think,,13,idle
event_overzone2_02_e_44,80304,event_overzone2_02_e,Narration,Locale_MainScenario:event_overzone2_02_e_44,False,,1300,1300,1.0,,,,,Blur_High,,1,think,,13,surprise
event_overzone2_02_e_45,80304,event_overzone2_02_e,Narration,Locale_MainScenario:event_overzone2_02_e_45,False,OuterTomb,1300,1300,1.0,,,,,Blur_Low,,1,think,,13,surprise
event_overzone2_02_e_46,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_46,True,,10,100,1.0,,dorothy,dorothy,,,,1,worry,,13,surprise
event_overzone2_02_e_47,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_47,True,,1300,130,1.0,,rapunzel,rapunzel,,,,1,worry,,13,surprise
event_overzone2_02_e_48,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_48,False,,130,130,1.0,,rapunzel,rapunzel,,,,1,worry,,13,surprise
event_overzone2_02_e_49,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_49,True,,130,130,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_50,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_50,True,,130,130,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_51,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_51,True,,130,12,1.0,,dorothy,dorothy,,,,1,worry,,13,idle
event_overzone2_02_e_52,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_52,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_53,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_53,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_54,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_54,True,,12,12,1.0,,dorothy,dorothy,,,,1,worry,,13,idle
event_overzone2_02_e_55,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_55,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_56,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_56,True,,12,12,1.0,,dorothy,dorothy,,,,1,worry,,13,idle
event_overzone2_02_e_57,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_57,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,worry,,13,no
event_overzone2_02_e_58,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_58,False,,12,12,1.0,,dorothy,dorothy,,,,1,worry,,13,no
event_overzone2_02_e_59,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_59,True,,12,130,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_60,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_60,True,,130,130,1.0,,rapunzel,rapunzel,,,,1,worry,,13,idle
event_overzone2_02_e_61,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_61,True,,13,12,1.0,,dorothy,dorothy,,,,1,think,,13,idle
event_overzone2_02_e_62,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_62,True,,12,12,1.0,,rapunzel,rapunzel,,,,1,think,,13,idle
event_overzone2_02_e_63,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_63,False,,12,3,1.0,,dorothy,dorothy,,,,3,think,,13,idle
event_overzone2_02_e_64,80304,event_overzone2_02_e,Narration,Locale_MainScenario:event_overzone2_02_e_64,False,,3,3,1.0,,,,,,,3,think,,13,idle
event_overzone2_02_e_65,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_65,True,,13,130,1.0,,rapunzel,rapunzel,,,,3,think,,13,surprise
event_overzone2_02_e_66,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_66,True,,3,3,1.0,,dorothy,dorothy,,,,3,think,,13,surprise
event_overzone2_02_e_67,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_67,True,,3,3,1.0,,dorothy,dorothy,,,,3,think,,13,surprise
event_overzone2_02_e_68,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_68,True,,130,130,1.0,,rapunzel,rapunzel,,,,3,think,,13,sad
event_overzone2_02_e_69,80304,event_overzone2_02_e,Speech,Locale_MainScenario:event_overzone2_02_e_69,True,,3,30,1.0,,dorothy,dorothy,,,,3,idle,,13,sad
