id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,set_filter_01,fade
event_lastkingdom2_04_s_19,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_19,True,,1,idle,,13,idle,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_20,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_20,True,,1,delight,,13,idle,,5,idle,,XXS_130,S_10,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_21,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_21,True,,1,delight,,13,idle,,5,idle,,S_10,S_10,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_22,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_22,True,,1,delight,,13,idle,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_23,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_23,True,,1,delight,,13,smile,,5,idle,,XXS_130,XXS_130,1.5,,chime,chime,,,,,
event_lastkingdom2_04_s_24,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_24,True,,1,delight,,13,smile,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_25,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_25,True,,1,delight,,13,smile,,5,idle,,S_10,S_10,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_26,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_26,True,,1,delight,,13,smile,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_27,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_27,True,,1,idle,,13,smile,,5,idle,,S_10,S_10,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_28,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_28,True,,1,idle,,13,smile,,5,idle,,S_10,S_10,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_29,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_29,True,,1,idle,,13,void,,5,idle,,S_10,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_30,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_30,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_31,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_31,False,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_32,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_32,True,,1,idle,,13,void,,5,idle,CrownCastleGate_d,black,black,1.0,,chime,chime,kilo,chime,talos,Grey,black
event_lastkingdom2_04_s_33,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_33,True,,,,,,,,,,,1,1,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_34,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_34,True,,,,,,,,,,,1,1,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_35,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_35,True,,,,,,,,,,,1,100,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_36,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_36,True,,,,,,,,,,FreezerIn,100,1,1.0,,chime,chime,,,,Grey,black
event_lastkingdom2_04_s_37,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_37,True,,,,,,,,,,,1,1,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_38,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_38,True,,,,,,,,,,,1,1,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_39,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_39,True,,,,,,,,,,,1,1,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_40,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_40,True,,,,,,,,,,,1,1,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_41,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_41,True,,,,,,,,,,Freezerout,1,100,1.0,,chime,chime,,,,Grey,black
event_lastkingdom2_04_s_42,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_42,True,,,,,,,,,,,100,100,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_43,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_43,True,,,,,,,,,,,100,100,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_44,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_44,False,,,,,,,,,,,100,100,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_45,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_45,True,,,,,,,,,,,100,100,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_46,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_46,True,,,,,,,,,,CrownCastleGate_d,100,1,1.0,,chime,chime,,,,Grey,black
event_lastkingdom2_04_s_47,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_47,True,,,,,,,,,,,1,1,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_48,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_48,True,,,,,,,,,,,1,1,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_49,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_49,True,,,,,,,,,,,1,1,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_50,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_50,True,,,,,,,,,,,1,1,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_51,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_51,True,,,,,,,,,,,1,1,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_52,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_52,True,,,,,,,,,,CrownCastleFrontYard_d,1,1,1.0,,chime,chime,,,,Grey,black
event_lastkingdom2_04_s_53,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_53,True,,,,,,,,,,,1,100,1.0,,chime,chime,,,,Grey,
event_lastkingdom2_04_s_54,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_54,True,,,,,,,,,,,100,100,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_55,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_55,True,,,,,,,,,,,100,100,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_56,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_56,True,,,,,,,,,,,100,1,1.0,,crown,crown,,,,Grey,
event_lastkingdom2_04_s_57,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_57,True,kilo,1,idle,chime,13,void,talos,5,idle,CrownCastleDiningRoom_d,black,black,1.0,,kilo,kilo,,,,Grey,black
event_lastkingdom2_04_s_58,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_58,False,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_59,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_59,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_60,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_60,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_61,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_61,False,,1,idle,,13,void,,5,idle,,113,113,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_62,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_62,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_63,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_63,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_64,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_64,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_65,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_65,False,,1,idle,,13,void,,5,idle,,113,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_66,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_66,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_67,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_67,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_68,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_68,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_1300,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_69,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_69,True,,1,idle,,13,void,,5,idle,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_70,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_70,True,,1,idle,,13,void,,5,idle,,XXS_1300,XXS_1300,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_71,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_71,False,,1,idle,,13,void,,5,idle,,XXS_1300,S_100,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_72,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_72,True,,1,smile,,13,void,,5,idle,,S_100,S_10,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_73,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_73,True,,1,smile,,13,smile,,5,idle,,S_10,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_74,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_74,True,,1,smile,,13,smile,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_75,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_75,True,,1,idle,,13,void,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_76,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_76,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_77,40046,event_lastkingdom2_04_s,Narration,Locale_MainScenario:event_lastkingdom2_04_s_77,False,,1,idle,,13,void,,5,idle,,black,black,1.0,,,,,,,,
event_lastkingdom2_04_s_78,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_78,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_79,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_79,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_80,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_80,True,,1,idle,,13,void,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_81,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_81,True,,1,idle,,13,void,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_82,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_82,True,,1,idle,,13,void,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_83,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_83,True,,1,idle,,13,void,,5,idle,,XXS_130,XXS_130,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_84,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_84,True,,1,idle,,13,void,,5,idle,,50,50,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_85,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_85,True,,1,idle,,13,void,,5,idle,,50,5,1.0,,talos,talos,,,,,
event_lastkingdom2_04_s_86,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_86,True,,1,idle,,13,void,,5,idle,,5,1,1.0,,kilo,kilo,,,,,
event_lastkingdom2_04_s_87,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_87,False,,1,idle,,13,void,,5,idle,,1,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_88,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_88,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_89,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_89,True,,1,idle,,13,void,,5,idle,,113,113,1.0,,chime,chime,,,,,
event_lastkingdom2_04_s_90,40046,event_lastkingdom2_04_s,Speech,Locale_MainScenario:event_lastkingdom2_04_s_90,True,,1,smile,,13,void,,5,idle,,113,113,1.0,,kilo,kilo,,,,,
