id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_colorless_06_s_20,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_20,True,,S_30,S_30,1.0,bgm_frostpillar,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_21,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_21,True,,S_30,S_30,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_22,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_22,False,,S_30,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_23,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_23,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_24,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_24,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_25,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_25,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_26,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_26,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_27,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_27,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_28,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_28,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_29,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_29,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_30,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_30,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_31,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_31,True,,2,2,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_32,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_32,True,,2,S_30,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_33,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_33,True,,S_30,S_30,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_34,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_34,True,,S_30,S_30,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_35,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_35,True,,S_30,S_30,1.0,,,,,,,1,shy,,,3,idle,,,,,,,,,
event_colorless_06_s_36,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_36,True,,S_30,S_30,1.0,,,,,,,1,shy,,,3,idle,,,,,,,,,
event_colorless_06_s_37,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_37,True,,S_30,S_30,1.0,,,,,,,1,shy,,,3,idle,,,,,,,,,
event_colorless_06_s_38,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_38,True,,S_30,S_30,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_39,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_39,True,,S_30,S_30,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_40,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_40,True,,S_30,S_30,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_41,40054,event_colorless_06_s,Monologue,zwei,,Locale_SubScenario:event_colorless_06_s_41,False,,S_30,10,1.0,,sfx_scn_photopass,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_42,40054,event_colorless_06_s,Monologue,zwei,,Locale_SubScenario:event_colorless_06_s_42,False,,10,10,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_43,40054,event_colorless_06_s,Monologue,zwei,,Locale_SubScenario:event_colorless_06_s_43,False,,10,10,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_44,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_44,True,,10,2,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_45,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_45,True,,2,2,1.0,,,,,,,1,surprise,,,3,idle,,,,,,,,,
event_colorless_06_s_46,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_46,True,,2,2,1.0,,,,,,,1,pain,,,3,idle,,,,,,,,,
event_colorless_06_s_47,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_47,True,,2,2,1.0,,,,,,,1,pain,,,3,idle,,,,,,,,,
event_colorless_06_s_48,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_48,True,,2,2,1.0,,,,,,,1,pain,,,3,idle,,,,,,,,,
event_colorless_06_s_49,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_49,True,,2,2,1.0,,,,,,,1,pain,,,3,sad,,,,,,,,,
event_colorless_06_s_50,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_50,True,,2,2,1.0,,,,,,,1,pain,,,3,sad,,,,,,,,,
event_colorless_06_s_51,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_51,True,,2,2,1.0,,,,,,,1,pain,,,3,sad,,,,,,,,,
event_colorless_06_s_52,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_52,False,,2,10,1.0,,,,,,,1,shy,,,3,sad,,,,,,,,,
event_colorless_06_s_53,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_53,True,,10,10,1.0,,,,,,,1,surprise,,,3,sad,,,,,,,,,
event_colorless_06_s_54,40054,event_colorless_06_s,Monologue,zwei,,Locale_SubScenario:event_colorless_06_s_54,False,,10,15,1.0,,sfx_scn_runaway,,,,,1,surprise,zwei,,3,sad,,,,,,,,,
event_colorless_06_s_55,40054,event_colorless_06_s,Monologue,privaty,,Locale_SubScenario:event_colorless_06_s_55,False,,15,1500,1.0,,,,,,,,,,,3,sad,,,,,,,,,
event_colorless_06_s_56,40054,event_colorless_06_s,Monologue,privaty,,Locale_SubScenario:event_colorless_06_s_56,False,,1500,1500,1.0,,,,,,,,,,,3,sad,,,,,,,,,
event_colorless_06_s_57,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_57,True,,1500,S_30,1.2,,,,,,,,,,,3,sad,,,,,,,,,
event_colorless_06_s_58,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_58,True,,S_30,S_30,1.0,,,,,,,,,,,3,shy,,,,,,,,,
event_colorless_06_s_59,40054,event_colorless_06_s,Self,privaty,,Locale_SubScenario:event_colorless_06_s_59,False,,S_30,S_30,1.0,,,,,,,,,,,3,shy,,,,,,,,,
event_colorless_06_s_60,40054,event_colorless_06_s,Self,privaty,,Locale_SubScenario:event_colorless_06_s_60,False,,S_30,S_30,1.0,,,,,,,,,,,3,shy,,,,,,,,,
event_colorless_06_s_61,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_61,True,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_62,40054,event_colorless_06_s,Self,privaty,,Locale_SubScenario:event_colorless_06_s_62,False,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_63,40054,event_colorless_06_s,Self,privaty,,Locale_SubScenario:event_colorless_06_s_63,False,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_64,40054,event_colorless_06_s,Speech,privaty,privaty,Locale_SubScenario:event_colorless_06_s_64,True,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_65,40054,event_colorless_06_s,Self,privaty,,Locale_SubScenario:event_colorless_06_s_65,False,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_66,40054,event_colorless_06_s,Self,privaty,,Locale_SubScenario:event_colorless_06_s_66,False,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_67,40054,event_colorless_06_s,Monologue,privaty,,Locale_SubScenario:event_colorless_06_s_67,False,,S_30,S_30,1.0,,,,,,,,,,,3,idle,,,,,,,,,
event_colorless_06_s_68,40054,event_colorless_06_s,Monologue,,,Locale_SubScenario:event_colorless_06_s_68,False,,black,black,1.0,,,,,,,,,,,3,idle,privaty,,,,,,,,
event_colorless_06_s_69,40054,event_colorless_06_s,Narration,,,Locale_SubScenario:event_colorless_06_s_69,False,,black,black,1.0,none,,black,,,zwei,16,shy,,,,,,,,,,,,,
event_colorless_06_s_70,40054,event_colorless_06_s,Narration,,,Locale_SubScenario:event_colorless_06_s_70,False,,black,black,1.0,,,,,,,16,shy,,,,,,,,,,,,,
event_colorless_06_s_71,40054,event_colorless_06_s,Narration,,,Locale_SubScenario:event_colorless_06_s_71,False,,black,black,1.0,,,,,,,16,shy,,,,,,,,,,,,,
event_colorless_06_s_72,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_72,True,,2,2,1.0,bgm_story_weare,,,,,,16,shy,,,,,,ein,1,idle,,rei,3,surprise,
event_colorless_06_s_73,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_73,True,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_74,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_74,True,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_75,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_75,True,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_76,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_76,True,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_77,40054,event_colorless_06_s,Speech,rei,rei,Locale_SubScenario:event_colorless_06_s_77,True,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,angry,
event_colorless_06_s_78,40054,event_colorless_06_s,Speech,rei,rei,Locale_SubScenario:event_colorless_06_s_78,True,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,angry,
event_colorless_06_s_79,40054,event_colorless_06_s,Narration,rei,,Locale_SubScenario:event_colorless_06_s_79,False,,2,2,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,angry,
event_colorless_06_s_80,40054,event_colorless_06_s,Speech,rei,zwei,Locale_SubScenario:event_colorless_06_s_80,False,,160,160,1.0,,,,,,,16,shy,,,,,,,1,idle,,,3,angry,
event_colorless_06_s_81,40054,event_colorless_06_s,Narration,,,Locale_SubScenario:event_colorless_06_s_81,False,,black,black,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,angry,
event_colorless_06_s_82,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_82,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_83,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_83,True,,130,12,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_84,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_84,True,,12,12,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_85,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_85,True,,12,12,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_86,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_86,False,,12,10,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_87,40054,event_colorless_06_s,Speech,rei,zwei,Locale_SubScenario:event_colorless_06_s_87,False,,10,XS_30,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_88,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_88,False,,XS_30,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_89,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_89,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_90,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_90,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_91,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_91,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_92,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_92,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_93,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_93,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_94,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_94,False,WasteLand_02_n,black,black,1.0,,,,,,,13,shy,zwei,,,,,,1,idle,ein,,3,surprise,rei
event_colorless_06_s_95,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_95,False,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,
event_colorless_06_s_96,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_96,False,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,
event_colorless_06_s_97,40054,event_colorless_06_s,Speech,,rei,Locale_SubScenario:event_colorless_06_s_97,False,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,
event_colorless_06_s_98,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_98,False,,130,130,1.0,,,,,,,,,,,,,,,,,,,,,
event_colorless_06_s_99,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_99,False,,130,130,1.0,,,,Blur_Middle,,,,,,,,,,,,,,,,,
event_colorless_06_s_100,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_100,False,,130,130,1.0,,,,Blur_Middle,Grey,,,,,,,,,,,,,,,,
event_colorless_06_s_101,40054,event_colorless_06_s,Speech,,zwei,Locale_SubScenario:event_colorless_06_s_101,False,Wasteland_03_n,black,black,1.0,,,,,,zwei,13,idle,,,,,,ein,1,idle,,rei,3,surprise,
event_colorless_06_s_102,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_102,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_103,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_103,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_104,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_104,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_105,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_105,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_106,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_106,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_107,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_107,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_108,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_108,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_109,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_109,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_110,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_110,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_111,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_111,True,,130,130,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_112,40054,event_colorless_06_s,Narration,rei,,Locale_SubScenario:event_colorless_06_s_112,False,,130,2,1.0,,sfx_scn_photopass,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_113,40054,event_colorless_06_s,Speech,rei,zwei,Locale_SubScenario:event_colorless_06_s_113,False,,2,2,1.0,,,,,,,13,shy,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_114,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_114,True,,2,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_115,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_115,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_116,40054,event_colorless_06_s,Speech,zwei,zwei,Locale_SubScenario:event_colorless_06_s_116,True,,130,130,1.0,,,,,,,13,idle,,,,,,,1,idle,,,3,surprise,
event_colorless_06_s_117,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_117,True,,130,10,1.0,,,,,,,13,idle,,,,,,,1,no,,,3,surprise,
event_colorless_06_s_118,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_118,True,,10,10,1.0,,,,,,,13,idle,,,,,,,1,no,,,3,surprise,
event_colorless_06_s_119,40054,event_colorless_06_s,Speech,ein,ein,Locale_SubScenario:event_colorless_06_s_119,True,,10,10,1.0,,,,,,,13,idle,,,,,,,1,no,,,3,surprise,
event_colorless_06_s_120,40054,event_colorless_06_s,Narration,ein,,Locale_SubScenario:event_colorless_06_s_120,False,,10,10,1.0,none,sfx_scn_rapturehowl,,,,,13,idle,,,,,,,1,no,,,3,surprise,
event_colorless_06_s_121,40054,event_colorless_06_s,Narration,ein,,Locale_SubScenario:event_colorless_06_s_121,False,,10,10,1.0,,,,,,,13,idle,,,,,,,1,no,,,3,surprise,
event_colorless_06_s_122,40054,event_colorless_06_s,Narration,,,Locale_SubScenario:event_colorless_06_s_122,False,,black,black,1.0,,,,,,,13,idle,,,,,,,1,no,,,3,surprise,
