id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_trueflavor_01_e_14,40074,event_trueflavor_01_e,Speech,marciana,marciana,Locale_SubScenario:event_trueflavor_01_e_14,True,,1,1,1.0,,,,,2,idle,,,12,idle
event_trueflavor_01_e_15,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_15,True,,1,1,1.0,,,,,2,idle,,,12,delight
event_trueflavor_01_e_16,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_16,False,,1,1,1.0,,,,,2,idle,,,12,delight
event_trueflavor_01_e_17,40074,event_trueflavor_01_e,Speech,marciana,marciana,Locale_SubScenario:event_trueflavor_01_e_17,True,,1,1,1.0,,,,,2,delight,,,12,delight
event_trueflavor_01_e_18,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_18,True,Park,12,XS_120,1.3,,black,,,2,delight,marciana,,12,delight
event_trueflavor_01_e_19,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_19,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_20,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_20,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_21,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_21,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_22,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_22,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_23,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_23,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_24,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_24,True,,XS_120,XS_1200,1.3,,,,,,,,,12,idle
event_trueflavor_01_e_25,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_25,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_26,40074,event_trueflavor_01_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_01_e_26,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_27,40074,event_trueflavor_01_e,Narration,crust,,Locale_SubScenario:event_trueflavor_01_e_27,False,,XS_1200,XS_1200,1.0,,,sfx_scn_hungry,,,,,,12,idle
event_trueflavor_01_e_28,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_28,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_29,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_29,True,,XS_1200,XS_120,1.3,,,,,,,,,12,delight
event_trueflavor_01_e_30,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_30,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_31,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_31,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_32,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_32,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_33,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_33,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_34,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_34,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_35,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_35,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_36,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_36,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_37,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_37,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_38,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_38,True,,XS_120,XS_1200,1.3,,,,,,,,,12,idle
event_trueflavor_01_e_39,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_39,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_40,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_40,True,Kitchen,black,black,1.0,bgm_story_sunnycarnival,black,,,,,,,12,delight
event_trueflavor_01_e_41,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_41,True,,XS_120,12,1.3,,,,,,,,,12,idle
event_trueflavor_01_e_42,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_42,True,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_43,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_43,True,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_44,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_44,False,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_45,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_45,True,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_46,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_46,True,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_47,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_47,True,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_48,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_48,False,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_49,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_49,True,,12,12,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_50,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_50,True,,12,12,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_51,40074,event_trueflavor_01_e,Narration,crust,,Locale_SubScenario:event_trueflavor_01_e_51,False,,12,XS_120,1.3,,,sfx_scn_dishdebris,,,,,,12,delight
event_trueflavor_01_e_52,40074,event_trueflavor_01_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_01_e_52,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_53,40074,event_trueflavor_01_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_01_e_53,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_54,40074,event_trueflavor_01_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_01_e_54,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_55,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_55,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_56,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_56,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_57,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_57,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_58,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_58,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_59,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_59,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_60,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_60,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_61,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_61,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_62,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_62,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_63,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_63,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_64,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_64,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_65,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_65,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_66,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_66,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_67,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_67,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_68,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_68,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_69,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_69,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_70,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_70,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_71,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_71,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_72,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_72,True,,XS_120,XS_120,1.0,,,,,,,,,12,no
event_trueflavor_01_e_73,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_73,True,,XS_120,XS_120,1.0,,,,,,,,,12,no
event_trueflavor_01_e_74,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_74,False,,XS_120,XS_120,1.0,,,,,,,,,12,no
event_trueflavor_01_e_75,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_75,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_76,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_76,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_77,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_77,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_78,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_78,False,,XS_120,XS_120,1.0,none,,,,,,,,12,idle
event_trueflavor_01_e_79,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_79,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_80,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_80,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_81,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_81,True,,XS_120,XS_1200,1.3,bgm_story_tepidappleade,,,,,,,,12,idle
event_trueflavor_01_e_82,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_82,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_83,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_83,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_84,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_84,True,,XS_1200,XS_120,1.0,,,,,,,,,12,shy
event_trueflavor_01_e_85,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_85,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_86,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_86,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_87,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_87,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_88,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_88,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_89,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_89,True,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_90,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_90,True,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_91,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_91,False,,XS_120,XS_120,1.3,,,,,,,,,12,delight
event_trueflavor_01_e_92,40074,event_trueflavor_01_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_01_e_92,False,,black,black,1.0,,,,,,,,,12,delight
event_trueflavor_01_e_93,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_93,False,,XS_120,XS_1200,1.3,,,,,,,,,12,delight
event_trueflavor_01_e_94,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_94,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_95,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_95,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_96,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_96,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,sad
event_trueflavor_01_e_97,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_97,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,sad
event_trueflavor_01_e_98,40074,event_trueflavor_01_e,Narration,crust,,Locale_SubScenario:event_trueflavor_01_e_98,False,,black,black,1.0,,,,,,,,,12,sad
event_trueflavor_01_e_99,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_99,True,,XS_1200,XS_120,1.3,,,,,,,,,12,think
event_trueflavor_01_e_100,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_100,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_101,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_101,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_102,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_102,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_103,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_103,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_104,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_104,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_105,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_105,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_01_e_106,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_106,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_107,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_107,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_108,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_108,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_109,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_109,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_110,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_110,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_111,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_111,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_01_e_112,40074,event_trueflavor_01_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_01_e_112,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_01_e_113,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_113,False,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_01_e_114,40074,event_trueflavor_01_e,Self,crust,,Locale_SubScenario:event_trueflavor_01_e_114,False,,XS_120,XS_120,1.0,,,,,,,,,12,sad
