id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target
event_fullfoolday_11_72,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_72,False,,L_50,L_50,1.0,,,,1,idle,,3,good,,5,shy,
event_fullfoolday_11_73,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_73,True,,S_10,S_10,1.0,,,,1,idle,,3,idle,,5,shy,
event_fullfoolday_11_74,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_74,True,,S_10,S_10,1.0,,,,1,shy,,3,idle,,5,shy,
event_fullfoolday_11_75,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_75,False,,S_10,S_10,1.0,,,,1,shy,,3,idle,,5,shy,
event_fullfoolday_11_76,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_76,True,,S_10,S_10,1.0,,,,1,shy,,3,idle,,5,idle,
event_fullfoolday_11_77,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_77,False,,S_10,S_10,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_78,130001,event_fullfoolday_11,Speech,yan,yan,Locale_SubScenario:event_fullfoolday_11_78,True,,S_10,S_10,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_79,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_79,False,,S_10,S_10,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_80,130001,event_fullfoolday_11,Speech,rupee,rupee,Locale_SubScenario:event_fullfoolday_11_80,True,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_81,130001,event_fullfoolday_11,Self,Self,Self,Locale_SubScenario:event_fullfoolday_11_81,False,,L_50,L_50,1.0,,,,1,idle,,3,idle,,5,idle,
event_fullfoolday_11_82,130001,event_fullfoolday_11,Monologue,Monologue,Monologue,Locale_SubScenario:event_fullfoolday_11_82,False,none,black,black,1.0,,,,1,idle,,3,idle,,5,idle,
