id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_schooloflock_epilogue_53,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_53,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_54,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_54,True,,2,XS_10,1.0,,,,1,sad,,3,think
event_schooloflock_epilogue_55,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_55,True,,XS_10,XS_10,1.0,,,,1,sad,,3,think
event_schooloflock_epilogue_56,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_56,True,,30,30,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_57,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_57,True,,XS_10,1,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_58,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_58,True,,1,1,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_59,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_59,True,,1,1,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_60,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_60,True,,1,1,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_61,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_61,True,,1,1,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_62,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_62,True,,1,1,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_63,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_63,True,,1,1,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_64,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_64,True,,1,1,1.0,,,,1,sad,,3,think
event_schooloflock_epilogue_65,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_65,True,,1,1,1.0,,,,1,sad,,3,think
event_schooloflock_epilogue_66,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_66,False,,1,1,1.0,,,,1,sad,,3,special
event_schooloflock_epilogue_67,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_67,True,,1,1,1.0,,,,1,delight,,3,special
event_schooloflock_epilogue_68,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_68,True,,1,1,1.0,,,,1,delight,,3,special
event_schooloflock_epilogue_69,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_69,True,,1,XS_10,1.0,,,,1,delight,,3,special
event_schooloflock_epilogue_70,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_70,True,,XS_10,XS_100,1.0,,,,1,delight,,3,special
event_schooloflock_epilogue_71,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_71,False,,3,30,0.6,,Low_2,,1,delight,,3,idle
event_schooloflock_epilogue_72,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_72,True,,XS_100,XS_10,1.0,,,,1,idle,,3,idle
event_schooloflock_epilogue_73,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_73,True,,XS_10,XS_10,1.0,,,,1,idle,,3,idle
event_schooloflock_epilogue_74,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_74,True,,XS_10,XS_10,1.0,,,,1,idle,,3,idle
event_schooloflock_epilogue_75,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_75,True,,XS_10,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_76,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_76,False,,2,2,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_77,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_77,True,,2,2,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_78,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_78,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_79,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_79,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_80,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_80,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_81,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_81,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_82,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_82,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_83,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_83,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_84,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_84,True,,2,2,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_85,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_85,False,,2,3,1.0,,,,1,idle,,3,special
event_schooloflock_epilogue_86,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_86,True,,3,3,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_87,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_87,True,,3,3,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_88,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_88,True,,3,3,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_89,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_89,True,,3,30,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_90,40028,event_schooloflock_epilogue,Speech,marciana,marciana,Locale_SubScenario:event_schooloflock_epilogue_90,True,,30,300,1.0,,,,1,idle,,3,think
event_schooloflock_epilogue_91,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_91,True,,XS_10,XS_10,1.0,,,,1,delight,,3,think
event_schooloflock_epilogue_92,40028,event_schooloflock_epilogue,Speech,ether,ether,Locale_SubScenario:event_schooloflock_epilogue_92,True,,XS_10,XS_10,1.0,,,,1,delight,,3,think
