id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_bluewaterisland2_05_s_33,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_33,False,,1,1,1.0,,,,,event_bluewaterisland2_05_s_35,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_34,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_34,False,,1,1,1.0,,,,,event_bluewaterisland2_05_s_36,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_35,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_35,True,,1,1,1.0,,,,,event_bluewaterisland2_05_s_39,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_36,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_36,True,,1,1,1.0,,,,,,,,,,,1,sad,,,,,,,5,idle,
event_bluewaterisland2_05_s_37,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_37,True,,1,1,1.0,,,,,,,,,,,1,sad,,,,,,,5,idle,
event_bluewaterisland2_05_s_38,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_38,False,,1,1,1.0,,,,,,,,,,,1,sad,,,,,,,5,idle,
event_bluewaterisland2_05_s_39,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_39,False,,1,10,2.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_40,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_40,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_41,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_41,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_42,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_42,False,,10,10,1.0,,,,,event_bluewaterisland2_05_s_44,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_43,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_43,False,,10,10,1.0,,,,,event_bluewaterisland2_05_s_50,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_44,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_44,True,,10,10,1.0,,,,,,,,,,,1,shy,,,,,,,5,idle,
event_bluewaterisland2_05_s_45,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_45,False,,10,10,1.0,,,,,,,,,,,1,shy,,,,,,,5,idle,
event_bluewaterisland2_05_s_46,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_46,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_47,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_47,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_48,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_48,False,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_49,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_49,True,,10,10,1.0,,,,,event_bluewaterisland2_05_s_54,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_50,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_50,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_51,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_51,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,5,idle,
event_bluewaterisland2_05_s_52,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_52,True,,10,10,1.0,,,,,,,,,,,1,shy,,,,,,,5,idle,
event_bluewaterisland2_05_s_53,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_53,True,,10,10,1.0,,,,,,,,,,,1,shy,,,,,,,5,idle,
event_bluewaterisland2_05_s_54,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_54,True,Beach_n,XS_130,XS_130,1.0,,,,black,,,,,,,1,idle,,neon_s,13,idle,,,5,idle,volt
event_bluewaterisland2_05_s_55,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_55,True,,XS_130,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_56,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_56,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_57,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_57,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_58,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_58,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_59,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_59,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_60,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_60,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_61,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_61,True,,12,XS_130,1.0,,,,,,,,,,,1,idle,,,13,no,,,,,
event_bluewaterisland2_05_s_62,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_62,True,,XS_130,XS_130,1.0,,,,,,,,,,,1,idle,,,13,no,,,,,
event_bluewaterisland2_05_s_63,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_63,False,,XS_130,10,2.0,,,,,,,,,,,1,think,,,13,idle,,,,,
event_bluewaterisland2_05_s_64,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_64,True,,10,10,1.0,,,,,,,,,,,1,think,,,13,idle,,,,,
event_bluewaterisland2_05_s_65,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_65,True,,10,10,1.0,,,,,,,,,,,1,think,,,13,idle,,,,,
event_bluewaterisland2_05_s_66,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_66,False,,10,10,1.0,,,,,,,,,,,1,think,,,13,idle,,,,,
event_bluewaterisland2_05_s_67,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_67,True,,10,10,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_68,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_68,True,,10,10,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_69,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_69,True,,10,10,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_70,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_70,True,,10,10,1.0,,,,,,,,,,,1,sad,,,13,idle,,,,,
event_bluewaterisland2_05_s_71,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_71,True,,10,12,2.0,,,,,,,,,,,1,sad,,,13,idle,,,,,
event_bluewaterisland2_05_s_72,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_72,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_73,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_73,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_74,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_74,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_75,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_75,True,,12,XS_130,0.7,,,,,,,,,,,1,idle,,,13,surprise,,,,,
event_bluewaterisland2_05_s_76,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_76,True,,XS_130,XS_130,1.0,,,,,,,,,,,1,idle,,,13,worry,,,,,
event_bluewaterisland2_05_s_77,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_77,False,,XS_130,XS_130,1.0,,,,,,,,,,,1,idle,,,13,worry,,,,,
event_bluewaterisland2_05_s_78,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_78,True,,10,10,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_79,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_79,True,,10,10,1.0,,,,,,,,,,,1,idle,,,13,idle,,,,,
event_bluewaterisland2_05_s_80,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_80,True,,10,12,1.0,,,,,,,,,,,1,idle,,,13,shy,,,,,
event_bluewaterisland2_05_s_81,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_81,True,,12,12,1.0,,,,,,,,,,,1,idle,,,13,shy,,,,,
event_bluewaterisland2_05_s_82,40021,event_bluewaterisland2_05_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_05_s_82,False,,12,12,1.0,,sfx_scn_waterwalk,,,,,,,,,1,idle,,,19,shy,neon_s,,,,
event_bluewaterisland2_05_s_83,40021,event_bluewaterisland2_05_s,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_05_s_83,False,,12,12,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_84,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_84,True,,12,1,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_85,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_85,False,,1,1,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_86,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_86,True,,1,1,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_87,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_87,True,,1,1,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_88,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_88,True,,1,1,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_89,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_89,False,,1,1,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_90,40021,event_bluewaterisland2_05_s,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_05_s_90,False,,black,black,1.0,none,,,black,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_91,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_91,True,,10,10,1.0,bgm_story_inwonderland,,,,,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_92,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_92,True,,10,10,1.0,,,,,,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_93,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_93,False,,10,10,1.0,,,,,event_bluewaterisland2_05_s_95,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_94,40021,event_bluewaterisland2_05_s,Choice,,,Locale_SubScenario:event_bluewaterisland2_05_s_94,False,,10,10,1.0,,,,,event_bluewaterisland2_05_s_103,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_95,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_95,True,,10,10,1.0,,,,,,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_96,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_96,True,,10,10,1.0,,,,,,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_97,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_97,False,,10,10,1.0,,,,,,,,,,,1,surprise,,,,,,,,,
event_bluewaterisland2_05_s_98,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_98,True,,10,10,1.0,,,,,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland2_05_s_99,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_99,True,,10,10,1.0,,,,,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland2_05_s_100,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_100,True,,10,10,1.0,,,,,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland2_05_s_101,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_101,False,,10,10,1.0,,,,,,,,,,,1,sad,,,,,,,,,
event_bluewaterisland2_05_s_102,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_102,True,,10,10,1.0,,,,,event_bluewaterisland2_05_s_115,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_103,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_103,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_104,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_104,False,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_105,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_105,True,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_106,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_106,True,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_107,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_107,True,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_108,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_108,False,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_109,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_109,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_110,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_110,True,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_111,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_111,True,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_112,40021,event_bluewaterisland2_05_s,Self,,Self,Locale_SubScenario:event_bluewaterisland2_05_s_112,False,,10,10,1.0,,,,,,,,,,,1,think,,,,,,,,,
event_bluewaterisland2_05_s_113,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_113,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_114,40021,event_bluewaterisland2_05_s,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_05_s_114,True,,10,10,1.0,,,,,,,,,,,1,idle,,,,,,,,,
event_bluewaterisland2_05_s_115,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_115,True,,10,1,1.0,,,,,,,,,,,1,idle,,neon_s,19,idle,,,,,
event_bluewaterisland2_05_s_116,40021,event_bluewaterisland2_05_s,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_05_s_116,True,,1,1,1.0,,,,,,,,,,,1,idle,,,19,idle,,,,,
