id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_overthehorizon_05_e_22,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_22,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_23,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_23,True,,overthehorizon_03,overthehorizon_04,2.5,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_24,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_24,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_25,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_25,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_26,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_26,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_27,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_27,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_28,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_28,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_29,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_29,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_30,40081,event_overthehorizon_05_e,Monologue,Locale_SubScenario:event_overthehorizon_05_e_30,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_31,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_31,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_32,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_32,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_33,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_33,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_34,40081,event_overthehorizon_05_e,Monologue,Locale_SubScenario:event_overthehorizon_05_e_34,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_35,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_35,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_36,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_36,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_37,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_37,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_38,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_38,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_39,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_39,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_40,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_40,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_41,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_41,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_42,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_42,True,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_43,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_43,False,,overthehorizon_04,overthehorizon_04,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_44,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_44,True,,overthehorizon_04,overthehorizon_03,2.5,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_45,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_45,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_46,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_46,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_47,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_47,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_48,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_48,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_49,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_49,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_50,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_50,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_51,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_51,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_52,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_52,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_53,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_53,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_54,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_54,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_55,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_55,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_56,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_56,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_57,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_57,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_58,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_58,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_59,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_59,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_60,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_60,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_61,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_61,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_62,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_62,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_63,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_63,False,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_64,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_64,True,,overthehorizon_03,overthehorizon_03,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_65,40081,event_overthehorizon_05_e,Monologue,Locale_SubScenario:event_overthehorizon_05_e_65,False,,overthehorizon_03,overthehorizon_02,2.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_66,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_66,True,,overthehorizon_02,overthehorizon_02,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_67,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_67,True,,overthehorizon_02,overthehorizon_02,1.0,,,,1,idle,sora,sora,,,,
event_overthehorizon_05_e_68,40081,event_overthehorizon_05_e,Narration,Locale_SubScenario:event_overthehorizon_05_e_68,False,,overthehorizon_02,overthehorizon_02,1.0,sfx_scn_kiss,none,,1,idle,sora,,,,,
event_overthehorizon_05_e_69,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_69,False,,overthehorizon_02,overthehorizon_02,1.0,,,,1,idle,sora,,,,,
event_overthehorizon_05_e_70,40081,event_overthehorizon_05_e,Monologue,Locale_SubScenario:event_overthehorizon_05_e_70,False,,black,black,1.0,,,,1,idle,sora,,overthehorizon_event,sora,1,idle
event_overthehorizon_05_e_71,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_71,True,OuterRim,10,10,1.0,,,,,,sora,sora,,,1,idle
event_overthehorizon_05_e_72,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_72,True,,10,10,1.0,,,,,,sora,sora,,,1,idle
event_overthehorizon_05_e_73,40081,event_overthehorizon_05_e,Monologue,Locale_SubScenario:event_overthehorizon_05_e_73,False,,10,10,1.0,,bgm_frostpillar,,,,sora,,,,1,idle
event_overthehorizon_05_e_74,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_74,True,,10,10,1.0,,,,,,sora,sora,,,1,idle
event_overthehorizon_05_e_75,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_75,False,,10,10,1.0,,,,,,sora,,,,1,idle
event_overthehorizon_05_e_76,40081,event_overthehorizon_05_e,Monologue,Locale_SubScenario:event_overthehorizon_05_e_76,False,,10,100,1.0,,,,,,sora,,,,1,idle
event_overthehorizon_05_e_77,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_77,True,,100,100,1.0,,,,,,sora,sora,,,1,idle
event_overthehorizon_05_e_78,40081,event_overthehorizon_05_e,Self,Locale_SubScenario:event_overthehorizon_05_e_78,False,,100,100,1.0,,,,,,sora,,,,1,idle
event_overthehorizon_05_e_79,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_79,True,,100,100,1.0,,,,,,sora,sora,,,1,idle
event_overthehorizon_05_e_80,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_80,True,,100,100,1.0,,,,,,sora,sora,,,1,idle
event_overthehorizon_05_e_81,40081,event_overthehorizon_05_e,Speech,Locale_SubScenario:event_overthehorizon_05_e_81,True,,100,100,1.0,,,,,,sora,sora,,,1,idle
