id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/5/hide_char_id,characters/6/hide_char_id
event_ce02_2_06_s_11,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_11,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_12,40027,event_ce02_2_06_s,Narration,,,Locale_SubScenario:event_ce02_2_06_s_12,False,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,130,14,1.0,,sfx_scn_aim,,,
event_ce02_2_06_s_13,40027,event_ce02_2_06_s,Monologue,,,Locale_SubScenario:event_ce02_2_06_s_13,False,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,14,14,1.0,,,,,
event_ce02_2_06_s_14,40027,event_ce02_2_06_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_06_s_14,False,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,14,14,1.0,,,,,
event_ce02_2_06_s_15,40027,event_ce02_2_06_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_06_s_15,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,14,14,1.0,,,,,
event_ce02_2_06_s_16,40027,event_ce02_2_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_06_s_16,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,10,10,1.0,,,,,
event_ce02_2_06_s_17,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_17,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,14,14,1.0,,,,,
event_ce02_2_06_s_18,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_18,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,14,14,1.0,,,,,
event_ce02_2_06_s_19,40027,event_ce02_2_06_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_06_s_19,False,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,14,14,1.0,,,,,
event_ce02_2_06_s_20,40027,event_ce02_2_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_06_s_20,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,
event_ce02_2_06_s_21,40027,event_ce02_2_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_06_s_21,True,,9,idle,,7,think,,5,idle,,3,idle,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,
event_ce02_2_06_s_22,40027,event_ce02_2_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_06_s_22,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,
event_ce02_2_06_s_23,40027,event_ce02_2_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_06_s_23,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,
event_ce02_2_06_s_24,40027,event_ce02_2_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_06_s_24,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,2,2,1.0,,,,,
event_ce02_2_06_s_25,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_25,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,2,13,1.0,,,,,
event_ce02_2_06_s_26,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_26,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,13,130,1.0,,,,,
event_ce02_2_06_s_27,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_27,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_28,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_28,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_29,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_29,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_30,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_30,True,,9,idle,,7,think,,5,idle,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_31,40027,event_ce02_2_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_06_s_31,False,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,5,50,0.6,,,,,
event_ce02_2_06_s_32,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_32,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_33,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_33,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_34,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_34,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,130,130,1.0,,,,,
event_ce02_2_06_s_35,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_35,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,130,1300,1.0,,,,,
event_ce02_2_06_s_36,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_36,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_37,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_37,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_38,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_38,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_39,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_39,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_40,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_40,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_41,40027,event_ce02_2_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_06_s_41,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,10,1,1.0,,,,,
event_ce02_2_06_s_42,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_42,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_43,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_43,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_44,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_44,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_45,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_45,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_46,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_46,True,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,1300,1.0,,,,,
event_ce02_2_06_s_47,40027,event_ce02_2_06_s,Narration,,,Locale_SubScenario:event_ce02_2_06_s_47,False,,9,idle,,7,think,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,1300,13,1.0,,sfx_scn_earthquake,Low_2,,
event_ce02_2_06_s_48,40027,event_ce02_2_06_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_06_s_48,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,8,8,1.0,,,,,
event_ce02_2_06_s_49,40027,event_ce02_2_06_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_06_s_49,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,8,8,1.0,,,,,
event_ce02_2_06_s_50,40027,event_ce02_2_06_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_06_s_50,True,,9,surprise,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,8,8,1.0,,,,,
event_ce02_2_06_s_51,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_51,True,,9,surprise,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,
event_ce02_2_06_s_52,40027,event_ce02_2_06_s,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_06_s_52,True,,9,surprise,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,13,13,1.0,,,,,
event_ce02_2_06_s_53,40027,event_ce02_2_06_s,Narration,,,Locale_SubScenario:event_ce02_2_06_s_53,False,,9,surprise,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,black,black,1.0,,sfx_scn_earthquake,,,
event_ce02_2_06_s_54,40027,event_ce02_2_06_s,Monologue,,,Locale_SubScenario:event_ce02_2_06_s_54,False,,9,surprise,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,black,black,1.0,,,,,
event_ce02_2_06_s_55,40027,event_ce02_2_06_s,Monologue,,,Locale_SubScenario:event_ce02_2_06_s_55,False,,9,surprise,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,black,black,1.0,,,,,
event_ce02_2_06_s_56,40027,event_ce02_2_06_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_06_s_56,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,9,90,0.6,,,,,
event_ce02_2_06_s_57,40027,event_ce02_2_06_s,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_06_s_57,True,,9,angry,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,90,90,1.0,,,,,
event_ce02_2_06_s_58,40027,event_ce02_2_06_s,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_06_s_58,True,,9,angry,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,,15,150,0.6,,,,,
event_ce02_2_06_s_59,40027,event_ce02_2_06_s,Narration,,,Locale_SubScenario:event_ce02_2_06_s_59,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,13,idle,,15,idle,White,130,1300,1.0,,,,6000d_02,
event_ce02_2_06_s_60,40027,event_ce02_2_06_s,Monologue,,,Locale_SubScenario:event_ce02_2_06_s_60,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,15,idle,,1300,1300,1.0,,,,,c1002_02
event_ce02_2_06_s_61,40027,event_ce02_2_06_s,Speech,neon,neon,Locale_SubScenario:event_ce02_2_06_s_61,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,Factory_n,4,4,1.0,,,,,
event_ce02_2_06_s_62,40027,event_ce02_2_06_s,Monologue,,,Locale_SubScenario:event_ce02_2_06_s_62,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_63,40027,event_ce02_2_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_06_s_63,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_64,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_64,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_65,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_65,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_66,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_66,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_67,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_67,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_68,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_68,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_69,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_69,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,4,1.0,,,,,
event_ce02_2_06_s_70,40027,event_ce02_2_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_06_s_70,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,4,50,0.7,,,,,
event_ce02_2_06_s_71,40027,event_ce02_2_06_s,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_06_s_71,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,50,50,1.0,,,,,
event_ce02_2_06_s_72,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_72,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,black,black,1.0,,,,,
event_ce02_2_06_s_73,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_73,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,black,black,1.0,,,,,
event_ce02_2_06_s_74,40027,event_ce02_2_06_s,Speech,huge6000d,huge6000d,Locale_SubScenario:event_ce02_2_06_s_74,False,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,black,black,1.0,,,,,
event_ce02_2_06_s_75,40027,event_ce02_2_06_s,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_06_s_75,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,angry,,,,,,,,9,90,0.6,,,,,
event_ce02_2_06_s_76,40027,event_ce02_2_06_s,Speech,anis,anis,Locale_SubScenario:event_ce02_2_06_s_76,True,,9,idle,,7,angry,,5,angry,,3,surprise,,1,sad,,,,,,,,1,10,0.6,,,,,
