id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_filter_01,set_filter_02,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_boomtheghost1_03_s_48,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_48,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_49,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_49,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_50,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_50,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_51,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_51,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_52,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_52,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_53,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_53,False,,S_10,S_100,1.0,,elegg_s,,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_54,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_54,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_55,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_55,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_56,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_56,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,surprise
event_boomtheghost1_03_s_57,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_57,False,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,think
event_boomtheghost1_03_s_58,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_58,True,,S_100,S_100,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,think
event_boomtheghost1_03_s_59,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_59,False,,black,black,1.0,,elegg_s,,,,,,,3,think,,1,think
event_boomtheghost1_03_s_60,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_60,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,think
event_boomtheghost1_03_s_61,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_61,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,think
event_boomtheghost1_03_s_62,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_62,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_63,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_63,True,,S_10,S_100,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,delight
event_boomtheghost1_03_s_64,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_64,False,,S_100,300,1.0,,rapi_ss,rapi_ss,,,,,,3,worry,,1,delight
event_boomtheghost1_03_s_65,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_65,True,,300,300,1.0,,rapi_ss,rapi_ss,,,,,,3,worry,,1,delight
event_boomtheghost1_03_s_66,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_66,False,,300,300,1.0,,rapi_ss,,,,,,,3,worry,,1,delight
event_boomtheghost1_03_s_67,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_67,True,,300,30,1.0,,rapi_ss,rapi_ss,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_68,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_68,False,,30,30,1.0,,rapi_ss,,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_69,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_69,True,,30,30,1.0,,rapi_ss,rapi_ss,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_70,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_70,False,,30,30,1.0,,rapi_ss,,,,,,,3,angry,,1,idle
event_boomtheghost1_03_s_71,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_71,True,,30,30,1.0,,rapi_ss,rapi_ss,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_72,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_72,False,,30,S_10,1.0,,rapi_ss,,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_73,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_73,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_74,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_74,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_75,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_75,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_76,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_76,False,,S_10,S_10,1.0,,elegg_s,,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_77,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_77,False,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,think
event_boomtheghost1_03_s_78,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_78,True,,S_10,S_10,1.0,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_79,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_79,False,,S_10,S_10,1.0,,elegg_s,,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_80,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_80,True,,S_10,S_100,0.5,,elegg_s,elegg_s,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_81,40084,event_boomtheghost1_03_s,Narration,Locale_MainScenario:event_boomtheghost1_03_s_81,False,,S_100,S_100,1.0,,elegg_s,,,sfx_scn_naturalswitch,,,,3,think,,1,idle
event_boomtheghost1_03_s_82,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_82,False,,S_100,S_100,1.0,,elegg_s,,,,,,,3,think,,1,idle
event_boomtheghost1_03_s_83,40084,event_boomtheghost1_03_s,Narration,Locale_MainScenario:event_boomtheghost1_03_s_83,False,TechIndoor_n,black,black,1.0,,elegg_s,,,sfx_scn_lightout,,,,3,think,,1,idle
event_boomtheghost1_03_s_84,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_84,False,,black,black,1.0,,elegg_s,,,,Vignetting,Grey,,3,think,,1,idle
event_boomtheghost1_03_s_85,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_85,False,,black,black,1.0,,elegg_s,,,,Vignetting,Grey,,3,think,,1,idle
event_boomtheghost1_03_s_86,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_86,False,,30,300,0.7,,elegg_s,,,,Vignetting,Grey,,3,angry,,1,idle
event_boomtheghost1_03_s_87,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_87,False,,300,300,1.0,,rapi_ss,rapi_ss,,,Vignetting,Grey,,3,angry,,1,idle
event_boomtheghost1_03_s_88,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_88,True,,300,S_100,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,angry,,1,surprise
event_boomtheghost1_03_s_89,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_89,True,,S_100,S_10,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,angry,,1,surprise
event_boomtheghost1_03_s_90,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_90,True,,S_10,31,1.0,,rapi_ss,rapi_ss,,,Vignetting,Grey,,3,worry,,1,surprise
event_boomtheghost1_03_s_91,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_91,True,,31,31,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_92,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_92,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_93,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_93,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_94,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_94,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_95,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_95,True,,31,31,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_96,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_96,True,,31,31,1.0,,rapi_ss,rapi_ss,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_97,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_97,True,,31,31,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_98,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_98,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_99,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_99,True,,31,31,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_100,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_100,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_101,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_101,True,,31,31,1.0,,elegg_s,elegg_s,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_102,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_102,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_103,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_103,False,,31,31,1.0,,elegg_s,,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_104,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_104,False,,31,31,1.0,,rapi_ss,rapi_ss,,,Vignetting,Grey,,3,worry,,1,idle
event_boomtheghost1_03_s_105,40084,event_boomtheghost1_03_s,Narration,Locale_MainScenario:event_boomtheghost1_03_s_105,False,TechIndoor,black,black,1.0,,rapi_ss,,,sfx_scn_biglightout,,,,3,worry,,1,idle
event_boomtheghost1_03_s_106,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_106,False,,black,black,1.0,,rapi_ss,,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_107,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_107,True,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_108,40084,event_boomtheghost1_03_s,Monologue,Locale_MainScenario:event_boomtheghost1_03_s_108,False,,31,31,1.0,,elegg_s,,,,,,,3,worry,,1,idle
event_boomtheghost1_03_s_109,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_109,False,,31,31,1.0,,elegg_s,elegg_s,,,,,,3,scare,,1,no
event_boomtheghost1_03_s_110,40084,event_boomtheghost1_03_s,Self,Locale_MainScenario:event_boomtheghost1_03_s_110,False,,31,31,1.0,,elegg_s,,,,,,,3,scare,,1,no
event_boomtheghost1_03_s_111,40084,event_boomtheghost1_03_s,Speech,Locale_MainScenario:event_boomtheghost1_03_s_111,False,,31,31,1.0,,rapi_ss,rapi_ss,,,,,,3,scare,,1,no
