id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
1ann_mini_prologue_26,80803,1ann_mini_prologue,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:1ann_mini_prologue_26,True,,S_10,S_100,2.0,,,1,sad,,13,think
1ann_mini_prologue_27,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_27,False,,1300,1300,1.0,,,1,sad,,13,think
1ann_mini_prologue_28,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_28,True,,1300,12,1.0,,,1,sad,,13,idle
1ann_mini_prologue_29,80803,1ann_mini_prologue,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:1ann_mini_prologue_29,False,,12,12,1.0,,,1,sad,,13,idle
1ann_mini_prologue_30,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_30,True,,12,12,1.0,,,1,sad,,13,idle
1ann_mini_prologue_31,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_31,True,,12,12,1.0,,,1,sad,,13,idle
1ann_mini_prologue_32,80803,1ann_mini_prologue,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:1ann_mini_prologue_32,False,,12,12,1.0,,,1,sad,,13,idle
1ann_mini_prologue_33,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_33,True,,12,130,1.0,,,1,sad,,13,surprise
1ann_mini_prologue_34,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_34,True,,130,130,1.0,,,1,sad,,13,smile
1ann_mini_prologue_35,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_35,True,,130,130,1.0,,,1,sad,,13,smile
1ann_mini_prologue_36,80803,1ann_mini_prologue,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:1ann_mini_prologue_36,False,,130,S_10,1.0,,,1,sad,,13,smile
1ann_mini_prologue_37,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_37,True,,S_10,12,1.0,,,1,sad,,13,idle
1ann_mini_prologue_38,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_38,True,,12,12,1.0,,,1,sad,,13,smile
1ann_mini_prologue_39,80803,1ann_mini_prologue,Speech,snowwhite_o,snowwhite_o,Locale_SubScenario:1ann_mini_prologue_39,True,,12,S_10,0.5,,,1,angry,,13,smile
1ann_mini_prologue_40,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_40,True,,S_10,130,1.0,,,1,no,,13,idle
1ann_mini_prologue_41,80803,1ann_mini_prologue,Speech,redhood,redhood,Locale_SubScenario:1ann_mini_prologue_41,True,,130,130,1.0,,,1,no,,13,idle
