id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,fade,characters/3/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
event_goldencoinrush1_06_s_11,40048,event_goldencoinrush1_06_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_06_s_11,True,,,,,12,12,1.0,,,,3,good,,1,delight,,13,idle,,,,
event_goldencoinrush1_06_s_12,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_12,True,,,,,12,12,1.0,,,,3,good,,1,delight,,13,idle,,,,
event_goldencoinrush1_06_s_13,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_13,True,soda_b,5,sad,,5,5,1.0,,,,3,idle,,1,delight,,13,idle,,mary_b,,
event_goldencoinrush1_06_s_14,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_14,True,,5,sad,,5,5,1.0,,,,3,idle,,1,delight,,,,,,,
event_goldencoinrush1_06_s_15,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_15,True,,5,sad,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_16,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_16,True,,5,sad,,XS_10,XS_10,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_17,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_17,True,,5,sad,,5,5,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_18,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_18,True,,5,sad,,5,S_50,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_19,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_19,True,,5,sad,,S_50,4,1.0,none,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_20,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_20,True,,5,sad,,4,4,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_21,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_21,True,,5,worry,,4,4,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_22,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_22,True,,5,worry,,4,4,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_23,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_23,True,,5,worry,,4,4,1.0,bgm_mystery,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_24,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_24,True,,5,worry,,4,4,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_25,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_25,True,,5,worry,,4,4,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_26,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_26,True,,5,worry,,4,4,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_27,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_27,True,,5,worry,,4,S_30,0.6,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_28,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_28,True,,5,worry,,S_30,S_30,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_29,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_29,True,,5,worry,,S_30,S_50,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_30,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_30,True,,5,worry,,XS_10,XS_10,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_31,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_31,True,,5,worry,,XS_10,2,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_32,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_32,True,,5,worry,,2,4,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_33,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_33,True,,5,worry,,4,4,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_34,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_34,True,,5,worry,,4,4,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_35,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_35,True,,5,worry,,4,4,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_36,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_36,True,,5,worry,,4,4,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_37,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_37,True,,5,worry,,4,4,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_38,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_38,True,,5,worry,,4,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_39,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_39,True,,5,worry,,S_30,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_40,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_40,True,,5,sad,,S_30,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_41,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_41,True,,5,sad,,S_30,3,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_42,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_42,True,,5,sad,,3,3,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_43,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_43,True,,5,sad,,3,3,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_44,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_44,True,,5,sad,,3,3,1.0,,,,3,idle,,1,idle,,,,,,,
event_goldencoinrush1_06_s_45,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_45,True,,5,sad,,3,3,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_46,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_46,True,,5,sad,,3,3,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_47,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_47,True,,5,sad,,3,3,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_48,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_48,True,,5,serious,,5,S_50,0.6,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_49,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_49,True,,5,serious,,S_50,S_50,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_50,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_50,True,,5,serious,,S_50,S_50,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_51,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_51,True,,5,serious,,S_50,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_52,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_52,True,,5,serious,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_53,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_53,True,,5,serious,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_54,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_54,True,,5,sad,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_55,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_55,True,,5,sad,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_56,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_56,True,,5,sad,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_57,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_57,True,,5,worry,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_58,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_58,True,,5,worry,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_59,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_59,True,,5,worry,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_60,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_60,True,,5,worry,,4,4,1.0,,,,3,angry,,1,idle,,,,,,,
event_goldencoinrush1_06_s_61,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_61,True,,5,worry,,4,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_62,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_62,True,,5,worry,,S_30,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_63,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_63,True,,5,worry,,S_30,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_64,40048,event_goldencoinrush1_06_s,Speech,milk,milk,Locale_MainScenario:event_goldencoinrush1_06_s_64,True,,5,worry,,S_30,S_30,1.0,,,,3,no,,1,idle,,,,,,,
event_goldencoinrush1_06_s_65,40048,event_goldencoinrush1_06_s,Monologue,milk,,Locale_MainScenario:event_goldencoinrush1_06_s_65,False,,5,worry,,S_30,3,1.0,,,,3,no,,1,idle,,,,,,milk,
event_goldencoinrush1_06_s_66,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_66,True,,5,sad,,3,5,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_67,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_67,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_68,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_68,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_69,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_69,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_70,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_70,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_71,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_71,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_72,40048,event_goldencoinrush1_06_s,Speech,soda_b,soda_b,Locale_MainScenario:event_goldencoinrush1_06_s_72,True,,5,sad,,5,5,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_73,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_73,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_74,40048,event_goldencoinrush1_06_s,Speech,sugar,sugar,Locale_MainScenario:event_goldencoinrush1_06_s_74,True,,5,sad,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
event_goldencoinrush1_06_s_75,40048,event_goldencoinrush1_06_s,Monologue,sugar,,Locale_MainScenario:event_goldencoinrush1_06_s_75,False,,5,sad,,XS_10,1,1.0,,,,,,,1,idle,,,,,,,sugar
