id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_boomtheghost1_02_e_11,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_11,False,,S_150,S_150,1.0,,elegg,dorothy,,,7,sad,,,5,idle,,,3,no,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_12,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_12,True,,S_150,S_1500,1.0,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_13,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_13,True,,S_1500,S_1500,1.0,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_14,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_14,True,,S_1500,S_1500,1.0,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_15,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_15,True,,S_1500,S_150,1.0,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_16,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_16,True,,S_150,1517,1.0,,rapi_ss,rapi_ss,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_17,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_17,True,,1517,1517,1.0,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,delight,,,17,delight,
event_boomtheghost1_02_e_18,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_18,True,,1517,1315,1.5,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,delight,,,17,delight,
event_boomtheghost1_02_e_19,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_19,True,,1315,1315,1.0,,dorothy,dorothy,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,delight,,,17,delight,
event_boomtheghost1_02_e_20,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_20,False,,1315,1315,1.0,,elegg,elegg,,,7,sad,,,5,idle,,,3,idle,,,1,idle,,,13,think,,,15,think,,,17,delight,
event_boomtheghost1_02_e_21,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_21,True,,S_30,S_30,1.0,,tove,tove,,,7,sad,,,5,idle,,,3,surprise,,,1,idle,,,13,idle,,,15,think,,,17,delight,
event_boomtheghost1_02_e_22,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_22,True,,S_30,S_30,1.0,,tove,tove,,,7,sad,,,5,idle,,,3,surprise,,,1,idle,,,13,idle,,,15,think,,,17,delight,
event_boomtheghost1_02_e_23,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_23,True,,S_30,S_30,1.0,,tove,tove,,,7,sad,,,5,idle,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_24,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_24,True,,S_30,53,1.0,,pepper,pepper,,,7,sad,,,5,idle,,,3,surprise,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_25,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_25,True,,53,53,1.0,,tove,tove,,,7,sad,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_26,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_26,True,,53,53,1.0,,tove,tove,,,7,sad,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_27,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_27,True,,53,53,1.0,,tove,tove,,,7,sad,,,5,idle,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_28,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_28,True,,53,53,1.0,,pepper,pepper,,,7,idle,,,5,delight,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_29,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_29,True,,53,53,1.0,,pepper,pepper,,,7,idle,,,5,good,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_30,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_30,True,,53,53,1.0,,tove,tove,,,7,idle,,,5,good,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_31,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_31,True,,53,53,1.0,,tove,tove,,,7,idle,,,5,good,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_32,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_32,False,,53,53,1.0,,pepper,pepper,,,7,idle,,,5,surprise,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_33,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_33,True,,S_1500,S_150,1.0,,elegg,elegg,,,7,idle,,,5,surprise,,,3,sad,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_34,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_34,True,,S_150,S_150,1.0,,elegg,elegg,,,7,idle,,,5,surprise,,,3,idle,,,1,idle,,,13,idle,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_35,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_35,True,,S_150,1315,1.0,,dorothy,dorothy,,,7,idle,,,5,surprise,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_36,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_36,True,,1315,1315,1.0,,elegg,elegg,,,7,idle,,,5,surprise,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_37,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_37,True,,1315,1315,1.0,,elegg,elegg,,,7,idle,,,5,surprise,,,3,idle,,,1,idle,,,13,surprise,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_38,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_38,True,,1315,1315,1.0,,dorothy,dorothy,,,7,idle,,,5,surprise,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_39,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_39,True,,1315,1315,1.0,,elegg,elegg,,,7,idle,,,5,surprise,,,3,idle,,,1,idle,,,13,think,,,15,idle,,,17,delight,
event_boomtheghost1_02_e_40,40084,event_boomtheghost1_02_e,Monologue,Locale_MainScenario:event_boomtheghost1_02_e_40,False,,black,black,1.0,,rapi_ss,,,,1,idle,yan,,5,surprise,pepper,,3,idle,tove,,7,idle,centi,,13,think,,,13,idle,elegg,,15,delight,
event_boomtheghost1_02_e_41,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_41,False,,150,150,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,think,
event_boomtheghost1_02_e_42,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_42,False,,150,130,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,think,
event_boomtheghost1_02_e_43,40084,event_boomtheghost1_02_e,Self,Locale_MainScenario:event_boomtheghost1_02_e_43,False,,130,130,1.0,,dorothy,,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,think,
event_boomtheghost1_02_e_44,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_44,True,,130,1315,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,delight,
event_boomtheghost1_02_e_45,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_45,True,,1315,1315,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,delight,
event_boomtheghost1_02_e_46,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_46,True,,1315,1315,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,delight,
event_boomtheghost1_02_e_47,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_47,True,,1315,1315,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,delight,
event_boomtheghost1_02_e_48,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_48,True,,1315,1315,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,delight,
event_boomtheghost1_02_e_49,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_49,False,,1315,1315,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,delight,
event_boomtheghost1_02_e_50,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_50,True,,1315,1315,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,good,
event_boomtheghost1_02_e_51,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_51,True,,1315,1315,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,13,think,,,,,,,15,good,
event_boomtheghost1_02_e_52,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_52,True,,1315,1315,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,13,surprise,,,,,,,15,good,
event_boomtheghost1_02_e_53,40084,event_boomtheghost1_02_e,Narration,Locale_MainScenario:event_boomtheghost1_02_e_53,False,,black,black,1.0,none,dorothy,,sfx_scn_grab,,,,,,,,,,,,,,,,,,13,surprise,,,,,,,15,good,
event_boomtheghost1_02_e_54,40084,event_boomtheghost1_02_e,Monologue,Locale_MainScenario:event_boomtheghost1_02_e_54,False,,black,black,1.0,,rapi_ss,,,,,,,,,,,,,,,,,,,,17,surprise,dorothy,,,,,,15,good,rapi_ss
event_boomtheghost1_02_e_55,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_55,True,,1,1,1.0,bgm_story_milkyway,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_56,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_56,True,,1,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_57,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_57,True,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_58,40084,event_boomtheghost1_02_e,Narration,Locale_MainScenario:event_boomtheghost1_02_e_58,False,,100,100,1.0,,dorothy,,sfx_scn_rustle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_59,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_59,True,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_60,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_60,True,,100,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_61,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_61,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_62,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_62,True,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_63,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_63,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_64,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_64,True,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_65,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_65,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_66,40084,event_boomtheghost1_02_e,Narration,Locale_MainScenario:event_boomtheghost1_02_e_66,False,,1,100,1.0,,dorothy,,sfx_scn_clothrustle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_67,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_67,True,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_68,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_68,False,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_69,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_69,True,,100,100,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_70,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_70,True,,100,100,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_71,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_71,True,,100,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_72,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_72,True,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_73,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_73,True,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_74,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_74,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_75,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_75,True,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_76,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_76,True,,1,1,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_77,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_77,True,,1,1,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_78,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_78,True,,1,100,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_79,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_79,True,,100,100,1.0,,dorothy,dorothy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_80,40084,event_boomtheghost1_02_e,Monologue,Locale_MainScenario:event_boomtheghost1_02_e_80,False,,black,black,1.0,none,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_02_e_81,40084,event_boomtheghost1_02_e,Monologue,Locale_MainScenario:event_boomtheghost1_02_e_81,False,,black,black,1.0,,rapi_ss,,,yan_s,1,idle,,pepper_s,5,surprise,,tove_s,3,idle,,centi_s,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_82,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_82,True,,L_70,L_70,1.0,bgm_story_summermood,centi_s,centi_s,,,1,idle,,,5,surprise,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_83,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_83,True,,L_70,L_70,1.0,,centi_s,centi_s,,,1,idle,,,5,surprise,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_84,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_84,True,,L_70,75,1.0,,pepper_s,pepper_s,,,1,idle,,,5,surprise,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_85,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_85,True,,75,75,1.0,,centi_s,centi_s,,,1,idle,,,5,surprise,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_86,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_86,True,,75,75,1.0,,pepper_s,pepper_s,,,1,idle,,,5,delight,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_87,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_87,True,,75,75,1.0,,centi_s,centi_s,,,1,idle,,,5,delight,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_88,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_88,True,,75,3,1.5,,tove_s,tove_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_89,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_89,True,,3,31,1.0,,yan_s,yan_s,,,1,no,,,5,idle,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_90,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_90,True,,31,31,1.0,,tove_s,tove_s,,,1,no,,,5,idle,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_91,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_91,True,,31,31,1.0,,yan_s,yan_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_92,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_92,True,,31,31,1.0,,tove_s,tove_s,,,1,idle,,,5,idle,,,3,delight,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_93,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_93,False,,31,31,1.0,,yan_s,yan_s,,,1,no,,,5,idle,,,3,delight,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_94,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_94,True,,31,31,1.0,,yan_s,yan_s,,,1,no,,,5,idle,,,3,delight,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_95,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_95,True,,31,31,1.0,,tove_s,tove_s,,,1,no,,,5,idle,,,3,delight,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_96,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_96,True,,31,31,1.0,,yan_s,yan_s,,,1,no,,,5,idle,,,3,delight,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_97,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_97,False,,31,31,1.0,,tove_s,tove_s,,,1,no,,,5,idle,,,3,surprise,,,7,idle,,,,,,,,,,,,,
event_boomtheghost1_02_e_98,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_98,True,,S_130,S_1300,0.7,,elegg_s,elegg_s,,,1,no,,,5,idle,,,3,surprise,,,7,idle,,,,,,elegg_s,13,idle,,,,,
event_boomtheghost1_02_e_99,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_99,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,no,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_100,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_100,True,,S_50,S_50,1.0,,pepper_s,pepper_s,,,1,no,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_101,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_101,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_102,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_102,True,,S_1300,S_1300,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
event_boomtheghost1_02_e_103,40084,event_boomtheghost1_02_e,Speech,Locale_MainScenario:event_boomtheghost1_02_e_103,True,,S_1300,S_130,1.0,,elegg_s,elegg_s,,,1,idle,,,5,idle,,,3,idle,,,7,idle,,,,,,,13,idle,,,,,
