id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_claymore_04_e_46,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_46,True,,5,5,1.0,,clay,clay,,,,,5,idle,,,3,idle,,,,,
event_claymore_04_e_47,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_47,True,,5,5,1.0,,clay,clay,,,,,5,idle,,,3,idle,,,,,
event_claymore_04_e_48,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_48,True,,5,4,1.0,,milk,milk,,,,,5,idle,,,3,good,,,,,
event_claymore_04_e_49,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_49,True,,4,4,1.0,,milk,milk,,,,,5,idle,,,3,good,,,,,
event_claymore_04_e_50,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_50,True,,4,4,1.0,,clay,clay,,,,,5,idle,,,3,good,,,,,
event_claymore_04_e_51,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_51,True,,4,4,1.0,,clay,clay,,,,,5,idle,,,3,angry,,,,,
event_claymore_04_e_52,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_52,True,,4,4,1.0,,milk,milk,,sfx_scn_onetwohard,,,5,idle,,,3,angry,,,,,
event_claymore_04_e_53,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_53,False,,black,black,1.0,,milk,,,,,,5,idle,,,3,angry,,,,,
event_claymore_04_e_54,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_54,False,,black,black,1.0,,milk,,,,,,5,idle,,,3,angry,,,,,
event_claymore_04_e_55,40050,event_claymore_04_e,Narration,Locale_SubScenario:event_claymore_04_e_55,False,SchoolCorridor,black,black,1.0,none,milk_n,,black,,,,5,idle,clay,,3,angry,milk,milk_n,3,surprise,
event_claymore_04_e_56,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_56,False,,3,3,1.0,bgm_intotheswarm,milk_n,,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_57,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_57,False,,3,3,1.0,,milk_n,,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_58,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_58,False,,3,3,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_59,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_59,False,,3,3,1.0,,milk_n,,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_60,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_60,True,,3,S_30,0.7,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_61,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_61,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_62,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_62,False,,S_30,S_30,1.0,,milk_n,,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_63,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_63,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,angry,
event_claymore_04_e_64,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_64,False,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,idle,
event_claymore_04_e_65,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_65,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_66,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_66,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_67,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_67,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_68,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_68,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,,,,,,,,,3,surprise,
event_claymore_04_e_69,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_69,True,,S_30,4,1.0,,clay,clay,,,,clay,5,idle,,,,,,,3,surprise,
event_claymore_04_e_70,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_70,True,,4,4,1.0,,milk_n,milk_n,,,,,5,idle,,,,,,,3,surprise,
event_claymore_04_e_71,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_71,True,,4,4,1.0,,clay,clay,,,,,5,idle,,,,,,,3,surprise,
event_claymore_04_e_72,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_72,True,,4,4,1.0,,milk_n,milk_n,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_73,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_73,True,,4,4,1.0,,clay,clay,,,,,5,delight,,,,,,,3,idle,
event_claymore_04_e_74,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_74,True,,4,4,1.0,,clay,clay,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_75,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_75,True,,4,4,1.0,,milk_n,milk_n,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_76,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_76,True,,4,4,1.0,,clay,clay,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_77,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_77,True,,4,4,1.0,,milk_n,milk_n,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_78,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_78,True,,4,50,1.0,,clay,clay,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_79,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_79,True,,50,50,1.0,,clay,clay,,,,,5,idle,,,,,,,3,idle,
event_claymore_04_e_80,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_80,True,,50,50,1.0,,clay,clay,,,,,5,special,,,,,,,3,idle,
event_claymore_04_e_81,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_81,True,,50,50,1.0,,clay,clay,,,,,5,special,,,,,,,3,idle,
event_claymore_04_e_82,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_82,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,5,special,,,,,,,3,idle,
event_claymore_04_e_83,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_83,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,5,idle,,,,,,,3,no,
event_claymore_04_e_84,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_84,True,,S_30,S_30,1.0,,milk_n,milk_n,,,,,5,idle,,,,,,,3,good,
event_claymore_04_e_85,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_85,False,,S_30,4,1.0,,milk_n,,,,,,5,idle,,,,,,,3,good,
event_claymore_04_e_86,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_86,True,,4,4,1.0,,clay,clay,,,,,5,delight,,,,,,,3,good,
event_claymore_04_e_87,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_87,False,,4,4,1.0,,clay,,,,,,5,delight,,,,,,,3,good,milk_n
event_claymore_04_e_88,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_88,False,,4,5,1.0,,clay,,,,,,5,no,,,,,,,,,
event_claymore_04_e_89,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_89,False,,5,5,1.0,,clay,clay,,,,,5,no,,,,,,,,,
event_claymore_04_e_90,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_90,False,,5,5,1.0,,clay,,,,,,5,no,,,,,,,,,
event_claymore_04_e_91,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_91,False,,5,5,1.0,,clay,,,,,,5,no,,,,,,,,,
event_claymore_04_e_92,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_92,False,,5,5,1.0,,clay,,,,,,5,no,,,,,,,,,
event_claymore_04_e_93,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_93,True,,5,50,1.0,,clay,clay,,,,,5,no,,,,,,,,,
event_claymore_04_e_94,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_94,False,,50,50,1.0,,clay,,,,,,5,no,,,,,,,,,
event_claymore_04_e_95,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_95,True,,50,50,1.0,,clay,clay,,,,,5,sad,,,,,,,,,
event_claymore_04_e_96,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_96,True,,50,50,1.0,,clay,clay,,,,,5,sad,,,,,,,,,
event_claymore_04_e_97,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_97,True,,50,50,1.0,,clay,clay,,,,,5,sad,,,,,,,,,
event_claymore_04_e_98,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_98,False,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_04_e_99,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_99,False,,50,50,1.0,,clay,,,,,,5,sad,,,,,,,,,
event_claymore_04_e_100,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_100,True,,50,50,1.0,,clay,clay,,,,,5,no,,,,,,,,,
event_claymore_04_e_101,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_101,True,,50,5,1.0,,clay,clay,,,,,5,idle,,,,,,,,,
event_claymore_04_e_102,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_102,False,Backstreet_n,black,black,1.0,none,clay,,,,,,5,idle,,,,,,,,,
event_claymore_04_e_103,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_103,True,,19,19,1.0,,mc,mc,,,,,5,idle,,,,,,,,,
event_claymore_04_e_104,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_104,True,,19,19,1.0,bgm_risk,mc,mc,,,,,5,idle,,,,,,,,,
event_claymore_04_e_105,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_105,True,,19,19,1.0,,mc,mc,,,,,5,idle,,,,,,,,,
event_claymore_04_e_106,40050,event_claymore_04_e,Narration,Locale_SubScenario:event_claymore_04_e_106,False,,19,190,0.5,,mc,,,sfx_scn_knockoutbell,,,5,idle,,,,,,,,,
event_claymore_04_e_107,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_107,True,,190,190,1.0,,mc,mc,,,,,5,idle,,,,,,,,,
event_claymore_04_e_108,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_108,True,,190,15,1.2,,mc,mc,,,,,5,idle,,milk_n,15,surprise,,,,,
event_claymore_04_e_109,40050,event_claymore_04_e,Self,Locale_SubScenario:event_claymore_04_e_109,False,,15,15,1.0,,clay,,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_110,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_110,True,,15,15,1.0,,clay,clay,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_111,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_111,False,,15,15,1.0,,clay,,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_112,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_112,False,,15,15,1.0,,clay,,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_113,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_113,True,,19,190,1.0,,spectators,spectators,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_114,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_114,True,,190,190,1.0,,spectators,spectators,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_115,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_115,True,,190,19,1.0,,spectators,spectators,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_116,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_116,True,,19,19,1.0,,spectators,spectators,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_117,40050,event_claymore_04_e,Monologue,Locale_SubScenario:event_claymore_04_e_117,False,,19,19,1.0,,milk_n,,,,,,5,surprise,,,15,surprise,,,,,
event_claymore_04_e_118,40050,event_claymore_04_e,Speech,Locale_SubScenario:event_claymore_04_e_118,True,,S_150,S_150,1.0,,milk_n,milk_n,,,,,5,surprise,,,15,surprise,,,,,
