id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_phantomthiefvsdetective_06_s_15,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_15,True,,6,idle,Mafiaoffice,black,black,1.0,bgm_mystery,,,phantom,wealthyman,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_16,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_16,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_17,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_17,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_18,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_18,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_19,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_19,False,phantom,6,sad,Drain,black,black,1.0,,,,,,4,idle,wealthyman,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_20,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_20,True,,6,angry,,L_60,L_60,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_21,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_21,True,,6,angry,,L_60,L_60,1.0,,,,,,,,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_22,40059,event_phantomthiefvsdetective_06_s,Narration,wealthyman,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_22,False,,6,angry,Mafiaoffice,black,black,1.0,,,sfx_scn_knock,phantom,wealthyman,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_23,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_23,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_24,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_24,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,,,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_25,40059,event_phantomthiefvsdetective_06_s,Narration,poli,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_25,False,,,,,L_40,3,1.0,,,sfx_scn_glassdooropen,,,4,idle,,poli,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_26,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_26,True,,,,,3,3,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_27,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_27,True,,,,,3,3,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_28,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_28,True,,,,,3,3,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_29,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_29,True,,,,,3,3,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_30,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_30,True,,,,,3,3,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_31,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_31,True,,,,,3,L_40,1.0,,,,,,4,idle,,,2,idle,,,,,,,,,,,,
event_phantomthiefvsdetective_06_s_32,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_32,True,,,,,16,S_160,1.0,,,,,,4,idle,,,2,idle,quiry,12,idle,miranda_c,14,idle,novel,16,idle,,,
event_phantomthiefvsdetective_06_s_33,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_33,True,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,idle,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_34,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_34,True,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,idle,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_35,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_35,True,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,idle,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_36,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_36,True,,,,,XS_20,S_140,1.0,,,,,,4,idle,,,2,idle,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_37,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_37,True,,,,,S_140,S_140,1.0,,,,,,4,idle,,,2,idle,,12,idle,,14,delight,,16,idle,,,
event_phantomthiefvsdetective_06_s_38,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_38,True,,,,,S_140,S_1400,1.0,,,,,,4,idle,,,2,idle,,12,idle,,14,delight,,16,idle,,,
event_phantomthiefvsdetective_06_s_39,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_39,True,,,,,XS_200,XS_20,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_40,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_40,True,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_41,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_41,True,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_42,40059,event_phantomthiefvsdetective_06_s,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_06_s_42,True,,,,,S_120,S_120,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_43,40059,event_phantomthiefvsdetective_06_s,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_06_s_43,True,,,,,S_120,S_120,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_44,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_44,True,,,,,S_120,XS_20,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_45,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_45,True,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_46,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_46,True,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_47,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_47,True,,,,,S_140,S_140,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_48,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_48,True,,,,,S_140,S_140,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_49,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_49,True,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_50,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_50,True,,,,,S_140,S_140,1.0,none,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_51,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_51,True,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_52,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_52,False,,,,,XS_20,3,1.0,bgm_story_armageddon,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_53,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_53,True,,,,,3,3,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_54,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_54,True,,,,,3,3,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_55,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_55,True,,,,,3,3,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_56,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_56,True,,,,,3,3,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_57,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_57,True,,,,,3,L_40,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_58,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_58,True,,,,,S_140,S_140,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_59,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_59,True,,,,,S_140,S_140,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_60,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_60,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_61,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_61,True,,,,,L_40,L_40,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_62,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_62,True,,,,,L_40,XS_20,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_63,40059,event_phantomthiefvsdetective_06_s,Speech,poli,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_63,False,,,,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_64,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_64,False,,,,,XS_20,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_65,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_65,True,,,,,S_160,S_1600,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_66,40059,event_phantomthiefvsdetective_06_s,Speech,novel,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_66,False,,,,,L_40,L_400,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_67,40059,event_phantomthiefvsdetective_06_s,Speech,novel,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_67,False,,,,,L_400,L_400,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_68,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_68,True,,,,,L_400,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_69,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_69,True,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_70,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_70,True,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_71,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_71,True,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_72,40059,event_phantomthiefvsdetective_06_s,Speech,novel,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_72,False,,,,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_73,40059,event_phantomthiefvsdetective_06_s,Narration,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_73,False,phantom,6,no,,L_60,L_60,1.0,,,sfx_scn_chair,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_74,40059,event_phantomthiefvsdetective_06_s,Narration,phantom,,Locale_SubScenario:event_phantomthiefvsdetective_06_s_74,False,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_75,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_75,True,,6,no,,L_60,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_76,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_76,True,,6,no,,L_40,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_77,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_77,True,,6,no,,L_40,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,think,,,
event_phantomthiefvsdetective_06_s_78,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_78,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_79,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_79,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_80,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_80,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_81,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_81,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_82,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_82,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_83,40059,event_phantomthiefvsdetective_06_s,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_06_s_83,True,,6,no,,S_160,S_160,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_84,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_84,False,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_85,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_85,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_86,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_86,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_87,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_87,True,,6,no,,L_60,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_88,40059,event_phantomthiefvsdetective_06_s,Speech,wealthyman,wealthyman,Locale_SubScenario:event_phantomthiefvsdetective_06_s_88,True,,6,no,,L_40,L_40,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_89,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_89,True,,6,no,,S_140,S_140,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_90,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_90,True,,6,no,,S_140,S_140,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_91,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_91,True,,6,no,,S_140,S_140,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_92,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_92,True,,6,no,,S_140,S_1400,1.0,,,,,,4,idle,,,2,surprise,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_93,40059,event_phantomthiefvsdetective_06_s,Speech,poli,poli,Locale_SubScenario:event_phantomthiefvsdetective_06_s_93,True,,6,no,,XS_20,XS_20,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_94,40059,event_phantomthiefvsdetective_06_s,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_06_s_94,True,,6,no,,S_1400,S_140,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_95,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_95,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
event_phantomthiefvsdetective_06_s_96,40059,event_phantomthiefvsdetective_06_s,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_06_s_96,True,,6,no,,L_60,L_60,1.0,,,,,,4,idle,,,2,angry,,12,idle,,14,idle,,16,idle,,,
