id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/hide_char_id,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/0/hide_char_id,characters/2/hide_char_id
event_newflavor_06_e_16,40073,event_newflavor_06_e,Choice,andersen,,Locale_SubScenario:event_newflavor_06_e_16,False,,1,idle,,L_10,L_10,1.0,,event_newflavor_06_e_18,,,,,,,,,,,
event_newflavor_06_e_17,40073,event_newflavor_06_e,Choice,andersen,,Locale_SubScenario:event_newflavor_06_e_17,False,,1,idle,,L_10,L_10,1.0,,event_newflavor_06_e_20,,,,,,,,,,,
event_newflavor_06_e_18,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_18,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
event_newflavor_06_e_19,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_19,True,,1,idle,,L_10,L_10,1.0,,event_newflavor_06_e_22,,,,,,,,,,,
event_newflavor_06_e_20,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_20,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
event_newflavor_06_e_21,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_21,True,,1,idle,,L_10,L_10,1.0,,event_newflavor_06_e_22,,,,,,,,,,,
event_newflavor_06_e_22,40073,event_newflavor_06_e,Self,andersen,,Locale_SubScenario:event_newflavor_06_e_22,False,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
event_newflavor_06_e_23,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_23,True,,1,idle,,L_10,L_10,1.0,,,,,,,,,,,,,
event_newflavor_06_e_24,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_24,True,,1,idle,,L_10,1,1.3,,,,,,,,,,,,,
event_newflavor_06_e_25,40073,event_newflavor_06_e,Speech,andersen,andersen,Locale_SubScenario:event_newflavor_06_e_25,True,,1,idle,,1,1,1.0,,,,,,,,,,,,,
event_newflavor_06_e_26,40073,event_newflavor_06_e,Self,andersen,,Locale_SubScenario:event_newflavor_06_e_26,False,,1,idle,,1,1,1.0,,,,,,,,,,,,,
event_newflavor_06_e_27,40073,event_newflavor_06_e,Speech,andersen,announcer,Locale_SubScenario:event_newflavor_06_e_27,True,,1,idle,CommanderRoom,5,5,1.0,none,,andersen,black,,,,,,,,,
event_newflavor_06_e_28,40073,event_newflavor_06_e,Speech,,announcer,Locale_SubScenario:event_newflavor_06_e_28,True,anis,1,idle,,5,5,1.0,,,,,neon,13,idle,,,,,,
event_newflavor_06_e_29,40073,event_newflavor_06_e,Speech,,announcer,Locale_SubScenario:event_newflavor_06_e_29,True,,1,idle,,5,5,1.0,,,,,,13,idle,,,,,,
event_newflavor_06_e_30,40073,event_newflavor_06_e,Self,,,Locale_SubScenario:event_newflavor_06_e_30,False,,1,idle,,5,12,1.75,,,,,,13,idle,,,,,,
event_newflavor_06_e_31,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_31,True,,1,idle,,12,12,1.0,bgm_story_languor,,,,,13,idle,,,,,,
event_newflavor_06_e_32,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_32,True,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,
event_newflavor_06_e_33,40073,event_newflavor_06_e,Speech,neon,neon,Locale_SubScenario:event_newflavor_06_e_33,True,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,
event_newflavor_06_e_34,40073,event_newflavor_06_e,Speech,neon,neon,Locale_SubScenario:event_newflavor_06_e_34,True,,1,idle,,12,12,1.0,,,,,,13,delight,,,,,,
event_newflavor_06_e_35,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_35,True,,1,idle,,12,10,1.3,,,,,,13,delight,,,,,,
event_newflavor_06_e_36,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_36,True,,1,delight,,10,10,1.0,,,,,,13,delight,,,,,,
event_newflavor_06_e_37,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_37,True,,1,delight,,10,10,1.0,,,,,,13,delight,,,,,,
event_newflavor_06_e_38,40073,event_newflavor_06_e,Self,anis,,Locale_SubScenario:event_newflavor_06_e_38,False,,1,delight,,10,10,1.0,,,,,,13,delight,,,,,,
event_newflavor_06_e_39,40073,event_newflavor_06_e,Narration,anis,,Locale_SubScenario:event_newflavor_06_e_39,False,,1,delight,,10,2,1.3,,,,,,13,delight,rapi,3,idle,sfx_scn_autodooropen,,
event_newflavor_06_e_40,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_40,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_41,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_41,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_42,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_42,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_43,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_43,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_44,40073,event_newflavor_06_e,Self,rapi,,Locale_SubScenario:event_newflavor_06_e_44,False,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_45,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_45,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_46,40073,event_newflavor_06_e,Self,rapi,,Locale_SubScenario:event_newflavor_06_e_46,False,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_47,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_47,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_48,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_48,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_49,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_49,True,,1,idle,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_50,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_50,True,,1,void,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_51,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_51,True,,1,void,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_52,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_52,True,,1,angry,,2,2,1.0,,,,,,13,idle,,3,idle,,,
event_newflavor_06_e_53,40073,event_newflavor_06_e,Speech,neon,neon,Locale_SubScenario:event_newflavor_06_e_53,True,,1,angry,,2,12,1.3,,,,,,13,angry,,3,idle,,,
event_newflavor_06_e_54,40073,event_newflavor_06_e,Speech,neon,neon,Locale_SubScenario:event_newflavor_06_e_54,True,,1,angry,,12,12,1.0,,,,,,13,angry,,3,idle,,,
event_newflavor_06_e_55,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_55,True,,1,angry,,30,30,1.0,,,,,,13,angry,,3,idle,,,
event_newflavor_06_e_56,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_56,True,,1,no,,12,12,1.0,,,,,,13,angry,,3,idle,,,
event_newflavor_06_e_57,40073,event_newflavor_06_e,Speech,neon,neon,Locale_SubScenario:event_newflavor_06_e_57,True,,1,no,,12,12,1.0,,,,,,13,worry,,3,idle,,,
event_newflavor_06_e_58,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_58,True,,1,idle,,12,12,1.0,,,,,,13,worry,,3,idle,,,
event_newflavor_06_e_59,40073,event_newflavor_06_e,Speech,anis,anis,Locale_SubScenario:event_newflavor_06_e_59,True,,1,delight,,12,12,1.0,,,,,,13,worry,,3,idle,,,
event_newflavor_06_e_60,40073,event_newflavor_06_e,Speech,neon,neon,Locale_SubScenario:event_newflavor_06_e_60,True,,1,delight,,12,12,1.0,,,,,,13,delight,,3,idle,,,
event_newflavor_06_e_61,40073,event_newflavor_06_e,Self,neon,,Locale_SubScenario:event_newflavor_06_e_61,False,,1,delight,,12,12,1.0,,,,,,13,delight,,3,idle,,,
event_newflavor_06_e_62,40073,event_newflavor_06_e,Speech,rapi,rapi,Locale_SubScenario:event_newflavor_06_e_62,True,,1,delight,,30,30,1.0,,,,,,13,delight,,3,delight,,,
event_newflavor_06_e_63,40073,event_newflavor_06_e,Monologue,rapi,,Locale_SubScenario:event_newflavor_06_e_63,False,,1,delight,,black,black,1.0,none,,anis,black,,13,delight,,3,delight,,rapi,neon
event_newflavor_06_e_64,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_64,True,crust,12,delight,Kitchen,black,black,1.0,bgm_story_overjoy,,,,,,,,,,,,
event_newflavor_06_e_65,40073,event_newflavor_06_e,Narration,crust,,Locale_SubScenario:event_newflavor_06_e_65,False,,12,delight,,XS_1200,XS_120,1.3,,,,,,,,,,,sfx_scn_soup,,
event_newflavor_06_e_66,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_66,True,,12,delight,,XS_120,XS_120,1.0,,,,,,,,,,,,,
event_newflavor_06_e_67,40073,event_newflavor_06_e,Narration,crust,,Locale_SubScenario:event_newflavor_06_e_67,False,,12,delight,,XS_120,XS_120,1.0,,,,,,,,,,,sfx_scn_foodonfire,,
event_newflavor_06_e_68,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_68,True,,12,delight,,XS_120,XS_120,1.0,,,,,,,,,,,,,
event_newflavor_06_e_69,40073,event_newflavor_06_e,Narration,crust,,Locale_SubScenario:event_newflavor_06_e_69,False,,12,delight,,XS_120,XS_120,1.0,,,,,,,,bready,2,idle,sfx_scn_autodooropen,,
event_newflavor_06_e_70,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_70,True,,12,delight,,XS_120,XS_120,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_71,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_71,True,,12,idle,,XS_120,1,1.3,,,,,,,,,2,idle,,,
event_newflavor_06_e_72,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_72,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_73,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_73,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_74,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_74,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_75,40073,event_newflavor_06_e,Narration,crust,,Locale_SubScenario:event_newflavor_06_e_75,False,,12,delight,,1,1,1.0,,,,,,,,,2,idle,sfx_scn_knock,,
event_newflavor_06_e_76,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_76,True,,12,shy,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_77,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_77,True,,12,shy,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_78,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_78,True,,12,shy,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_79,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_79,True,,12,shy,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_80,40073,event_newflavor_06_e,Monologue,crust,,Locale_SubScenario:event_newflavor_06_e_80,False,,12,shy,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_81,40073,event_newflavor_06_e,Monologue,crust,,Locale_SubScenario:event_newflavor_06_e_81,False,,12,shy,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_82,40073,event_newflavor_06_e,Narration,crust,,Locale_SubScenario:event_newflavor_06_e_82,False,,12,shy,,black,black,1.0,,,,,,,,,2,idle,sfx_scn_autodooropen,,
event_newflavor_06_e_83,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_83,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_84,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_84,True,,12,delight,,1,1,1.3,,,,,,,,,2,idle,,,
event_newflavor_06_e_85,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_85,False,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_86,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_86,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_87,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_87,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_88,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_88,True,,12,idle,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_89,40073,event_newflavor_06_e,Narration,crust,,Locale_SubScenario:event_newflavor_06_e_89,False,,12,idle,,black,black,1.0,,,,,,,,,2,idle,sfx_scn_chair,,
event_newflavor_06_e_90,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_90,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_91,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_91,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_92,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_92,True,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_93,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_93,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_94,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_94,False,,12,idle,,XS_120,XS_120,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_95,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_95,True,,12,idle,,XS_120,S_20,1.3,,,,,,,,,2,delight,,,
event_newflavor_06_e_96,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_96,False,,12,idle,,S_20,S_200,1.5,,,,,,,,,2,delight,,,
event_newflavor_06_e_97,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_97,False,,12,idle,,S_200,S_200,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_98,40073,event_newflavor_06_e,Monologue,bready,,Locale_SubScenario:event_newflavor_06_e_98,False,,12,idle,,black,black,1.0,,,,,,,,,2,special,,,
event_newflavor_06_e_99,40073,event_newflavor_06_e,Monologue,bready,,Locale_SubScenario:event_newflavor_06_e_99,False,,12,idle,,black,black,1.0,,,,,,,,,2,special,,,
event_newflavor_06_e_100,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_100,False,,12,idle,,S_200,S_20,1.3,,,,,,,,,2,special,,,
event_newflavor_06_e_101,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_101,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,special,,,
event_newflavor_06_e_102,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_102,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,special,,,
event_newflavor_06_e_103,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_103,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,special,,,
event_newflavor_06_e_104,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_104,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_105,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_105,True,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_106,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_106,False,,12,idle,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_107,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_107,True,,12,delight,,S_20,1,1.3,,,,,,,,,2,delight,,,
event_newflavor_06_e_108,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_108,True,,12,delight,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_109,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_109,False,,12,delight,,1,1,1.0,none,,,black,,,,,2,idle,,,
event_newflavor_06_e_110,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_110,True,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_111,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_111,False,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_112,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_112,False,,12,delight,,1,1,1.0,,,,,,,,,2,idle,,,
event_newflavor_06_e_113,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_113,True,,12,idle,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_114,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_114,True,,12,idle,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_115,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_115,True,,12,idle,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_116,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_116,True,,12,idle,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_117,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_117,False,,12,idle,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_118,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_118,False,,12,idle,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_119,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_119,False,,12,sad,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_120,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_120,False,,12,sad,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_121,40073,event_newflavor_06_e,Self,crust,,Locale_SubScenario:event_newflavor_06_e_121,False,,12,sad,,1,1,1.0,,,,,,,,,2,no,,,
event_newflavor_06_e_122,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_122,False,,12,sad,,1,S_20,1.5,bgm_story_flipflop,,,,,,,,2,surprise,,,
event_newflavor_06_e_123,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_123,True,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_124,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_124,False,,12,sad,,S_20,S_200,1.3,,,,,,,,,2,delight,,,
event_newflavor_06_e_125,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_125,True,,12,sad,,S_200,S_200,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_126,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_126,True,,12,sad,,S_200,S_20,1.3,,,,,,,,,2,delight,,,
event_newflavor_06_e_127,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_127,False,,12,sad,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_128,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_128,True,,12,think,,XS_120,XS_120,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_129,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_129,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_130,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_130,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_131,40073,event_newflavor_06_e,Self,bready,,Locale_SubScenario:event_newflavor_06_e_131,False,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_132,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_132,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_133,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_133,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_134,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_134,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_135,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_135,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_136,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_136,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_137,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_137,True,,12,think,,S_20,S_20,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_138,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_138,True,,12,sad,,S_20,1,1.3,,,,,,,,,2,delight,,,
event_newflavor_06_e_139,40073,event_newflavor_06_e,Speech,crust,crust,Locale_SubScenario:event_newflavor_06_e_139,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_140,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_140,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
event_newflavor_06_e_141,40073,event_newflavor_06_e,Speech,bready,bready,Locale_SubScenario:event_newflavor_06_e_141,True,,12,sad,,1,1,1.0,,,,,,,,,2,delight,,,
