id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,characters/1/hide_char_id,characters/2/hide_char_id
event_footstepwalkrun2_06_s_16,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_16,False,,1,idle,,100,100,1.0,,rapi_m,,,,,,,,,,,,
event_footstepwalkrun2_06_s_17,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_17,False,,1,smile,,100,100,1.0,,rapi_m,,,,,,,,,,,,
event_footstepwalkrun2_06_s_18,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_18,True,,1,smile,,100,100,1.0,,rapi_m,rapi_m,,,,,,,,,,,
event_footstepwalkrun2_06_s_19,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_19,True,,1,smile,,100,100,1.0,,rapi_m,rapi_m,,,,,,,,,,,
event_footstepwalkrun2_06_s_20,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_20,False,,1,smile,,100,10,1.0,,rapi_m,,,,,,,,,,,,
event_footstepwalkrun2_06_s_21,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_21,True,,1,smile,,black,black,1.0,,rapi_m,rapi_m,,,,,,,,,,,
event_footstepwalkrun2_06_s_22,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_22,False,,1,smile,Corridor,black,black,1.0,,,,rapi_m,ingrid,3,idle,elysionmechanic,1,idle,black,,,
event_footstepwalkrun2_06_s_23,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_23,False,,,,,black,black,1.0,,,,,,3,idle,,1,idle,,sfx_scn_walk,,
event_footstepwalkrun2_06_s_24,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_24,True,,,,,3,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_25,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_25,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_26,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_26,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_27,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_27,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_28,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_28,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,think,,1,idle,,,,
event_footstepwalkrun2_06_s_29,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_29,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,think,,1,idle,,,,
event_footstepwalkrun2_06_s_30,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_30,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_31,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_31,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_32,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_32,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_33,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_33,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_34,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_34,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_35,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_35,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,think,,1,idle,,,,
event_footstepwalkrun2_06_s_36,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_36,False,rapi_m,1,idle_02,Hospital,black,black,1.0,,rapi_m,rapi_m,,,3,think,,1,idle,black,,ingrid,elysionmechanic
event_footstepwalkrun2_06_s_37,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_37,False,,1,idle_02,,black,black,1.0,,rapi_m,,,,,,elysionmechanic,13,idle,,sfx_scn_autodooropen,,
event_footstepwalkrun2_06_s_38,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_38,True,,1,idle_02,,L_300,L_30,1.0,,ingrid,ingrid,,ingrid,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_39,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_39,True,,1,idle_02,,L_30,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_40,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_40,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_41,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_41,False,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_42,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_42,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_43,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_43,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_44,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_44,True,,1,idle_02,,31,1,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_45,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_45,True,,1,idle_02,,1,10,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_46,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_46,False,,1,idle_02,,10,L_30,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_47,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_47,True,,1,idle_02,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_48,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_48,True,,1,idle_02,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_49,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_49,True,,1,idle_02,,L_30,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_50,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_50,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_51,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_51,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_52,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_52,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_53,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_53,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_54,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_54,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_55,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_55,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_56,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_56,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_57,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_57,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,angry,,13,idle,,,,
event_footstepwalkrun2_06_s_58,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_58,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,angry,,13,idle,,,,
event_footstepwalkrun2_06_s_59,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_59,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,angry,,13,idle,,,,
event_footstepwalkrun2_06_s_60,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_60,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,angry,,13,idle,,,,
event_footstepwalkrun2_06_s_61,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_61,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,angry,,13,idle,,,,
event_footstepwalkrun2_06_s_62,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_62,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_63,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_63,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_64,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_64,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_65,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_65,False,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_66,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_66,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_67,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_67,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_68,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_68,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_69,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_69,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_70,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_70,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_71,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_71,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_72,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_72,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_73,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_73,False,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_74,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_74,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_75,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_75,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_76,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_76,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_77,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_77,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_78,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_78,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_79,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_79,False,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_80,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_80,True,,1,idle_02,,31,113,1.5,,elysionmechanic,elysionmechanic,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_81,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_81,True,,1,idle_02,,113,113,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_82,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_82,True,,1,idle_02,,113,113,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_83,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_83,False,,1,idle_02,,113,31,1.5,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_84,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_84,True,,1,idle_02,,31,31,1.0,none,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_85,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_85,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_86,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_86,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_87,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_87,False,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_88,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_88,True,,1,idle_02,,31,31,1.0,bgm_intotheswarm,ingrid,ingrid,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_89,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_89,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_90,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_90,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,think,,13,idle,,,,
event_footstepwalkrun2_06_s_91,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_91,True,,1,idle_02,,31,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_92,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_92,True,,1,pain_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_93,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_93,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_94,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_94,True,,1,idle_02,,31,L_30,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_95,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_95,True,,1,idle_02,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_96,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_96,True,,1,idle_02,,L_30,L_30,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_97,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_97,True,,1,idle_02,,L_30,10,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_98,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_98,False,,1,pain_02,,10,10,1.0,,rapi_m,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_99,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_99,True,,1,pain_02,,10,10,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_100,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_100,True,,1,pain_02,,10,31,1.0,,ingrid,ingrid,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_101,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_101,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_102,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_102,True,,1,idle_02,,31,31,1.0,,rapi_m,rapi_m,,,3,idle,,13,idle,,,,
event_footstepwalkrun2_06_s_103,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_103,True,,1,idle_02,Office,L_300,L_300,1.0,,ingrid,ingrid,rapi_m,,3,think,,1,idle,black,,,elysionmechanic
event_footstepwalkrun2_06_s_104,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_104,True,,,,,L_300,L_300,1.0,,ingrid,ingrid,,,3,think,,,,,,,
event_footstepwalkrun2_06_s_105,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_105,True,,,,,L_300,L_300,1.0,,ingrid,ingrid,,,3,think,,,,,,,
event_footstepwalkrun2_06_s_106,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_106,True,,,,,L_300,L_300,1.0,,ingrid,ingrid,,,3,think,,,,,,,
event_footstepwalkrun2_06_s_107,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_107,True,,,,,L_300,L_30,1.0,,ingrid,ingrid,,,3,think,,,,,,,
event_footstepwalkrun2_06_s_108,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_108,False,,,,,black,black,1.0,none,elysionmechanic,,,,3,think,,,,,sfx_scn_run,,
event_footstepwalkrun2_06_s_109,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_109,False,,,,,black,black,1.0,,elysionmechanic,,,,3,think,,,,,sfx_scn_autodooropen,,
event_footstepwalkrun2_06_s_110,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_110,True,,,,,10,1,1.0,bgm_aztec,elysionmechanic,elysionmechanic,,,3,think,elysionmechanic,1,idle,,,,
event_footstepwalkrun2_06_s_111,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_111,True,,,,,1,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_112,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_112,True,,,,,31,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_113,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_113,True,,,,,31,31,1.0,,elysionmechanic,elysionmechanic,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_114,40066,event_footstepwalkrun2_06_s,Speech,Locale_MainScenario:event_footstepwalkrun2_06_s_114,False,,,,,31,31,1.0,,ingrid,ingrid,,,3,idle,,1,idle,,,,
event_footstepwalkrun2_06_s_115,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_115,False,,,,Laboratory,black,black,1.0,,,,,,3,angry,,1,idle,black,,,
event_footstepwalkrun2_06_s_116,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_116,False,,,,,black,black,1.0,,,,,,3,angry,,1,idle,,,,
event_footstepwalkrun2_06_s_117,40066,event_footstepwalkrun2_06_s,Narration,Locale_MainScenario:event_footstepwalkrun2_06_s_117,False,,,,,black,black,1.0,,,,,,3,angry,,1,idle,,,,
