id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,set_camera_shake,set_filter_01,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
event_boomtheghost1_03_e_70,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_70,True,,3,worry,,30,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_71,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_71,True,,3,worry,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_72,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_72,True,,3,worry,,S_10,S_10,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_73,40084,event_boomtheghost1_03_e,Narration,elegg_s,,Locale_MainScenario:event_boomtheghost1_03_e_73,False,,3,worry,,black,black,1.0,,sfx_scn_lockrustle,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_74,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_74,True,,3,worry,,S_10,S_10,1.0,,,,,1,surprise,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_75,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_75,True,,3,worry,,S_10,31,1.0,,,,,1,surprise,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_76,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_76,True,,3,worry,,31,31,1.0,,,,,1,surprise,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_77,40084,event_boomtheghost1_03_e,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_03_e_77,False,,3,worry,,31,31,1.0,,,,,1,surprise,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_78,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_78,True,,3,worry,,31,31,1.0,,,,,1,no,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_79,40084,event_boomtheghost1_03_e,Self,elegg_s,,Locale_MainScenario:event_boomtheghost1_03_e_79,False,,3,worry,,31,31,1.0,,,,,1,no,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_80,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_80,True,,3,worry,Deck_n,31,15,1.5,,,,,1,idle,,,,,dorothy_s,15,think,,,,,,,,,
event_boomtheghost1_03_e_81,40084,event_boomtheghost1_03_e,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost1_03_e_81,False,,3,worry,,15,15,1.0,,,,,1,idle,,,,,,15,think,,,,,,,,,
event_boomtheghost1_03_e_82,40084,event_boomtheghost1_03_e,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost1_03_e_82,False,,3,worry,,15,150,1.0,,,,,1,idle,,,,,,15,think,,,,,,,,,
event_boomtheghost1_03_e_83,40084,event_boomtheghost1_03_e,Monologue,dorothy_s,,Locale_MainScenario:event_boomtheghost1_03_e_83,False,,3,worry,,150,150,1.0,,,,,1,idle,,,,,,15,think,,,,,,,,,
event_boomtheghost1_03_e_84,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_84,False,,3,angry,TechIndoor,150,30,2.0,,,,,1,idle,,,,,,15,think,,,,,,,,,
event_boomtheghost1_03_e_85,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_85,True,,3,angry,,30,300,0.5,,,,,1,idle,,,,,,15,think,,,,dorothy_s,,,,,
event_boomtheghost1_03_e_86,40084,event_boomtheghost1_03_e,Self,,,Locale_MainScenario:event_boomtheghost1_03_e_86,False,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_87,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_87,True,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_88,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_88,True,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_89,40084,event_boomtheghost1_03_e,Self,,,Locale_MainScenario:event_boomtheghost1_03_e_89,False,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_90,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_90,True,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_91,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_91,True,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_92,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_92,True,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_93,40084,event_boomtheghost1_03_e,Self,,,Locale_MainScenario:event_boomtheghost1_03_e_93,False,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_94,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_94,True,,3,angry,,300,300,1.0,,,,,1,idle,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_95,40084,event_boomtheghost1_03_e,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_03_e_95,True,,3,angry,,black,black,1.0,none,,,,1,idle,,,,,unknown_ghost,13,idle,,,,,,,,,
event_boomtheghost1_03_e_96,40084,event_boomtheghost1_03_e,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_03_e_96,False,,3,angry,,S_1300,S_1300,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_97,40084,event_boomtheghost1_03_e,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_03_e_97,False,,3,angry,,S_1300,S_1300,1.0,bgm_story_spookaboo,,,,1,idle,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_98,40084,event_boomtheghost1_03_e,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_03_e_98,False,,3,angry,,S_1300,130,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_99,40084,event_boomtheghost1_03_e,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_03_e_99,False,,3,angry,,130,130,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_100,40084,event_boomtheghost1_03_e,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_03_e_100,False,,3,angry,,130,130,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_101,40084,event_boomtheghost1_03_e,Monologue,unknown_ghost,,Locale_MainScenario:event_boomtheghost1_03_e_101,False,,3,angry,,130,130,1.0,,,,,1,idle,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_102,40084,event_boomtheghost1_03_e,Speech,elegg_s,elegg_s,Locale_MainScenario:event_boomtheghost1_03_e_102,True,,3,angry,,130,113,1.0,,,,,1,no,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_103,40084,event_boomtheghost1_03_e,Speech,unknown_ghost,unknown_ghost,Locale_MainScenario:event_boomtheghost1_03_e_103,True,,3,angry,,113,113,1.0,,,,,1,no,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_104,40084,event_boomtheghost1_03_e,Speech,rapi_ss,rapi_ss,Locale_MainScenario:event_boomtheghost1_03_e_104,True,,3,scare,,30,300,0.5,,,,,1,no,,Low_2,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_105,40084,event_boomtheghost1_03_e,Narration,rapi_ss,,Locale_MainScenario:event_boomtheghost1_03_e_105,False,,3,scare,,black,black,1.0,,sfx_scn_buildingexp,,,1,no,,,,,,13,idle,,,,,,,,,
event_boomtheghost1_03_e_106,40084,event_boomtheghost1_03_e,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost1_03_e_106,False,,17,scare,,black,black,1.0,,,rapi_ss,,19,no,,,,elegg_s,,13,idle,,,,unknown_ghost,,,,,
event_boomtheghost1_03_e_107,40084,event_boomtheghost1_03_e,Monologue,rapi_ss,,Locale_MainScenario:event_boomtheghost1_03_e_107,False,frima_s,5,surprise,Hotel_n,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_108,40084,event_boomtheghost1_03_e,Speech,frima_s,frima_s,Locale_MainScenario:event_boomtheghost1_03_e_108,True,,5,surprise,,500,500,1.0,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_109,40084,event_boomtheghost1_03_e,Speech,yan_s,yan_s,Locale_MainScenario:event_boomtheghost1_03_e_109,True,,5,surprise,ShoppingStreet_n,500,S_300,1.0,,,frima_s,yan_s,3,surprise,,,,,,,,,,,,,,,,
event_boomtheghost1_03_e_110,40084,event_boomtheghost1_03_e,Speech,pepper_s,pepper_s,Locale_MainScenario:event_boomtheghost1_03_e_110,True,,,,CruiseShipPool_n,S_300,XS_100,1.0,,,,,3,surprise,,,,yan_s,pepper_s,1,surprise,tove_s,13,no,,,,,,
event_boomtheghost1_03_e_111,40084,event_boomtheghost1_03_e,Speech,tove_s,tove_s,Locale_MainScenario:event_boomtheghost1_03_e_111,True,,,,,XS_100,S_1300,1.0,,,,,,,,,,,,1,surprise,,13,no,,,,,,
event_boomtheghost1_03_e_112,40084,event_boomtheghost1_03_e,Speech,centi_s,centi_s,Locale_MainScenario:event_boomtheghost1_03_e_112,True,,,,BuildingLobby,S_1300,L_1500,1.0,,,,,,,,,,,,1,surprise,,13,no,pepper_s,tove_s,centi_s,15,surprise,
