id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_ex_seayouagain_06_31,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_31,True,,S_190,S_190,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_32,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_32,False,,S_190,S_190,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_33,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_33,True,,S_190,S_190,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_34,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_34,True,,S_190,S_190,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_35,80600,d_ex_seayouagain_06,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_06_35,False,,S_190,S_190,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_36,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_36,True,,S_190,S_190,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_37,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_37,True,,S_190,S_190,1.0,,,,,,19,no,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_38,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_38,False,,black,black,1.0,,,black,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_39,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_39,True,,1,1,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_40,80600,d_ex_seayouagain_06,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_06_40,False,,1,1,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_41,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_41,True,,1,1,1.0,,,,,,19,idle,,1,surprise,,,,,,,,,,,,,
d_ex_seayouagain_06_42,80600,d_ex_seayouagain_06,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_06_42,False,,1,1,1.0,,,,,,19,idle,,1,surprise,,,,,,,,,,,,,
d_ex_seayouagain_06_43,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_43,True,,1,10,1.0,,,,,,19,idle,,1,surprise,,,,,,,,,,,,,
d_ex_seayouagain_06_44,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_44,False,,10,10,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_45,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_45,True,,10,10,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_46,80600,d_ex_seayouagain_06,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_06_46,False,,black,black,1.0,,sfx_scn_swallow,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_47,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_47,False,,black,black,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_48,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_48,True,,10,10,1.0,,,,,,19,idle,,1,delight,,,,,,,,,,,,,
d_ex_seayouagain_06_49,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_49,True,,10,10,1.0,,,,,,19,idle,,1,idle,,,,,,,,,,,,,
d_ex_seayouagain_06_50,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_50,True,,10,10,1.0,none,,,,,19,idle,,1,think,,,,,,,,,,,,,
d_ex_seayouagain_06_51,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_51,True,,10,10,1.0,,,,,,19,idle,,1,surprise,,,,,,,,,,,,,
d_ex_seayouagain_06_52,80600,d_ex_seayouagain_06,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_06_52,False,,10,10,1.0,bgm_story_languor,,,,,19,idle,,1,think,,,,,,,,,,,,,
d_ex_seayouagain_06_53,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_53,True,,10,10,1.0,,,,,,19,idle,,1,special,,,,,,,,,,,,,
d_ex_seayouagain_06_54,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_54,True,,10,10,1.0,,,,,,19,idle,,1,delight,,,,,,,,,,,,,
d_ex_seayouagain_06_55,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_55,False,,10,10,1.0,,,,,,19,idle,,1,delight,,,,,,,,,,,,,
d_ex_seayouagain_06_56,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_56,False,,10,10,1.0,,,,,,19,idle,,1,delight,,,,,,,,,,,,,
d_ex_seayouagain_06_57,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_57,True,,10,10,1.0,,,,,,19,idle,,1,shy,,,,,,,,,,,,,
d_ex_seayouagain_06_58,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_58,True,,10,10,1.0,,,,,,19,idle,,1,shy,,,,,,,,,,,,,
d_ex_seayouagain_06_59,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_59,True,,10,10,1.0,,,,,,19,idle,,1,shy,,,,,,,,,,,,,
d_ex_seayouagain_06_60,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_60,True,,10,10,1.0,,,,Low_2,,19,idle,,1,shy,,,,,,,,,,,,,
d_ex_seayouagain_06_61,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_61,True,,10,10,1.0,,,,,,19,idle,,1,special,,,,,,,,,,,,,
d_ex_seayouagain_06_62,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_62,True,,10,100,0.5,,,,,,19,idle,,1,delight,,,,,,,,,,,,,
d_ex_seayouagain_06_63,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_63,False,,100,100,1.0,,,,,,19,idle,,1,delight,,,,,,,,,,,,,
d_ex_seayouagain_06_64,80600,d_ex_seayouagain_06,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_06_64,True,,100,100,1.0,,,,,,19,idle,,1,think,,,,,,,,,,,,,
d_ex_seayouagain_06_65,80600,d_ex_seayouagain_06,Narration,,Narration,Locale_SuddenStory:d_ex_seayouagain_06_65,False,,black,black,1.0,,sfx_scn_down,,,,19,idle,,1,think,helm_s,,,,,,,,,,,,
d_ex_seayouagain_06_66,80600,d_ex_seayouagain_06,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_06_66,False,,1,1,1.0,,,,,,19,idle,,,,,,,,,,,,,,,,
d_ex_seayouagain_06_67,80600,d_ex_seayouagain_06,Monologue,,Monologue,Locale_SuddenStory:d_ex_seayouagain_06_67,False,,1,1,1.0,,,,,,19,idle,,,,,,,,,,,,,,,,
d_ex_seayouagain_06_68,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_68,True,LogHouseIn_d,19,19,1.0,,,black,,,19,surprise,,,,,,,,,,,,,,,,
d_ex_seayouagain_06_69,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_69,True,,19,19,1.0,,,,,,19,surprise,,,,,,,,,,,,,,,,
d_ex_seayouagain_06_70,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_70,False,,19,S_190,0.7,,,,,,19,sad,,,,,,,,,,,,,,,,
d_ex_seayouagain_06_71,80600,d_ex_seayouagain_06,Speech,yan_s,yan_s,Locale_SuddenStory:d_ex_seayouagain_06_71,True,,S_190,S_190,1.0,,,,,,19,idle,,,,,,,,,,,,,,,,
