id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id
event_juveniledays_05_e_46,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_46,True,,2,delight,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_47,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_47,True,,2,delight,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_48,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_48,True,,2,delight,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_49,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_49,True,,2,delight,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_50,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_50,True,,2,delight,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_51,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_51,True,,2,surprise,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_52,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_52,True,,2,surprise,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_53,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_53,True,,2,surprise,,12,angry,,200,1,1.0,,,
event_juveniledays_05_e_54,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_54,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_55,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_55,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_56,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_56,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_57,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_57,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_58,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_58,True,,2,surprise,,12,delight,,1,L_120,1.0,,,
event_juveniledays_05_e_59,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_59,True,,2,surprise,,12,delight,,L_120,L_120,1.0,,,
event_juveniledays_05_e_60,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_60,True,,2,surprise,,12,delight,,L_120,L_120,1.0,,,
event_juveniledays_05_e_61,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_61,True,,2,delight,,12,delight,,L_120,1,1.0,,,
event_juveniledays_05_e_62,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_62,True,,2,delight,,12,delight,,1,1,1.0,,,
event_juveniledays_05_e_63,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_63,True,,2,shy,,12,delight,,1,1,1.0,,,
event_juveniledays_05_e_64,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_64,True,,2,shy,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_65,40053,event_juveniledays_05_e,Self,rupee,,Locale_SubScenario:event_juveniledays_05_e_65,False,,2,shy,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_66,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_66,True,,2,delight,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_67,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_67,True,,2,delight,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_68,40053,event_juveniledays_05_e,Self,ein,,Locale_SubScenario:event_juveniledays_05_e_68,False,,2,delight,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_69,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_69,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_70,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_70,True,,2,surprise,,12,idle,,1,1,1.0,,,
event_juveniledays_05_e_71,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_71,True,,2,surprise,,12,sad,,1,1,1.0,,,
event_juveniledays_05_e_72,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_72,True,,2,delight,,12,idle,,1,20,1.0,,,
event_juveniledays_05_e_73,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_73,True,,2,delight,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_74,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_74,True,,2,shy,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_75,40053,event_juveniledays_05_e,Monologue,ein,,Locale_SubScenario:event_juveniledays_05_e_75,True,,2,shy,,12,idle,,20,20,1.0,,,
event_juveniledays_05_e_76,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_76,True,,2,angry,,12,idle,,20,200,1.0,,,
event_juveniledays_05_e_77,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_77,True,,2,angry,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_78,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_78,True,,2,surprise,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_79,40053,event_juveniledays_05_e,Speech,ein,ein,Locale_SubScenario:event_juveniledays_05_e_79,True,,2,surprise,,12,idle,,200,200,1.0,,,
event_juveniledays_05_e_80,40053,event_juveniledays_05_e,Narration,ein,,Locale_SubScenario:event_juveniledays_05_e_80,True,,,,,12,idle,,black,black,1.0,,sfx_scn_trip,ein
event_juveniledays_05_e_81,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_81,True,,,,,12,surprise,,L_120,L_120,1.0,,,
event_juveniledays_05_e_82,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_82,False,,,,,12,sad,,L_120,L_120,1.0,,,
event_juveniledays_05_e_83,40053,event_juveniledays_05_e,Speech,rupee,rupee,Locale_SubScenario:event_juveniledays_05_e_83,True,,,,,12,sad,,L_120,L_120,1.0,,,
event_juveniledays_05_e_84,40053,event_juveniledays_05_e,Self,rupee,,Locale_SubScenario:event_juveniledays_05_e_84,False,,,,,12,sad,,L_120,L_120,1.0,,,
event_juveniledays_05_e_85,40053,event_juveniledays_05_e,Self,rupee,,Locale_SubScenario:event_juveniledays_05_e_85,False,,,,,12,sad,,L_120,L_120,1.0,,,
