id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,characters/8/hide_char_id,play_sound
snowfall_global_14_14,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_14,True,,8,8,1.0,,,,,,delta,delta,,9,shy,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
snowfall_global_14_15,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_15,True,,8,8,1.0,,,,,,signal,signal,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
snowfall_global_14_16,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_16,True,,8,8,1.0,,,,,,signal,signal,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
snowfall_global_14_17,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_17,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
snowfall_global_14_18,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_18,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,
snowfall_global_14_19,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_19,True,,XS_130,XS_130,1.0,,,,,,belorta,belorta,,9,delight,,7,delight,,5,idle,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,
snowfall_global_14_20,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_20,True,,XS_130,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,belorta,ludmilla_w,15,idle,noir_c,17,idle,blanc_c,19,idle,,,,,,,,,
snowfall_global_14_21,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_21,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_22,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_22,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_23,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_23,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_24,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_24,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_25,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_25,True,,150,150,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_26,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_26,True,,150,15,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_27,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_27,True,,15,15,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,idle,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_28,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_28,True,,15,15,1.0,,,,,,ludmilla_w,ludmilla_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,,,,,15,delight,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_29,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_29,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,mica_w,13,idle,,,15,delight,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_30,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_30,True,,18,18,1.0,,,,,,noir_c,noir_c,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,,15,delight,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_31,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_31,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_32,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_32,True,,12,12,1.0,,,,,,emma,emma,,9,idle,,7,idle,,5,idle,,3,idle,,1,delight,,13,idle,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_33,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_33,True,,12,12,1.0,,,,,,mica_w,mica_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,delight,,13,delight,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_34,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_34,True,,12,12,1.0,,,,,,mica_w,mica_w,,9,idle,,7,idle,,5,idle,,3,idle,,1,delight,,13,delight,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_35,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_35,True,,12,12,1.0,,,,,,emma,emma,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_36,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_36,False,,black,black,1.0,,,,,,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_37,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_37,False,,black,black,1.0,,,,,,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,,,15,delight,,17,idle,,19,think,,,,,,,,,
snowfall_global_14_38,80903,snowfall_global_14,Narration,Locale_SubScenario:snowfall_global_14_38,False,EventScene_snowfalloasis_14,black,black,1.0,,,,,black,,,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,delight,mica_w,,15,delight,,17,idle,,19,think,signal,delta,eunhwa,vesti,emma,ludmilla_w,noir_c,blanc_c,
snowfall_global_14_39,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_39,True,,snowfalloasis_14_1,snowfalloasis_14_1,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_40,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_40,True,,snowfalloasis_14_1,snowfalloasis_14_1,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_41,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_41,True,,snowfalloasis_14_2,snowfalloasis_14_2,1.0,,,,,,blanc_noir,blanc_noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_42,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_42,True,,snowfalloasis_14_3,snowfalloasis_14_3,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_43,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_43,True,,snowfalloasis_14_4,snowfalloasis_14_4,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_44,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_44,False,,snowfalloasis_14_4,snowfalloasis_14_4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_45,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_45,True,,snowfalloasis_14_4,snowfalloasis_14_1,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_46,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_46,True,,snowfalloasis_14_1,snowfalloasis_14_1,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_47,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_47,False,,snowfalloasis_14_1,snowfalloasis_14_5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_48,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_48,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_49,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_49,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_50,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_50,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_51,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_51,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_52,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_52,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_53,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_53,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_54,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_54,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_55,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_55,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_56,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_56,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_57,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_57,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_58,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_58,True,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_59,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_59,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_60,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_60,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_61,80903,snowfall_global_14,Choice,Locale_SubScenario:snowfall_global_14_61,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,snowfall_global_14_66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_62,80903,snowfall_global_14,Choice,Locale_SubScenario:snowfall_global_14_62,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,snowfall_global_14_82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_63,80903,snowfall_global_14,Choice,Locale_SubScenario:snowfall_global_14_63,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,snowfall_global_14_108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_64,80903,snowfall_global_14,Choice,Locale_SubScenario:snowfall_global_14_64,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,snowfall_global_14_126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_65,80903,snowfall_global_14,Choice,Locale_SubScenario:snowfall_global_14_65,False,,snowfalloasis_14_5,snowfalloasis_14_5,1.0,,,snowfall_global_14_148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_66,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_66,False,DiningRoom_n,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noir_c,17,idle,blanc_c,19,idle,,,,,,,,,
snowfall_global_14_67,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_67,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_68,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_68,True,,18,18,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_69,80903,snowfall_global_14,Narration,Locale_SubScenario:snowfall_global_14_69,False,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,sfx_scn_untieribbon
snowfall_global_14_70,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_70,False,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_71,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_71,False,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_72,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_72,False,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_73,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_73,False,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,idle,,,,,,,,,
snowfall_global_14_74,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_74,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,delight,,,,,,,,,
snowfall_global_14_75,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_75,True,,18,18,1.0,,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,,,,17,idle,,19,delight,,,,,,,,,
snowfall_global_14_76,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_76,True,,18,18,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,17,delight,,19,delight,,,,,,,,,
snowfall_global_14_77,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_77,True,,18,18,1.0,,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,,,,17,delight,,19,delight,,,,,,,,,
snowfall_global_14_78,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_78,False,,18,18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,delight,,19,delight,,,,,,,,,
snowfall_global_14_79,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_79,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,delight,,19,delight,,,,,,,noir_c,blanc_c,
snowfall_global_14_80,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_80,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_81,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_81,False,,black,black,1.0,,,snowfall_global_14_163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_14_82,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_82,False,DiningRoom_n,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,eunhwa,5,idle,,vesti,3,idle,emma,1,idle,,,,,,,,,,,,
snowfall_global_14_83,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_83,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_84,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_84,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_85,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_85,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_86,80903,snowfall_global_14,Narration,Locale_SubScenario:snowfall_global_14_86,False,,10,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,sfx_scn_untieribbon
snowfall_global_14_87,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_87,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_88,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_88,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_89,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_89,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_90,80903,snowfall_global_14,Monologue,Locale_SubScenario:snowfall_global_14_90,False,,1,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_91,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_91,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_92,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_92,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,idle,,,,,,,,,,,,
snowfall_global_14_93,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_93,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,idle,,,,,,,,,,,,
snowfall_global_14_94,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_94,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,idle,,,,,,,,,,,,
snowfall_global_14_95,80903,snowfall_global_14,Self,Locale_SubScenario:snowfall_global_14_95,False,,10,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,idle,,,,,,,,,,,,
snowfall_global_14_96,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_96,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_97,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_97,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_98,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_98,True,,10,10,1.0,,,,,,emma,emma,,,,,,,,,,,,,,,,,5,idle,,,3,idle,,1,delight,,,,,,,,,,,,
snowfall_global_14_99,80903,snowfall_global_14,Speech,Locale_SubScenario:snowfall_global_14_99,True,,4,4,1.0,,,,,,vesti,vesti,,,,,,,,,,,,,,,,,5,idle,,,3,delight,,1,delight,,,,,,,,,,,,
